Fecha;PM10;PM2.5;Vel Vient0;Dir Vient0;NO;NO2;NOX;SO2;CO;OZONO;BC ug/m3;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar
10/06/2024 19:00;11;0,6;1,4;111;4,3;7,7;12;0;0,3;4,5;0,6;13,8;0;78,4;0,9;0
10/06/2024 20:00;9;6;1,4;114;5;9,2;14,2;0;0,3;3,6;0,6;13,1;0;80,9;0;0
10/06/2024 21:00;9;4;1,3;100;2,5;7;9,5;0;0,3;4,3;0,5;13,5;0;77,9;0;0
10/06/2024 22:00;4;2;0,9;46;0,7;5,1;5,9;0;0,2;4,5;0,3;13,1;0;80,6;0;0
10/06/2024 23:00;6;0;0,4;132;1,6;8,2;9,8;0;0,2;3,1;0,5;13;0;80,4;0;0
11/06/2024 0:00;0;0;0,6;98;1,2;5,8;7;0;0,2;2,5;0,3;12,3;0;82,6;0;0
11/06/2024 1:00;8;0;0,4;74;1;7,8;8,8;0;0,3;2,4;0,3;12,8;0;80,7;0;0
11/06/2024 2:00;11;0;0,9;93;0,3;3,1;3,4;0;0,2;5;0,2;12,8;0;79,4;0;0
11/06/2024 3:00;7;0;0,9;111;0,3;3,4;3,7;0;0,2;5,2;0,3;12,7;0;79,3;0;0
11/06/2024 4:00;7;0;1,4;114;0,4;2,4;2,8;0;0,2;5,4;0,1;12,1;0;82,8;0;0
11/06/2024 5:00;4;0;0,8;109;2,9;6,5;9,4;0;0,2;3;0,7;12,1;0;83,6;0;0
11/06/2024 6:00;11;0;0,7;83;14,8;11,3;26,1;0;0,4;0,5;2,9;12,3;0;84,1;0;1
11/06/2024 7:00;18;0;0,6;97;30,7;12;42,8;0;0,7;0;4,8;12,5;0;84,5;0;41
11/06/2024 8:00;48;0;0,5;315;52,2;21;73,2;0;1,1;0,1;7,4;14;0;79,3;0;72
11/06/2024 9:00;52;0;0,5;306;49;25,1;74,1;0;1,3;0,8;9,1;15,2;0;74,5;0;136
11/06/2024 10:00;22;0;0,5;207;22,5;15,4;37,8;0;0,7;3,6;6;16,6;0;69,4;0,1;252
11/06/2024 11:00;7;0;2;139;5,1;5,3;10,3;0;0,3;6,7;1,1;16,9;0;63,1;0;431
11/06/2024 12:00;6;0;2,2;147;3,1;4,1;7,2;0;0,2;6,7;0,6;18,6;0;56,9;0;567
11/06/2024 13:00;7;0;2,7;146;3,3;3,9;7,2;0;0,2;6,9;0,5;15,6;0;61,4;0;182
11/06/2024 14:00;10;0;1,8;182;3,7;4,4;8,1;0;0,2;6,9;0,6;14,6;0;61,1;0;122
11/06/2024 15:00;13;0;1,4;149;3,5;4,5;8;0;0,2;6,7;0,7;14,8;0;62,7;0;140
11/06/2024 16:00;7;0;1,5;121;2,4;3,9;6,3;0;0,2;6,9;0,9;15,4;0;62,8;0;170
11/06/2024 17:00;10;0;1,7;139;3,6;4,6;8,2;0;0,3;6,8;0,7;15,3;0;63,7;0;80
11/06/2024 18:00;8;0;1,5;148;3,9;5,4;9,3;0;0,3;6,4;0,9;14,3;0;66,7;0;25
11/06/2024 19:00;9;0;1,1;90;4,6;8,5;13,1;0;0,4;4,6;1,2;13,7;0;66,9;0;0
11/06/2024 20:00;8;0;1,1;111;10,2;11,5;21,7;0;0,6;3,1;1,2;13,6;0;65,8;0;0
11/06/2024 21:00;11;0;1,2;108;5;7,7;12,6;0;0,4;5,4;0,8;13,8;0;65,5;0;0
11/06/2024 22:00;6;0;1,3;92;1,6;5,3;6,9;0;0,3;6,5;0,3;13,4;0;68,1;0;0
11/06/2024 23:00;6;0;0,5;65;0,7;5,4;6,1;0;0,2;6,5;0,3;13,2;0;69;0;0
12/06/2024 0:00;4;0;0,4;146;0,5;4,5;5;0;0,2;6,7;0,5;13;0;68;0;0
12/06/2024 1:00;2;0;1,2;169;0,5;3;3,5;0;0,2;8,6;0,3;12,7;0;67,7;0;0
12/06/2024 2:00;3;0;1,5;148;0,3;2;2,3;0;0,1;10,6;0,2;12,2;0;67,4;0;0
12/06/2024 3:00;9;0;0,7;99;0,4;3,3;3,7;0;0,1;7;0,1;10,8;0;75,7;0;0
12/06/2024 4:00;8;0;0,4;97;0,6;6;6,6;0;0,2;5,3;0,3;10,4;0;77,6;0;0
12/06/2024 5:00;20;0;0,2;57;6,1;13,8;20;0;0,3;1,3;1,5;10,5;0;78,4;0;0
12/06/2024 6:00;27;0;0,6;63;23;18,3;41,3;0;0,5;0,8;4,4;11,7;0;73,8;0;1
12/06/2024 7:00;10;0;1,2;91;5,5;10,1;15,6;0;0,4;6,4;2,2;12,7;0;69,8;0;49
12/06/2024 8:00;9;0;1,3;98;3,2;8,1;11,3;0;0,3;7,2;0,9;13,7;0;65,3;0;93
12/06/2024 9:00;6;0;2,2;94;2;5,3;7,3;0;0,2;7,9;0,7;14,8;0;63,2;0;231
12/06/2024 10:00;12;0;2,7;103;2;3,8;5,8;0;0,2;8,1;0,4;15,5;0;62,8;0;369
12/06/2024 11:00;7;0;2,7;97;1,6;3,3;4,9;0;0,2;7,5;0,4;17,6;0;56,9;0;708
12/06/2024 12:00;3;0;2,7;103;2;3,2;5,1;0;0,2;6,9;0,4;18,2;0;56;0;614
12/06/2024 13:00;6;0;2,2;105;1,6;3,2;4,8;0;0,2;6,6;0,4;19,2;0;53,3;0;563
12/06/2024 14:00;10;0;2,2;99;2;3,4;5,4;0;0,2;6,2;0,5;18,1;0;57,1;0;264
12/06/2024 15:00;10;0;2,1;109;3,1;4;7,1;0;0,3;5,8;0,7;17,7;0;60;0;318
12/06/2024 16:00;8;0;1;141;4,1;4,6;8,8;0;0,3;5;1,1;16,7;0;66,2;0;142
12/06/2024 17:00;8;0;2;163;5,2;5,1;10,2;0;0,3;5,1;0,9;16,9;0;61,4;0;63
12/06/2024 18:00;11;0;1,5;151;5,1;5,8;10,9;0;0,3;5,4;0,9;15,6;0;64,1;0;18
12/06/2024 19:00;11;0;1;115;4,8;7,8;12,6;0;0,5;4,2;0,8;14,9;0;67,8;0;0
12/06/2024 20:00;13;0;1,2;108;7,2;9,5;16,7;0;0,5;3,3;0,9;14,8;0;67,7;0;0
12/06/2024 21:00;10;0;1,5;159;4,6;6,1;10,7;0;0,4;5,4;0,8;14,5;0;70,3;0;0
12/06/2024 22:00;8;0;1;156;4;7,8;11,9;0;0,4;4,4;0,7;13,8;0;73,1;0;0
12/06/2024 23:00;9;0;1,5;147;2,3;4,7;7;0;0,3;6;0,6;13,8;0;70,9;0;0
13/06/2024 0:00;13;0;0,7;133;1,5;5,2;6,6;0;0,2;4,7;0,4;13,4;0;73,1;0;0
13/06/2024 1:00;9;0;1,5;112;2,1;4,9;7;0;0,2;2,3;0,4;12,8;0;77,1;0;0
13/06/2024 2:00;6;0;1,7;105;1;3,4;4,4;0;0,2;2,1;0,3;12,4;0;77,3;0;0
13/06/2024 3:00;20;0;0,3;172;6,7;10;16,7;0;0,3;0,9;1;12,8;0;77,9;0;0
13/06/2024 4:00;18;0;0,7;100;8;9,1;17;0;0,3;0;2;12,5;0;80;0;0
13/06/2024 5:00;12;0;1,6;106;5,8;5,5;11,3;0;0,2;0,1;1;11,8;0;79,6;0;0
13/06/2024 6:00;23;0;1,7;106;11,9;6,8;18,7;0;0,3;0,2;2,1;11;0;80,7;0;1
13/06/2024 7:00;30;0;1,9;110;32,2;10;42,2;0;0,7;0,2;5,3;11;0;81,5;0;43
13/06/2024 8:00;40;0;0,5;121;40,8;18,4;59,2;0;1;1;5,5;13,7;0;73,7;0;117
13/06/2024 9:00;43;0;0,1;178;28;26,8;54,7;0;1;3,8;6,9;15,3;0;65,8;0;135
13/06/2024 10:00;26;0;0,9;131;13,8;19;32,7;0;0,7;6,5;4,5;17,1;0;58,2;0;165
13/06/2024 11:00;15;0;2,2;123;5,1;8;13,1;0;0,4;7,5;1,5;17,4;0;56,8;0;302
13/06/2024 12:00;8;0;2,2;114;2,8;5,3;8,1;0;0,3;8,2;0,4;18,7;0;52,2;0;361
13/06/2024 13:00;7;0;2,1;119;3;4,7;7,7;0;0,3;7,3;0,9;18,3;0;54,8;0;305
13/06/2024 14:00;10;0;2;119;2,7;4,3;7;0;0,3;7,6;0,4;19,5;0;51,2;0;332
13/06/2024 15:00;11;0;2,8;119;4;5,3;9,3;0;0,3;7,3;1,5;19,1;0;54,7;0;345
13/06/2024 16:00;15;0;1,9;118;6,7;7,5;14,2;0;0,4;4,8;1,9;15,9;0;73,6;0,1;136
13/06/2024 17:00;14;0;1,2;115;5,8;9,6;15,4;0;0,4;5,1;1,4;18;0;60,4;0;88
13/06/2024 18:00;29;0;1;340;5;20,6;25,6;0;0,6;2,8;3,6;15,6;0;76,1;0;26
13/06/2024 19:00;32;0;0,3;51;10,1;22,9;33;0;0,9;0,4;3,7;14,5;0;78,3;0;0
13/06/2024 20:00;12;0;1,4;95;8,7;11,2;19,9;0;0,7;2,6;1,8;14,4;0;72;0;0
13/06/2024 21:00;13;0;2,3;97;7,1;8,7;15,8;0;0,5;1,8;1,3;13,1;0;74,6;0;0
13/06/2024 22:00;12;0;2;101;4,1;6,4;10,5;0;0,3;2,9;0,8;12,2;0;76;0;0
13/06/2024 23:00;10;0;2,3;104;3,2;5,2;8,4;0;0,3;3,2;0,6;11,7;0;76,6;0;0
14/06/2024 0:00;12;0;0,8;101;1,9;6,4;8,2;0;0,2;3,4;0,5;11,4;0;78,3;0;0
14/06/2024 1:00;6;0;1,5;108;1,9;3,7;5,6;0;0,2;3,4;0,2;11,5;0;78,8;0;0
14/06/2024 2:00;3;0;1,7;108;0,9;3,3;4,1;0;0,2;3;0,3;11,1;0;80;0;0
14/06/2024 3:00;9;0;1,9;112;1,4;4,5;5,9;0;0,2;1,8;0,5;10,8;0;81,1;0;0
14/06/2024 4:00;12;0;2;112;1,2;3,6;4,8;0;0,2;1,5;0,4;10,6;0;81;0;0
14/06/2024 5:00;9;0;1,8;113;3,8;4,5;8,3;0;0,2;1,6;0,8;10,8;0;79,7;0;0
14/06/2024 6:00;17;0;1,8;110;12,8;7,2;20;0;0,3;0,8;2,7;10,4;0;81,1;0;0
14/06/2024 7:00;17;0;0,8;98;21,2;9,2;30,4;0;0,6;0,5;3,1;11,2;0;79,3;0;37
14/06/2024 8:00;80;0;0,3;342;91,6;28,5;120,1;0;1,8;0,4;10,9;14,3;0;71,6;0;141
14/06/2024 9:00;113;0;0,4;327;105;50,6;155,6;0;2,2;1,3;19,2;15,8;0;68;0;183
14/06/2024 10:00;81;0;0,3;34;58,2;51,5;109,7;0;1,8;2,8;15,5;16,6;0;63;0;190
14/06/2024 11:00;34;0;1,5;99;27,8;28,5;56,4;0;1,1;6,3;8,4;18;0;56,3;0;331
14/06/2024 12:00;12;0;1,5;84;0;0;0;0;0;0;0,7;19,3;0;50,3;0;385
14/06/2024 13:00;12;0;1,3;115;0;0;0;0;0;0;1,4;19,1;0;52;0;178
14/06/2024 14:00;11;1,2;2,4;133;0;0;0;0;0;0;1,2;17,6;0;62,2;0;210
14/06/2024 15:00;34;3;0,4;349;6,2;15,8;22;0;0,5;9,6;3;18;0;66;0;220
14/06/2024 16:00;40;17;1,7;351;10;28,5;38,5;0;0,9;4,3;6,4;15,3;0;83,7;0,1;74
14/06/2024 17:00;33;20;0,8;329;9,1;25,9;34,9;0;0,8;4,8;4,6;16;0;80,1;0;105
14/06/2024 18:00;42;17;1;347;12,8;33,6;46,4;0;1,1;1,7;6;15,2;0;80,8;0;24
14/06/2024 19:00;24;19;0,6;86;15,6;26,7;42,3;0;1,1;0,1;4,7;13,8;0;85,5;1,1;0
14/06/2024 20:00;19;11;0,7;101;24,6;16,1;40,7;0;1,1;0;3;13,2;0;88,3;0,2;0
14/06/2024 21:00;12;12;1,3;94;18,8;15,2;34;0;0,9;0,3;2,6;12,9;0;88,5;0,1;0
14/06/2024 22:00;10;8;1,4;105;8,6;12,3;20,9;0;0,6;2,1;1,3;13,1;0;84,9;0;0
14/06/2024 23:00;9;5;0,7;97;9;12,8;21,8;0;0,6;0,3;1,2;13;0;86,3;0;0
15/06/2024 0:00;25;4;0,9;112;10,1;14,3;24,4;0;0,6;0,4;1,5;12,9;0;85,5;0;0
15/06/2024 1:00;14;5;0,4;105;6,5;10,9;17,4;0;0,4;0,6;1,1;12,7;0;84,6;0;0
15/06/2024 2:00;9;3;0,9;111;5;9;14;0;0,3;1;0,9;12,4;0;85,7;0;0
15/06/2024 3:00;8;4;1,2;103;1,8;6,2;8;0;0,2;2;0,4;12;0;86,2;0;0
15/06/2024 4:00;8;3;1,3;96;1,2;6,3;7,5;0;0,2;3,4;0,4;12,2;0;84,6;0;0
15/06/2024 5:00;8;1;1,2;106;3,6;7,9;11,6;0;0,2;1,3;0,8;11,9;0;88,5;0,7;0
15/06/2024 6:00;8;1,4;0,8;80;5,9;11;16,9;0;0,3;1,1;1,4;11,6;0;90,6;0,1;0
15/06/2024 7:00;12;1,8;0,5;98;14,7;13,7;28,4;0;0,5;0,2;1,8;11,9;0;90,4;0;27
15/06/2024 8:00;43;5;0,6;325;32,6;20,5;53,1;0;0,8;0,5;5;13,5;0;87,1;0;106
15/06/2024 9:00;49;18;0,9;345;28;22;50;0;0,9;3,1;5,9;17,2;0;70,7;0;369
15/06/2024 10:00;59;20;0,9;325;22,9;25,3;48,3;0;0,9;4,3;6,2;17,5;0;67,4;0;275
15/06/2024 11:00;45;25;1,1;13;14,7;20,5;35,2;0;0,7;4,7;5,4;17,1;0;67,3;0;275
15/06/2024 12:00;20;20;2;128;4,1;6,2;10,3;0;0,4;5,5;1,2;18,3;0;58;0;401
15/06/2024 13:00;12;0,7;1,5;116;2,7;4,6;7,3;0;0,2;5,6;0,7;17,7;0;60;0;310
15/06/2024 14:00;7;5;2,4;100;2,5;4,6;7,1;0;0,2;5,5;0,3;17,9;0;57,5;0;291
15/06/2024 15:00;4;4;1,9;95;3;5,2;8,2;0;0,3;5,8;0,1;18,7;0;54,3;0;313
15/06/2024 16:00;16;1,4;1,7;51;4,3;9,2;13,6;0;0,4;5,4;1,4;18,7;0;57,4;0;161
15/06/2024 17:00;27;2,8;2,6;2;5,3;17;22,3;0;0,6;3,4;2,8;15,7;0;74;0;69
15/06/2024 18:00;17;12;2,1;358;5,6;19,7;25,3;0;0,6;1,9;2,2;14,4;0;80,4;0,1;23
15/06/2024 19:00;15;11;0,3;338;4,4;19,8;24,2;0;0,6;1,4;1,8;12,9;0;87;0,1;0
15/06/2024 20:00;16;5;0,5;12;8;21,2;29,2;0;0,7;0;2,2;12,8;0;89,7;6,1;0
15/06/2024 21:00;12;6;0,2;314;11,3;18,3;29,5;0;0,7;0;1,8;12,4;0;92,3;6,7;0
15/06/2024 22:00;17;9;0,5;87;13,9;13,8;27,7;0;0,6;0;2,2;12,1;0;93;1,5;0
15/06/2024 23:00;15;8;0,8;48;18;14,6;32,6;0;0,6;1,2;1,4;11,8;0;91,7;0;0
16/06/2024 0:00;8;5;1,4;87;7,9;10,5;18,4;0;0,4;1,4;1,5;11,7;0;89,7;0,1;0
16/06/2024 1:00;5;4;0,7;76;2,6;7;9,7;0;0,3;2,3;0,4;11,4;0;89,7;0,2;0
16/06/2024 2:00;6;2;0,2;352;3,2;12,5;15,7;0;0,3;0,5;0,6;11,2;0;91,8;0,1;0
16/06/2024 3:00;6;1,1;0,2;348;10,2;15,5;25,7;0;0,4;0;1,1;11,3;0;92,4;0;0
16/06/2024 4:00;6;1,1;0,3;98;4;12;16;0;0,3;1,6;1,1;11,2;0;91,2;0,1;0
16/06/2024 5:00;8;1;1,2;98;0,7;5,8;6,5;0;0,2;6;0,1;11,8;0;81,5;0;0
16/06/2024 6:00;4;0,1;0,7;97;1;7,1;8;0;0,2;5,7;0,1;11,8;0;79,4;0;0
16/06/2024 7:00;1;0,3;1,4;100;1,4;7;8,4;0;0,2;4,9;0,3;11,9;0;80,4;0;23
16/06/2024 8:00;1;0,5;1,3;114;2,7;6,6;9,3;0;0,2;5,3;0,5;12,7;0;77,6;0;85
16/06/2024 9:00;0,4;0,4;0,3;166;2,9;5,4;8,3;0;0,2;5,5;0,4;13,7;0;77;0;188
16/06/2024 10:00;2;2;1,2;110;2,8;4,6;7,4;0;0,2;5,8;0,6;15,9;0;69,7;0;474
16/06/2024 11:00;2;0;1,9;118;2,1;4;6,1;0;0,2;6,4;0,3;16,1;0;66,4;0;553
16/06/2024 12:00;8;0;2,2;117;2,2;3,8;6;0;0,2;7,3;0,3;16,3;0;64,8;0;419
16/06/2024 13:00;8;0;2,6;91;1,5;3,8;5,3;0;0,2;7;0,3;16,6;0;62,5;0;406
16/06/2024 14:00;5;0;2,6;118;2,2;3,6;5,8;0;0,2;7,8;0,2;17,7;0;56,8;0;469
16/06/2024 15:00;1;0;2;112;2,1;3,8;5,9;0;0,2;7,5;0,3;18,2;0;54,4;0;510
16/06/2024 16:00;4;3;1,7;125;1,9;3,5;5,4;0;0,2;7,7;0,3;18,4;0;52,4;0;227
16/06/2024 17:00;3;3;2,6;113;2,6;4,4;7;0;0,3;7,8;0,4;16,8;0;56,2;0;82
16/06/2024 18:00;7;6;2;135;3,7;5,7;9,4;0;0,3;7,4;0,6;15,4;0;60,3;0;22
16/06/2024 19:00;16;3;1,8;122;6,4;9;15,4;0;0,4;5,4;0,7;13,5;0;67,4;0;0
16/06/2024 20:00;14;2;1,5;108;7,8;10;17,9;0;0,5;3;1,1;12,3;0;73,3;0;0
16/06/2024 21:00;9;2;1,4;88;5,8;8,5;14,4;0;0,4;1,5;0,6;11,4;0;77,8;0;0
16/06/2024 22:00;10;0,8;2,2;109;5,9;6;11,9;0;0,3;1,8;0,8;11,2;0;78,6;0;0
16/06/2024 23:00;16;9;2;106;3,6;4,9;8,6;0;0,2;1,7;0,6;11;0;79,7;0;0
17/06/2024 0:00;12;6;1,4;114;2,5;4,6;7;0;0,2;2,6;0,4;11;0;79,9;0;0
17/06/2024 1:00;10;3;1,4;100;0,8;3;3,8;0;0,1;2,9;0,3;11,2;0;79,4;0;0
17/06/2024 2:00;6;4;0,7;101;0,5;2,5;3;0;0,1;3;0,3;11,3;0;79,7;0;0
17/06/2024 3:00;24;5;0,2;84;9,6;9,8;19,4;0;0,3;0,4;1,5;11,1;0;83,6;0;0
17/06/2024 4:00;0;6;1;0;9,8;15,2;25;0;0,4;0;2,8;11,1;0;87;0;0
17/06/2024 5:00;23;0;0,3;36;11,6;13,8;25,4;0;0,4;0;3;10,8;0;88,9;0,1;0
17/06/2024 6:00;24;14;0,8;107;18;10,4;28,5;0;0,4;0;2,9;10,7;0;89,4;0;1
17/06/2024 7:00;25;10;1;100;15,8;8,4;24,1;0;0,5;0;2;11;0;85,9;0;40
17/06/2024 8:00;33;8;0,3;92;29,7;15,8;45,5;0;0,8;0,3;4;12,6;0;80,6;0;74
17/06/2024 9:00;19;19;1,2;99;9,6;8,8;18,4;0;0,4;4,6;2,5;14,1;0;71,5;0;156
17/06/2024 10:00;9;1;1,1;124;2,7;5,2;8;0;0,2;6,9;0,8;16,7;0;61,9;0;434
17/06/2024 11:00;8;0,3;2;98;1,4;3,7;5,1;0;0,2;7,2;0,3;16,7;0;61;0;371
17/06/2024 12:00;12;0,6;2,1;105;1,8;3,6;5,4;0;0,2;7,5;0,6;16,7;0;60,1;0;307
17/06/2024 13:00;7;0;1,9;110;1,6;3,6;5,2;0;0,2;7,5;0,6;17,2;0;58,2;0;306
17/06/2024 14:00;5;0;2,9;112;1,9;3,5;5,4;0;0,2;7,3;0,5;18,4;0;53,9;0;353
17/06/2024 15:00;9;2;2,9;118;2,7;4,2;6,8;0;0,2;7,6;0,6;17,5;0;57,1;0;278
17/06/2024 16:00;10;5;3,7;113;3,2;4,6;7,8;0;0,2;7,7;1;16,5;0;60,4;0;167
17/06/2024 17:00;7;3;3,2;112;3,8;5,7;9,5;0;0,3;7,2;0,8;15,7;0;60;0;70
17/06/2024 18:00;6;1;0,9;92;2,8;6,3;9,1;0;0,3;7,2;0,6;15,4;0;59,3;0;31
17/06/2024 19:00;10;1,2;1,5;116;7,7;9,8;17,6;0;0,6;5,4;1,2;14,1;0;66;0;0
17/06/2024 20:00;18;1,7;0,7;167;15,1;13,8;28,9;0;0,8;2,7;1,7;13,2;0;72,1;0;0
17/06/2024 21:00;14;3;0,6;135;2,4;7,4;9,8;0;0,3;6,6;0,9;13,9;0;69,9;0;0
17/06/2024 22:00;10;3;0,6;163;2,1;6,6;8,8;0;0,3;7,4;0,6;13,9;0;70,1;0;0
17/06/2024 23:00;5;2;0,9;105;1,7;7;8,7;0;0,3;5,8;0,7;12,9;0;77,8;0;0
18/06/2024 0:00;9;0,7;0,5;146;1,4;7;8,4;0;0,2;4,7;0,7;12,5;0;79,6;0;0
18/06/2024 1:00;6;0;1,3;107;1,2;4,2;5,4;0;0,2;4,6;0,3;12,5;0;79,1;0;0
