Fecha;PM10;PM2.5;Vel Vient0;Dir Vient0;NO;NO2;NOX;SO2;CO;OZONO;BC ug/m3;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar
19/03/2024 19:00;26;16;2,3;115;7;14;21,1;0;0,76;7,3;2,6;15,2;0;65,3;0;0
19/03/2024 20:00;33;19;2,1;108;6,1;15;21,2;0;0,72;5,3;2,1;14,1;0;67,9;0;0
19/03/2024 21:00;30;19;1,7;116;6,5;15,3;21,8;0;0,67;4,7;2;13,7;0;68,7;0;0
19/03/2024 22:00;19;18;1,7;97;2,4;8,9;11,4;0;0,44;4,6;1,4;12,8;0;67,8;0;0
19/03/2024 23:00;18;6;2,5;107;2;5,7;7,6;0;0,32;5,7;0,9;12,3;0;66,5;0;0
20/03/2024 0:00;18;11;2,2;109;1,4;4,7;6,1;0;0,26;5,5;0,7;11,6;0;68,9;0;0
20/03/2024 1:00;20;9;2,3;107;1,5;3,4;4,8;0;0,21;6,7;0,7;11,1;0;70,8;0;0
20/03/2024 2:00;17;6;2,3;108;0,4;2,4;2,7;0;0,2;6,3;0,6;10,5;0;72,3;0;0
20/03/2024 3:00;10;5;2,1;108;0,5;2,5;3;0;0,2;6,1;0,6;10,3;0;72,6;0;0
20/03/2024 4:00;16;7;1,9;105;0,4;2,4;2,8;0;0,2;6,1;0,6;10,4;0;73,6;0;0
20/03/2024 5:00;19;10;2,2;111;2,8;6,2;9;0;0,25;4,2;1,1;10,3;0;74,9;0;0
20/03/2024 6:00;22;12;1,7;103;7,1;10,7;17,7;0;0,37;2,2;2,5;10;0;76;0;0
20/03/2024 7:00;45;17;1;103;27,5;18,8;46,4;0;1;0;5,6;10,4;0;76,2;0;27
20/03/2024 8:00;63;23;0,5;104;50,9;28,2;79;0;1,51;0;6,5;13,6;0;66,6;0;183
20/03/2024 9:00;127;33;0,6;38;76,5;65,9;142,4;0;2,25;2,6;15,2;17,6;0;54,8;0;407
20/03/2024 10:00;93;62;0,9;23;33,9;65,2;99;0;1,75;8,8;13;18,9;0;49,8;0;457
20/03/2024 11:00;91;56;0,5;44;15;59,9;74,9;0;1,5;18,1;10,7;21;0;44,6;0;651
20/03/2024 12:00;0;51;2,2;126;3,4;14,1;17,6;0;0,53;14;3,5;22,9;0;37,3;0;730
20/03/2024 13:00;25;11;2,5;122;2,5;6,8;9,3;0;0,37;12,9;1,5;23,5;0;35,6;0;779
20/03/2024 14:00;92;13;1,5;291;1,5;12,2;13,7;0;0,48;17,8;2,5;21,8;0;52,2;0;284
20/03/2024 15:00;95;42;1,8;330;0,8;19,2;20;0;0,58;13,7;3,9;17,4;0;77,3;10,6;34
20/03/2024 16:00;58;53;0,9;72;2,2;26,9;29,1;0;0,69;9,5;4,7;15,5;0;89,7;1,1;73
20/03/2024 17:00;65;45;0,4;43;1,8;20,5;22,3;0;0,65;12,9;3,9;17,2;0;80,3;0;117
20/03/2024 18:00;74;42;0,7;61;4,1;28,5;32,6;0;1;6,4;5,4;16,6;0;79,7;8,6;17
20/03/2024 19:00;42;42;1;93;5,6;29,7;35,4;0;1,01;4,1;4;13,7;0;90,9;5,9;0
20/03/2024 20:00;35;29;1,4;103;8,6;23,8;32,5;0;1,03;1,7;3,3;13,4;0;90,2;0;0
20/03/2024 21:00;45;20;1,7;106;12,5;21,7;34,1;0;0,96;0,1;3,8;13,5;0;88,3;0;0
20/03/2024 22:00;49;33;1;105;4,6;19,8;24,4;0;0,7;3,9;2,6;13,9;0;83,8;0;0
20/03/2024 23:00;53;35;1,4;106;4,8;22,1;26,9;0;0,69;1,9;2,9;13,5;0;84,8;0;0
21/03/2024 0:00;42;30;1,8;110;2,1;9,5;11,6;0;0,4;3,8;1,7;12,9;0;84,1;0;0
21/03/2024 1:00;34;27;1,6;106;1,4;8,8;10,1;0;0,31;2,3;1,6;12,8;0;83,8;0;0
21/03/2024 2:00;38;21;2,1;107;0,9;7,2;8,1;0;0,31;1,5;1,5;12,6;0;83,9;0;0
21/03/2024 3:00;32;26;1,8;112;0,7;6,4;7,1;0;0,29;1,8;1,6;12,6;0;83,8;0;0
21/03/2024 4:00;31;22;1,4;109;0,7;6,1;6,7;0;0,28;2,2;1,6;12,8;0;82,9;0;0
21/03/2024 5:00;39;17;1,5;108;2,9;8,7;11,7;0;0,3;1,3;1,9;12,6;0;82,6;0;0
21/03/2024 6:00;46;21;1,8;109;10,4;11,6;22;0;0,42;0;3,6;12,3;0;82,4;0;0
21/03/2024 7:00;45;27;1,3;104;17,6;14,3;31,9;0;0,7;0;3,8;12,8;0;81,1;0;16
21/03/2024 8:00;79;22;0,1;70;37,2;22,1;59,2;0;1,19;0;6;14,5;0;76,9;0;117
21/03/2024 9:00;92;35;0,1;2;26,3;32,7;59;0;1,18;3,7;7,6;18;0;64,9;0;394
21/03/2024 10:00;82;51;0,4;29;13,6;36,3;49,9;0;1,08;12,7;7;20,8;0;53,1;0;581
21/03/2024 11:00;71;50;1,3;15;6,3;34,2;40,5;0;0,96;17;7,1;21,9;0;46,8;0;745
21/03/2024 12:00;67;41;1,6;301;1,9;19,9;21,8;0;0,56;19,2;4,4;20,9;0;51,7;0;291
21/03/2024 13:00;66;39;1,3;269;3,2;20,3;23,4;0;0,56;19,6;3,7;19,4;0;58,4;0,4;102
21/03/2024 14:00;52;45;1,5;135;3,1;18,8;22;0;0,53;14,7;4,1;0;0;82,4;7,9;229
21/03/2024 15:00;48;39;0,8;265;2,7;16,4;19,1;0;0,45;15,1;3,2;18,8;0;69,3;0,2;296
21/03/2024 16:00;48;39;2,3;314;1,9;17,7;19,5;0;0,5;11,1;3,7;18;0;74,4;11;151
21/03/2024 17:00;42;31;1;161;5,8;25,6;31,4;0;0,61;7,2;4,2;13,7;0;90;7,7;39
21/03/2024 18:00;43;30;0,6;78;8,6;30,1;38,7;0;0,88;2,8;4,2;13,9;0;89,2;0;29
21/03/2024 19:00;33;0;1,4;106;11,7;23,4;35,1;0;1,02;0,7;4,1;13,2;0;89;0,1;0
21/03/2024 20:00;42;0;1,6;109;10,9;18,5;29,4;0;0,87;1,8;3,1;12,6;0;86,4;0;0
21/03/2024 21:00;39;0;1,7;97;6,7;18,7;25,4;0;0,71;2,8;2,6;12,3;0;85,4;0;0
21/03/2024 22:00;44;0;2,1;111;7,2;14,9;22;0;0,58;1,9;2,7;11,9;0;86,1;0;0
21/03/2024 23:00;38;0;2,1;113;5;13,6;18,6;0;0,53;1,9;2,4;11,5;0;86,6;0;0
22/03/2024 0:00;39;0;2;105;1,5;9,6;11,1;0;0,33;5,2;1,9;11,4;0;83,7;0;0
22/03/2024 1:00;34;0;2,2;112;1,6;12,3;13,8;0;0,44;3,2;2,1;11,1;0;85,3;0;0
22/03/2024 2:00;35;0;1,2;111;1;12,7;13,7;0;0,44;2,8;2,1;11,2;0;85,9;0;0
22/03/2024 3:00;34;0;1,7;110;0,7;9,8;10,4;0;0,4;3,1;1,9;11;0;86,5;0;0
22/03/2024 4:00;35;0;1,7;110;0,6;7,2;7,8;0;0,35;5,5;1,7;10,5;0;86;0;0
22/03/2024 5:00;49;0;1,6;110;3,6;13,6;17,2;0;0,42;3,5;2,2;10,6;0;85,2;0;0
22/03/2024 6:00;60;0;1,3;112;13,4;19,8;33,2;0;0,67;0,6;4,8;10,4;0;85,9;0;0
22/03/2024 7:00;100;0;0,6;107;53,6;33,8;87,5;0;1,66;0;9,2;10,6;0;86;0;25
22/03/2024 8:00;87;0;0,6;114;28,1;31,7;59,8;0;1,33;1;8,2;13,1;0;78;0;138
22/03/2024 9:00;111;0;0,2;17;37,7;47,2;84,8;0;1,52;1;9,5;14,6;0;74,1;0;149
22/03/2024 10:00;86;0;0,6;146;11,9;29,5;41,4;0;0,97;11,7;6,6;16,9;0;60,4;0;232
22/03/2024 11:00;65;0;1,2;109;0;0;0;0;0;0;3,5;18,1;0;53;0;353
22/03/2024 12:00;62;42;1,5;103;0;0;0;0;0;0;2,6;20,3;0;43,4;0;587
22/03/2024 13:00;61;38;0,8;127;1,5;5,8;7,3;0;0,47;22,2;2,9;22,1;0;38;0;601
22/03/2024 14:00;60;46;1,2;107;1;5;6;0;0,41;21,3;4;22,7;0;35,4;0;522
22/03/2024 15:00;73;38;1,7;301;1,4;11,4;12,8;0;0,51;23,1;3,9;23,2;0;42,5;0;462
22/03/2024 16:00;75;47;2,2;298;1,9;13,8;15,7;0;0,55;18,6;3,7;22,5;0;50,5;0;286
22/03/2024 17:00;70;47;2,1;313;1,5;18;19,5;0;0,62;14,9;3,5;20;0;61,6;0;105
22/03/2024 18:00;81;42;1,4;313;1,1;22,6;23,7;0;0,71;12,6;3,3;18,3;0;68,6;0;43
22/03/2024 19:00;82;47;0,5;8;2,7;39,5;42,2;0;1,31;5,5;4,9;16;0;79;0;0
22/03/2024 20:00;73;56;2,2;104;6,7;28,2;34,9;0;1,16;3,1;5,7;15,2;0;74,6;0;0
22/03/2024 21:00;75;49;2,5;108;2,1;14,1;16,3;0;0,73;11,9;3,5;15,1;0;68,7;0;0
22/03/2024 22:00;79;55;1,4;105;2,4;17,5;19,9;0;0,79;7,1;3,7;14,6;0;71,9;0;0
22/03/2024 23:00;66;54;2,1;102;1,3;11,3;12,7;0;0,65;6,3;3,3;13,5;0;74;0;0
23/03/2024 0:00;66;47;2,1;105;0,8;11,5;12,3;0;0,62;9,7;3,6;13,7;0;73,8;0;0
23/03/2024 1:00;64;51;1,8;107;0,6;9;9,5;0;0,51;8;3,4;13,4;0;75,5;0;0
23/03/2024 2:00;58;47;2;106;0,8;8,1;9;0;0,49;5,1;3;12,7;0;77,4;0;0
23/03/2024 3:00;61;45;2;110;0,7;6,8;7,5;0;0,45;4,6;3,1;12,3;0;78,7;0;0
23/03/2024 4:00;55;47;1,8;107;0,7;6,7;7,4;0;0,42;5,1;2,8;12,2;0;78,4;0;0
23/03/2024 5:00;65;44;1,2;102;0,9;10,4;11,3;0;0,42;6,6;2,9;12,1;0;79,2;0;0
23/03/2024 6:00;61;49;1,9;105;2,7;11,2;13,9;0;0,45;4,6;3,3;12;0;78,3;0;0
23/03/2024 7:00;59;41;1,8;104;5;13,1;18,1;0;0,49;4,3;3,1;12,3;0;76,4;0;23
23/03/2024 8:00;72;37;0,8;99;13,3;20,4;33,7;0;0,79;2,6;3,7;13,6;0;74,3;0;125
23/03/2024 9:00;73;0;1,7;114;6,5;16,1;22,6;0;0,6;13,4;4;18;0;55,5;0;431
23/03/2024 10:00;55;0;1,2;110;1,2;8,6;9,8;0;0,41;20,7;2,5;20;0;46,8;0;591
23/03/2024 11:00;69;0;1;315;1,1;10,2;11,3;0;0,44;25,4;2,8;22,2;0;40,4;0;644
23/03/2024 12:00;74;0;1,3;303;1;15;16;0;0,51;30,2;3,3;22,7;0;39,1;0;439
23/03/2024 13:00;84;0;1,8;282;1,4;18,1;19,5;0;0,58;25,9;3,8;20,4;0;53,5;0;270
23/03/2024 14:00;67;0;2;299;1,2;13;14,3;0;0,49;21;3;20,8;0;54,9;0;333
23/03/2024 15:00;66;0;2,2;304;1,4;13,6;15;0;0,5;18,5;2,5;19,9;0;59,9;0;260
23/03/2024 16:00;60;0;1,9;311;1,1;13,2;14,3;0;0,49;19;2,6;19,1;0;61,5;0;191
23/03/2024 17:00;60;0;1,8;295;1,4;14,6;16,1;0;0,52;16,6;2,7;18,6;0;64,8;0;134
23/03/2024 18:00;66;0;1,1;323;0,6;17;17,5;0;0,56;13,7;2,5;16,9;0;71,1;0;31
23/03/2024 19:00;67;0;0,5;350;0,5;26,5;26,9;0;0,73;9,1;3,4;15,6;0;75,1;0;0
23/03/2024 20:00;68;0;1,3;106;7,4;30,1;37,5;0;1,03;2,1;3,9;14,9;0;77,4;0;0
23/03/2024 21:00;71;0;0,6;109;14,6;32,2;46,9;0;1,25;0;4,3;14,4;0;78,2;0;0
23/03/2024 22:00;77;0;1,5;110;17,9;30,1;48,1;0;1,27;0;5,1;13,9;0;81,5;0;0
23/03/2024 23:00;58;0;1,9;112;6,4;19,1;25,5;0;0,77;0,6;4,1;13,3;0;80,6;0;0
24/03/2024 0:00;54;0;1,3;107;5;18,5;23,5;0;0,66;0,5;3,3;13,7;0;78,5;0;0
24/03/2024 1:00;75;0;0,4;336;2,2;31,5;33,7;0;0,8;1,5;4,3;13,9;0;80;0;0
24/03/2024 2:00;62;0;0,6;107;0,7;27,1;27,8;0;0,75;3,7;3,9;13,2;0;84,1;0;0
24/03/2024 3:00;55;0;1,3;108;1;16,9;17,9;0;0,57;3;3,3;13,1;0;83,7;0;0
24/03/2024 4:00;50;0;0,4;98;0,9;15,6;16,5;0;0,48;2,2;2,4;13,1;0;83,3;0;0
24/03/2024 5:00;72;0;0,1;28;6,9;30,5;37,4;0;0,71;0;3,3;12,8;0;85,2;0;0
24/03/2024 6:00;89;0;0,2;337;19,7;34,9;54,6;0;0,91;0;5,6;12,8;0;83,5;0;0
24/03/2024 7:00;70;0;0,2;58;11,8;24,9;36,8;0;0,75;0;4,8;13,3;0;81,5;0;18
24/03/2024 8:00;98;0;0,8;321;24;32,6;56,6;0;1,01;0;5,6;14,2;0;77,8;0;70
24/03/2024 9:00;102;0;0,3;326;24,6;35,2;59,7;0;1,05;1,9;7,3;15,4;0;75,5;0;228
24/03/2024 10:00;86;0;0,6;10;9,9;28,5;38,5;0;0,83;11,3;5,9;19,6;0;57,2;0;597
24/03/2024 11:00;69;0;1;341;3,1;21,8;24,8;0;0,65;19;3,7;20,7;0;50;0;486
24/03/2024 12:00;54;0;1,7;321;1;14,2;15,2;0;0,47;25,6;2,7;21;0;46,2;0;378
24/03/2024 13:00;51;0;1,9;303;1;11,1;12,1;0;0,44;21,8;1,8;22,3;0;44,8;0;441
24/03/2024 14:00;54;0;2,4;289;1,5;9,8;11,3;0;0,42;18,4;1,7;22,2;0;48,8;0;537
24/03/2024 15:00;50;0;2,4;286;1,3;8,9;10,3;0;0,4;17,9;1,8;23,3;0;45,5;0;630
24/03/2024 16:00;50;0;2,2;285;1,4;9;10,3;0;0,39;17,7;1,6;23,5;0;44,9;0;373
24/03/2024 17:00;50;0;2;286;1,4;10,1;11,4;0;0,41;16;1,5;21,6;0;51;0;175
24/03/2024 18:00;54;0;1,5;284;1;11,5;12,5;0;0,45;14,2;1,6;18,9;0;61,2;0;46
24/03/2024 19:00;50;0;0,9;295;1,4;14,6;16;0;0,53;12,7;1,7;16,8;0;67,9;0;0
24/03/2024 20:00;22;0;2,6;107;2;11,5;13,5;0;0,42;11,2;1;12;0;83,4;9,7;0
24/03/2024 21:00;22;0;2,7;106;1,8;10,1;11,9;0;0,38;6,7;0,8;12,2;0;82,6;0;0
24/03/2024 22:00;25;0;2,7;104;1,3;8,9;10,2;0;0,31;5,6;0,9;12,5;0;80,8;0;0
24/03/2024 23:00;20;0;2,5;105;1,3;6,7;8;0;0,3;5;1;12,8;0;80,5;0;0
25/03/2024 0:00;28;0;2;104;1,2;7,2;8,4;0;0,34;3,9;1,2;13,1;0;81,1;0;0
25/03/2024 1:00;31;0;1,8;110;0,8;6,5;7,3;0;0,34;2,6;1,3;13,1;0;82,1;0;0
25/03/2024 2:00;40;0;2;108;0,6;7,1;7,7;0;0,36;1,7;1,6;13;0;82,5;0;0
25/03/2024 3:00;39;0;1,8;109;0,5;8;8,5;0;0,41;0,7;1,9;13;0;83;0;0
25/03/2024 4:00;46;0;1,5;109;0,7;7,7;8,4;0;0,4;1,1;1,9;13,1;0;82,3;0;0
25/03/2024 5:00;52;0;1,6;110;1,8;7,7;9,5;0;0,4;0,1;2,1;12,8;0;83,2;0;0
25/03/2024 6:00;42;0;1,3;111;3,4;8,9;12,2;0;0,42;0,4;1,9;12,3;0;83,3;0;0
25/03/2024 7:00;40;0;1,9;106;3,3;9,4;12,7;0;0,4;0,5;1,9;12,2;0;82,4;0;18
25/03/2024 8:00;39;0;1;102;5,3;9,8;15,2;0;0,44;1,5;2;13,8;0;76,4;0;137
25/03/2024 9:00;85;0;0,5;318;14,7;28,6;43,2;0;0,8;3,6;4,3;16,8;0;68,9;0;211
25/03/2024 10:00;87;0;0,5;306;11,6;30,8;42,4;0;0,79;8;5,2;18,3;0;62,2;0;324
25/03/2024 11:00;71;0;0,6;314;5,5;21,6;27,1;0;0,6;14,2;4,1;20,3;0;52,4;0;571
25/03/2024 12:00;65;0;1,1;345;1;12,8;13,8;0;0,46;21,5;2,6;21,7;0;45,1;0;597
25/03/2024 13:00;63;0;1,3;307;0,8;9,6;10,3;0;0,38;23,4;1,9;22,7;0;40,2;0;508
25/03/2024 14:00;47;0;2,1;290;1,3;9,3;10,6;0;0,38;18,9;1,7;22,9;0;43,6;0;533
25/03/2024 15:00;44;0;1,8;291;1,2;9,2;10,3;0;0,38;16,3;1,3;20,8;0;50,3;0;264
25/03/2024 16:00;42;0;1,7;291;1,5;9,7;11,2;0;0,39;14,9;1,4;20,1;0;54,6;0;160
25/03/2024 17:00;40;0;1,3;275;1,8;11,9;13,7;0;0,45;12,6;1,4;18,2;0;62,6;1,1;45
25/03/2024 18:00;31;0;2,6;134;2,2;11,6;13,7;0;0,42;10,2;1,3;12,8;0;83,9;9,9;7
25/03/2024 19:00;23;0;3,1;105;2;11,1;13,2;0;0,43;6,2;1,1;12,6;0;85;0,5;1
25/03/2024 20:00;27;0;2,5;109;3,5;13,1;16,6;0;0,49;3,7;1,3;12,7;0;87,4;0,3;0
25/03/2024 21:00;31;0;2,6;107;2,2;11,4;13,6;0;0,41;3,5;1,2;12,6;0;86;0,1;0
25/03/2024 22:00;31;0;2,1;110;3,7;13;16,7;0;0,43;1,6;1,5;12,5;0;85,8;0;0
25/03/2024 23:00;36;0;0,9;111;6,3;18,3;24,6;0;0,61;0;2,1;12,9;0;87;0;0
26/03/2024 0:00;46;0;1;109;3,5;17,9;21,4;0;0,57;0,2;2;12,8;0;88,6;0;0
26/03/2024 1:00;39;0;1,3;114;0,7;13,7;14,5;0;0,44;1,6;1,7;12,5;0;88,7;0;0
26/03/2024 2:00;42;0;0,9;112;0,8;13,1;13,9;0;0,39;1,4;2;12,2;0;89,1;0;0
26/03/2024 3:00;43;0;0,6;113;0,5;10,3;10,8;0;0,32;2;1,8;11,7;0;89,4;0;0
26/03/2024 4:00;32;0;1,7;108;1;7,8;8,9;0;0,27;2,2;1,4;10,6;0;87,8;0;0
26/03/2024 5:00;33;0;2;110;1,4;6,7;8,2;0;0,23;3,2;1,3;10;0;84,9;0;0
26/03/2024 6:00;34;0;2,1;109;5,9;10;15,9;0;0,34;1,6;1,9;9,6;0;84,2;0;0
26/03/2024 7:00;39;0;1,8;108;14,4;14,9;29,4;0;0,55;0;2,4;10,2;0;83,7;0;9
26/03/2024 8:00;48;0;0,8;104;18,7;19,3;38;0;0,69;0;3,2;11,6;0;81,7;0;47
26/03/2024 9:00;32;0;0,9;87;8,2;15,1;23,3;0;0,45;1,8;2,3;13,2;0;76,5;0;107
26/03/2024 10:00;55;0;0,1;291;14;26;40;0;0,72;6,1;3,8;17,7;0;58,8;0;453
26/03/2024 11:00;52;0;1;330;3,7;19,3;23;0;0,52;16;3,2;19,8;0;47,6;0;535
26/03/2024 12:00;88;0;1,3;313;6,4;31,2;37,6;0;0,69;18,5;5,2;20,7;0;42,8;0;539
26/03/2024 13:00;59;0;1,4;318;1,7;16;17,7;0;0,44;21,2;3,4;21,9;0;40,1;0;508
26/03/2024 14:00;52;0;1,6;293;1,4;11,2;12,5;0;0,38;18,5;2,5;22,3;0;44,5;0;586
26/03/2024 15:00;52;0;2,4;297;1,2;10,2;11,5;0;0,34;16,7;2;20,8;0;48,9;0;259
26/03/2024 16:00;43;0;2;277;2,8;10,6;13,4;0;0,33;15,9;1,9;20,9;0;45,7;0;235
26/03/2024 17:00;41;16;1,7;286;1,3;10,7;12,1;0;0,37;14,3;1,9;19,2;0;54,1;0;124
26/03/2024 18:00;37;22;0,9;139;2,4;16,6;18,9;0;0,55;8,8;2,3;14,5;0;81,3;8,4;2
26/03/2024 19:00;43;22;2,2;104;4,7;18,9;23,6;0;0,7;4,2;2,6;13,7;0;83,7;0;0
26/03/2024 20:00;44;24;1,9;107;11,1;21,1;32,3;0;0,92;0,2;3,5;13,6;0;85,3;0,3;0
26/03/2024 21:00;36;24;0,4;108;9,8;26,5;36,3;0;0,87;0;3,8;13,1;0;87,6;0,1;0
26/03/2024 22:00;42;23;0,5;136;9,9;27,4;37,3;0;0,86;0;3,9;13;0;85,9;0,1;0
26/03/2024 23:00;48;25;2;109;5,3;22,9;28,1;0;0,71;0;3,4;12,5;0;85,2;0;0
27/03/2024 0:00;35;21;2,3;107;1,4;14,8;16,2;0;0,47;1,1;2,6;11,9;0;84,5;0;0
27/03/2024 1:00;27;20;2,2;109;0,7;10,7;11,4;0;0,34;1,7;1,9;11,4;0;83,5;0;0
27/03/2024 2:00;23;13;2,5;105;0,4;7,9;8,3;0;0,26;2;1,5;10,7;0;83,6;0;0
27/03/2024 3:00;20;14;2,4;107;0,3;6,8;7,2;0;0,23;2,3;1,3;10,4;0;82,8;0;0
27/03/2024 4:00;22;12;2,6;107;0,5;6,5;7;0;0,22;2,7;1,2;10;0;81,8;0;0
27/03/2024 5:00;25;13;2,4;109;1,8;7,3;9,1;0;0,23;2,7;1,4;9,6;0;80,3;0;0
27/03/2024 6:00;32;13;2,4;106;4;9,1;13,1;0;0,29;1,8;1,8;9,5;0;80,5;0;0
27/03/2024 7:00;30;11;2,3;108;7,5;10,4;17,9;0;0,42;0,7;2,5;9,7;0;80,6;0;28
27/03/2024 8:00;38;16;1,3;106;15;14,4;29,3;0;0,56;1,2;2,6;12,2;0;74,1;0;189
27/03/2024 9:00;71;17;0,5;299;21,1;28,1;49,1;0;0,75;4,3;5,1;17,3;0;54,7;0;322
27/03/2024 10:00;58;31;0,6;16;9,9;26;35,9;0;0,64;8,8;4,6;17,9;0;48,7;0;395
27/03/2024 11:00;50;29;0,7;3;0;0;0;0;0;0;4,8;19,6;0;39,1;0;392
27/03/2024 12:00;137;21;1,2;295;0;0;0;0;0;0;4,1;20,9;0;37,7;0;430
27/03/2024 13:00;0;127;1,2;323;0;0;0;0;0;0;3,9;20;0;43;0;230
27/03/2024 14:00;80;34;2,1;296;1,8;15,7;17,5;0;0,47;25,5;4,2;20,8;0;47,5;0;479
27/03/2024 15:00;51;40;1,8;298;1,7;10,8;12,5;0;0,39;17,8;2,8;20,7;0;49,8;0;397
27/03/2024 16:00;57;29;2;293;2;11,8;13,8;0;0,4;16,2;3,2;20,2;0;53,1;0;228
27/03/2024 17:00;60;27;1,6;291;1,3;12,3;13,6;0;0,43;13,2;2,4;18,3;0;59,6;0;88
27/03/2024 18:00;54;26;1,1;283;1,8;17,1;19;0;0,54;10,8;2,2;16,6;0;67,1;0;36
27/03/2024 19:00;54;34;0,6;296;1,3;20,1;21,3;0;0,63;8,3;2,5;15;0;72,9;0;0
27/03/2024 20:00;66;32;1;111;9,1;27,6;36,7;0;1,09;2,4;3;14,3;0;77,1;0;0
27/03/2024 21:00;60;37;1,5;108;11,7;21,9;33,5;0;1,03;0;3,8;13,8;0;79;0;0
27/03/2024 22:00;57;29;1,8;106;11,1;17,5;28,6;0;0,91;0;4;13,5;0;79,5;0;0
27/03/2024 23:00;59;29;1,3;107;9;16,4;25,4;0;0,84;0;3,9;13,2;0;80,5;0;0
28/03/2024 0:00;60;32;0,7;107;8,5;18,6;27,1;0;0,77;0;3,2;13,4;0;79,4;0;0
28/03/2024 1:00;51;29;0,5;98;5,1;19;24,1;0;0,7;0;3;13,3;0;80,9;0;0
28/03/2024 2:00;69;26;0,8;336;2,5;26,2;28,7;0;0,67;1;3,9;13,3;0;80,1;0;0
28/03/2024 3:00;44;40;0,8;341;0,4;14,9;15,3;0;0,44;6,1;2,7;13,2;0;81,8;0;0
28/03/2024 4:00;38;32;0,3;326;0,3;12,6;12,9;0;0,36;7,1;1,8;12,7;0;83;0;0
28/03/2024 5:00;38;29;0,9;111;0,7;10,5;11,2;0;0,32;3,6;1,7;11,8;0;84,4;0;0
28/03/2024 6:00;32;23;1,6;105;1,5;7,9;9,5;0;0,29;2;1,4;11,2;0;82,6;0;0
28/03/2024 7:00;27;20;1,8;109;3,5;8,3;11,9;0;0,33;0,9;1,2;11,1;0;81,1;0;26
28/03/2024 8:00;48;21;0,2;84;8,6;18,8;27,4;0;0,57;1,9;2,2;13,5;0;75,7;0;131
28/03/2024 9:00;52;29;0,4;277;8,3;19,3;27,7;0;0,61;8,7;3,4;18,3;0;57,7;0;449
28/03/2024 10:00;54;31;0,5;329;4,3;20;24,3;0;0,59;13,4;3;18,7;0;54,7;0;411
28/03/2024 11:00;59;31;0,3;335;2,9;17,5;20,4;0;0,56;19,4;3,2;20,5;0;47,6;0;622
28/03/2024 12:00;61;41;1,4;313;0,9;11,2;12,2;0;0,43;22,8;2,4;21,3;0;43,9;0;428
28/03/2024 13:00;46;33;1,5;303;0,7;9,9;10,6;0;0,38;21,1;1,9;20,4;0;47,2;0;223
28/03/2024 14:00;60;32;2,1;300;1,3;9,8;11,2;0;0,39;17;1,7;20,5;0;50,5;0;358
28/03/2024 15:00;58;33;2,4;296;1,1;8,3;9,5;0;0,38;16;1,7;22,1;0;49;0;613
28/03/2024 16:00;47;31;2,5;304;0,9;7,6;8,5;0;0,34;15,7;1,6;21;0;50,2;0;322
28/03/2024 17:00;53;29;2,1;303;0,7;9,3;10;0;0,38;14,3;1,5;18,6;0;59,8;0;75
28/03/2024 18:00;55;32;1;291;0,5;11,1;11,6;0;0,46;11,7;1,4;16,4;0;72,1;0;6
28/03/2024 19:00;51;36;1,2;310;0,4;15,3;15,7;0;0,51;9,2;1,8;15,8;0;75,2;0,2;0
28/03/2024 20:00;44;39;0,1;351;0,9;19,3;20,2;0;0,61;5,9;2;14,2;0;86,7;1,9;0
28/03/2024 21:00;41;41;1;80;1,6;19;20,6;0;0,59;3,9;2;14,2;0;87,2;0;0
28/03/2024 22:00;43;34;0,4;228;1,4;21,5;22,8;0;0,58;4,1;2;14,2;0;84,1;0;0
28/03/2024 23:00;44;31;0,1;131;0,8;17,8;18,6;0;0,53;4,2;1,9;14,3;0;82;0;0
29/03/2024 0:00;42;26;0,9;323;0,2;11,4;11,6;0;0,38;6,8;1,6;13,9;0;83;0;0
29/03/2024 1:00;28;28;0,3;308;0,2;10;10,2;0;0,34;7,1;1,4;13,6;0;83,4;0;0
29/03/2024 2:00;41;28;0,4;306;0,2;11;11,2;0;0,32;6,9;1,3;13,4;0;83,8;0;0
29/03/2024 3:00;36;31;0,3;260;0,2;10,9;11,2;0;0,32;6,2;1,4;13,3;0;84,8;0;0
29/03/2024 4:00;40;28;0,3;290;0,3;18,5;18,8;0;0,36;2,3;1,9;13,1;0;84,2;0;0
29/03/2024 5:00;50;35;0,6;104;0,7;13;13,7;0;0,34;0,1;1,9;12,9;0;84,2;0;0
29/03/2024 6:00;42;30;1,3;109;1,6;7,5;9,1;0;0,3;0;1,5;12,5;0;83,4;0;0
29/03/2024 7:00;36;28;1,2;105;2,5;8,3;10,7;0;0,31;1;1,4;12,4;0;80,9;0;25
29/03/2024 8:00;46;27;0,5;95;5,2;11,1;16,3;0;0,39;1,9;1,9;14,7;0;73,2;0;181
29/03/2024 9:00;38;30;0,2;253;2,9;10,7;13,6;0;0,4;7,1;1,9;17,1;0;62,7;0;242
29/03/2024 10:00;41;29;0,2;319;1,5;7,9;9,4;0;0,35;10,7;1,7;19,8;0;52,8;0;456
29/03/2024 11:00;44;22;1,1;135;1,7;7,8;9,5;0;0,39;12,3;1,6;19,7;0;50,7;0;360
29/03/2024 12:00;35;25;2;133;1,1;4,9;6;0;0,37;14;1,4;20,4;0;46,3;0;437
