PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC ug/m3;Temperatura;Presion Baro;HR;Precipitacion;Rad solar
29,7351484;20,17179224;2,383025114;163,6542237;14,06636986;20,49543379;34,56372146;1,681757991;0,431934932;14,01772831;3,621369863;15,77783105;564,484589;66,6696347;0,13673516;0
