Fecha;PM10;PM2.5;Vel Viento 10M;Dir Viento 10M;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar
28/02/2024 9:00;35;18;1,6;112;2,8;7,3;10,1;0;0,39;15;0;18,1;565;61,19;0;286
28/02/2024 10:00;36;19;1,7;130;0,6;4,2;4,8;0;0,34;18,1;0;21,1;565;53,21;0;563
28/02/2024 11:00;22;18;2;91;0;3,2;3,1;0;0,32;19,9;0;22,5;564;46,06;0;723
28/02/2024 12:00;24;13;1,8;93;0,7;6;6,7;0;0,36;19,2;0;21,5;564;45,66;0;280
28/02/2024 13:00;39;17;1,7;134;0;5,2;5,1;0;0,35;25,4;0;24,2;563;40,71;0;733
28/02/2024 14:00;49;22;1,8;245;0;0;0;0;0,42;35,4;0;23,5;563;39,99;0;345
28/02/2024 15:00;79;33;3,7;266;0;0;0;0;0,33;33,6;0;21,9;562;50,71;0;383
28/02/2024 16:00;69;32;2,9;243;0;0;0;0;0,31;25,8;0;22,4;562;52,11;0;372
28/02/2024 17:00;59;29;2,7;262;0;0;0;0;0,32;23,2;0;20,1;563;55,27;0;107
28/02/2024 18:00;50;29;1,4;257;0;0;0;0;0,4;17,6;0;18;563;63,44;0;12
28/02/2024 19:00;55;33;0,9;190;0,6;32,1;32,7;0;0,7;7,4;0;17;563;67,94;0;0
28/02/2024 20:00;46;29;0,8;254;0;0;0;0;0,53;10;0;16,2;564;71,73;0;0
28/02/2024 21:00;48;26;1,5;267;0;0;0;0;0,35;12,9;0;15,7;564;76,44;0;0
28/02/2024 22:00;43;28;0,9;271;0;0;0;0;0,34;12,5;0;15,4;565;77,62;0;0
28/02/2024 23:00;46;28;1;335;0;0;0;0;0,46;7,3;0;15,1;565;76,27;0;0
29/02/2024 0:00;48;35;0,4;317;0,3;26,9;27,2;0;0,61;1,3;0;14,3;565;78,13;0;0
29/02/2024 1:00;50;30;0,4;324;31,5;25,4;57;0;0,67;0,1;0;13,3;565;80,7;0;0
29/02/2024 2:00;42;31;0,6;316;44,6;21,5;66,1;0;0,61;0;0;12,2;564;83,09;0;0
29/02/2024 3:00;39;22;0,7;323;37,3;19,5;56,8;0;0,5;0,2;0;12;564;85,11;0;0
29/02/2024 4:00;52;34;0,9;333;3,1;21,9;25;0;0,42;0,3;0;12,7;564;86,01;0;0
29/02/2024 5:00;37;30;1;303;1,7;18,2;19,9;0;0,37;4,3;0;13;564;84,11;0;0
29/02/2024 6:00;43;32;1,5;91;17,2;21,3;38,5;0;0,5;5,6;0;13,6;564;79,55;0;0
29/02/2024 7:00;53;35;1,3;58;16,4;20,2;36,6;0;0,62;5,6;0;13,7;564;77,14;0;12
29/02/2024 8:00;53;27;1,5;114;14,3;15,7;30;0;0,59;11;0;16,4;565;71,62;0;167
29/02/2024 9:00;39;23;1,9;126;3,1;7,1;10,2;0;0,37;17,4;0;20,3;565;56,42;0;433
29/02/2024 10:00;37;18;2,2;136;0,9;4,5;5,4;0;0,34;20,2;0;21,1;565;48,97;0;612
29/02/2024 11:00;38;17;2,2;124;0,8;4,6;5,4;0;0,33;22,1;0;22;565;43,02;0;741
29/02/2024 12:00;31;13;1,8;199;0;0;0;0;0,3;26,7;0;23,1;564;34,9;0;664
29/02/2024 13:00;29;18;1,7;161;0;0;0;0;0,29;27,6;0;24;564;33;0;715
29/02/2024 14:00;29;9;1,4;289;0;0;0;0;0,27;30,4;0;25;563;29,22;0;528
29/02/2024 15:00;80;36;3,1;262;0;0;0;0;0,35;35,1;0;22,9;563;43,96;0;361
29/02/2024 16:00;76;36;3,6;263;0;0;0;0;0,36;34,6;0;22,1;562;49,09;0;360
29/02/2024 17:00;76;39;2,4;249;0;0;0;0;0,39;31,1;0;20,8;563;54,11;0;146
29/02/2024 18:00;64;27;2,1;258;0;0;0;0;0,38;27,8;0;18,6;563;56,8;0;44
29/02/2024 19:00;55;34;1;264;0;0;0;0;0,4;21,3;0;16,6;563;67,77;0;0
29/02/2024 20:00;56;33;0,8;294;0;0;0;0;0,45;17,4;0;15,5;564;72,14;0;0
29/02/2024 21:00;51;32;0,8;195;0;0;0;0;0,45;15;0;15,3;564;75,23;0;0
29/02/2024 22:00;53;34;0,8;249;0;0;0;0;0,38;17,5;0;15,1;565;77,44;0;0
29/02/2024 23:00;50;35;0,5;197;0;0;0;0;0,46;9,9;0;14,9;565;74,49;0;0
1/03/2024 0:00;47;34;1,3;100;0;0;0;0;0,37;12,7;0;14,8;565;70,53;0;0
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
