Fecha inicial;Fecha final;PM10
31/01/2024 18:59;31/01/2024 19:58;22,22
31/01/2024 17:59;31/01/2024 18:58;25,77
31/01/2024 16:59;31/01/2024 17:58;20,63
31/01/2024 15:59;31/01/2024 16:58;17,56
31/01/2024 14:59;31/01/2024 15:58;15,03
31/01/2024 13:59;31/01/2024 14:58;13,53
31/01/2024 12:59;31/01/2024 13:58;13,03
31/01/2024 11:59;31/01/2024 12:58;14,28
31/01/2024 10:59;31/01/2024 11:58;13,3
31/01/2024 9:59;31/01/2024 10:58;23,42
31/01/2024 8:59;31/01/2024 9:58;58,88
31/01/2024 7:59;31/01/2024 8:58;53,21
31/01/2024 6:59;31/01/2024 7:58;63,46
31/01/2024 5:59;31/01/2024 6:58;62,57
31/01/2024 4:59;31/01/2024 5:58;52,46
31/01/2024 3:59;31/01/2024 4:58;41,76
31/01/2024 2:59;31/01/2024 3:58;35,56
31/01/2024 1:59;31/01/2024 2:58;26,85
31/01/2024 0:59;31/01/2024 1:58;19,5
30/01/2024 23:59;31/01/2024 0:58;18,73
30/01/2024 22:59;30/01/2024 23:58;18,69
30/01/2024 21:59;30/01/2024 22:58;24,67
30/01/2024 20:59;30/01/2024 21:58;25,52
30/01/2024 19:59;30/01/2024 20:58;22,06
30/01/2024 18:59;30/01/2024 19:58;22,01
30/01/2024 17:59;30/01/2024 18:58;24,1
30/01/2024 16:59;30/01/2024 17:58;26,73
30/01/2024 15:59;30/01/2024 16:58;23,86
30/01/2024 14:59;30/01/2024 15:58;18,62
30/01/2024 13:59;30/01/2024 14:58;10,43
30/01/2024 12:59;30/01/2024 13:58;14,59
30/01/2024 11:59;30/01/2024 12:58;17,87
30/01/2024 10:59;30/01/2024 11:58;17,52
30/01/2024 9:59;30/01/2024 10:58;23,53
30/01/2024 8:59;30/01/2024 9:58;64,04
30/01/2024 7:59;30/01/2024 8:58;54,84
30/01/2024 6:59;30/01/2024 7:58;35,18
30/01/2024 5:59;30/01/2024 6:58;43,42
30/01/2024 4:59;30/01/2024 5:58;46,17
30/01/2024 3:59;30/01/2024 4:58;31,94
30/01/2024 2:59;30/01/2024 3:58;23,01
30/01/2024 1:59;30/01/2024 2:58;19,12
30/01/2024 0:59;30/01/2024 1:58;18,49
29/01/2024 23:59;30/01/2024 0:58;22,48
29/01/2024 22:59;29/01/2024 23:58;24,66
29/01/2024 21:59;29/01/2024 22:58;22,88
29/01/2024 20:59;29/01/2024 21:58;26,94
29/01/2024 19:59;29/01/2024 20:58;23,5
29/01/2024 18:59;29/01/2024 19:58;18,73
29/01/2024 17:59;29/01/2024 18:58;25,05
29/01/2024 16:59;29/01/2024 17:58;28,55
29/01/2024 15:59;29/01/2024 16:58;27,28
29/01/2024 14:59;29/01/2024 15:58;26,23
29/01/2024 13:59;29/01/2024 14:58;10,03
29/01/2024 12:59;29/01/2024 13:58;8,06
29/01/2024 11:59;29/01/2024 12:58;9,16
29/01/2024 10:59;29/01/2024 11:58;11,8
29/01/2024 9:59;29/01/2024 10:58;15,84
29/01/2024 8:59;29/01/2024 9:58;15,3
29/01/2024 7:59;29/01/2024 8:58;18,51
29/01/2024 6:59;29/01/2024 7:58;22,58
29/01/2024 5:59;29/01/2024 6:58;19,63
29/01/2024 4:59;29/01/2024 5:58;18,69
29/01/2024 3:59;29/01/2024 4:58;18,92
29/01/2024 2:59;29/01/2024 3:58;16,12
29/01/2024 1:59;29/01/2024 2:58;16,67
29/01/2024 0:59;29/01/2024 1:58;17,66
28/01/2024 23:59;29/01/2024 0:58;17,94
28/01/2024 22:59;28/01/2024 23:58;18,42
28/01/2024 21:59;28/01/2024 22:58;18,28
28/01/2024 20:59;28/01/2024 21:58;17,3
28/01/2024 19:59;28/01/2024 20:58;16,11
28/01/2024 18:59;28/01/2024 19:58;13,06
28/01/2024 16:59;28/01/2024 17:58;21,9
28/01/2024 15:59;28/01/2024 16:58;18,99
28/01/2024 14:59;28/01/2024 15:58;19,85
28/01/2024 13:59;28/01/2024 14:58;18,4
28/01/2024 12:59;28/01/2024 13:58;18,87
28/01/2024 11:59;28/01/2024 12:58;18,42
28/01/2024 10:59;28/01/2024 11:58;18,39
28/01/2024 9:59;28/01/2024 10:58;19,35
28/01/2024 8:59;28/01/2024 9:58;29,32
28/01/2024 7:59;28/01/2024 8:58;40,04
28/01/2024 6:59;28/01/2024 7:58;47,98
28/01/2024 5:59;28/01/2024 6:58;48,37
28/01/2024 4:59;28/01/2024 5:58;46,51
28/01/2024 3:59;28/01/2024 4:58;43,55
28/01/2024 2:59;28/01/2024 3:58;39,9
28/01/2024 1:59;28/01/2024 2:58;31,27
28/01/2024 0:59;28/01/2024 1:58;35,6
27/01/2024 23:59;28/01/2024 0:58;38,59
27/01/2024 22:59;27/01/2024 23:58;33,19
27/01/2024 21:59;27/01/2024 22:58;30,74
27/01/2024 20:59;27/01/2024 21:58;53,48
27/01/2024 19:59;27/01/2024 20:58;33,66
27/01/2024 18:59;27/01/2024 19:58;28,73
27/01/2024 17:59;27/01/2024 18:58;22,95
27/01/2024 16:59;27/01/2024 17:58;24,8
27/01/2024 15:59;27/01/2024 16:58;20,84
27/01/2024 14:59;27/01/2024 15:58;19,7
27/01/2024 13:59;27/01/2024 14:58;21,29
27/01/2024 12:59;27/01/2024 13:58;17,75
27/01/2024 11:59;27/01/2024 12:58;18,72
27/01/2024 10:59;27/01/2024 11:58;25,09
27/01/2024 9:59;27/01/2024 10:58;24,64
27/01/2024 8:59;27/01/2024 9:58;44,12
27/01/2024 7:59;27/01/2024 8:58;88,73
27/01/2024 6:59;27/01/2024 7:58;101,52
27/01/2024 5:59;27/01/2024 6:58;77,34
27/01/2024 4:59;27/01/2024 5:58;84,44
27/01/2024 3:59;27/01/2024 4:58;69,2
27/01/2024 2:59;27/01/2024 3:58;56,09
27/01/2024 1:59;27/01/2024 2:58;61,17
27/01/2024 0:59;27/01/2024 1:58;54,32
26/01/2024 23:59;27/01/2024 0:58;33,72
26/01/2024 22:59;26/01/2024 23:58;19,62
26/01/2024 21:59;26/01/2024 22:58;23,2
26/01/2024 20:59;26/01/2024 21:58;24,7
26/01/2024 19:59;26/01/2024 20:58;26,38
26/01/2024 18:59;26/01/2024 19:58;27,45
26/01/2024 17:59;26/01/2024 18:58;21,82
26/01/2024 16:59;26/01/2024 17:58;22,56
26/01/2024 15:59;26/01/2024 16:58;18,3
26/01/2024 14:59;26/01/2024 15:58;19,27
26/01/2024 13:59;26/01/2024 14:58;17,32
26/01/2024 12:59;26/01/2024 13:58;16,38
26/01/2024 11:59;26/01/2024 12:58;24,89
26/01/2024 10:59;26/01/2024 11:58;34,27
26/01/2024 9:59;26/01/2024 10:58;33,26
26/01/2024 8:59;26/01/2024 9:58;52,75
26/01/2024 7:59;26/01/2024 8:58;101,91
26/01/2024 6:59;26/01/2024 7:58;111,49
26/01/2024 5:59;26/01/2024 6:58;99,66
26/01/2024 4:59;26/01/2024 5:58;96,94
26/01/2024 3:59;26/01/2024 4:58;93,06
26/01/2024 2:59;26/01/2024 3:58;99,51
26/01/2024 1:59;26/01/2024 2:58;131,38
26/01/2024 0:59;26/01/2024 1:58;105,3
25/01/2024 23:59;26/01/2024 0:58;42,12
25/01/2024 22:59;25/01/2024 23:58;25,81
25/01/2024 21:59;25/01/2024 22:58;23,61
25/01/2024 20:59;25/01/2024 21:58;21,87
25/01/2024 20:00;25/01/2024 20:58;21,96
25/01/2024 19:00;25/01/2024 19:58;21,36
25/01/2024 18:00;25/01/2024 18:58;21,67
25/01/2024 16:59;25/01/2024 17:58;21,51
25/01/2024 15:59;25/01/2024 16:58;15,75
25/01/2024 14:59;25/01/2024 15:58;20,36
25/01/2024 13:59;25/01/2024 14:58;21,52
25/01/2024 12:59;25/01/2024 13:58;22,2
25/01/2024 11:59;25/01/2024 12:58;29,12
25/01/2024 10:59;25/01/2024 11:58;37,64
25/01/2024 9:59;25/01/2024 10:58;63,54
25/01/2024 8:59;25/01/2024 9:58;121,69
25/01/2024 7:59;25/01/2024 8:58;79,52
25/01/2024 6:59;25/01/2024 7:58;59,33
25/01/2024 5:59;25/01/2024 6:58;55,26
25/01/2024 4:59;25/01/2024 5:58;56,66
25/01/2024 3:59;25/01/2024 4:58;40,04
25/01/2024 2:59;25/01/2024 3:58;27,59
25/01/2024 1:59;25/01/2024 2:58;33,73
25/01/2024 0:59;25/01/2024 1:58;11,69
24/01/2024 23:59;25/01/2024 0:58;23,6
24/01/2024 22:59;24/01/2024 23:58;21,98
24/01/2024 21:59;24/01/2024 22:58;17,94
24/01/2024 20:59;24/01/2024 21:58;12,79
24/01/2024 19:59;24/01/2024 20:58;15,11
24/01/2024 18:59;24/01/2024 19:58;23,13
24/01/2024 17:59;24/01/2024 18:58;15,93
24/01/2024 16:59;24/01/2024 17:58;12,77
24/01/2024 15:59;24/01/2024 16:58;13,76
24/01/2024 14:59;24/01/2024 15:58;12,4
24/01/2024 13:59;24/01/2024 14:58;36,51
24/01/2024 12:59;24/01/2024 13:58;32,62
24/01/2024 11:59;24/01/2024 12:58;35,44
24/01/2024 10:59;24/01/2024 11:58;28,21
24/01/2024 9:59;24/01/2024 10:58;26,12
24/01/2024 8:59;24/01/2024 9:58;21,61
24/01/2024 7:59;24/01/2024 8:58;64,86
24/01/2024 6:59;24/01/2024 7:58;66,17
24/01/2024 5:59;24/01/2024 6:58;52,64
24/01/2024 4:59;24/01/2024 5:58;27,61
24/01/2024 3:59;24/01/2024 4:58;28,14
24/01/2024 2:59;24/01/2024 3:58;24,34
24/01/2024 1:59;24/01/2024 2:58;20,7
24/01/2024 0:59;24/01/2024 1:58;19,93
23/01/2024 23:59;24/01/2024 0:58;18,01
23/01/2024 22:59;23/01/2024 23:58;13,53
23/01/2024 21:59;23/01/2024 22:58;14,89
23/01/2024 20:59;23/01/2024 21:58;14,2
23/01/2024 19:59;23/01/2024 20:58;21,63
23/01/2024 18:59;23/01/2024 19:58;25,89
23/01/2024 17:59;23/01/2024 18:58;16,66
23/01/2024 16:59;23/01/2024 17:58;11,95
23/01/2024 15:59;23/01/2024 16:58;12,48
23/01/2024 14:59;23/01/2024 15:58;15,84
23/01/2024 13:59;23/01/2024 14:58;16,37
23/01/2024 12:59;23/01/2024 13:58;16,17
23/01/2024 11:59;23/01/2024 12:58;16,09
23/01/2024 10:59;23/01/2024 11:58;16,24
23/01/2024 9:59;23/01/2024 10:58;16,7
23/01/2024 8:59;23/01/2024 9:58;12,96
23/01/2024 7:59;23/01/2024 8:58;46,98
23/01/2024 6:59;23/01/2024 7:58;68,32
23/01/2024 5:59;23/01/2024 6:58;46,76
23/01/2024 4:59;23/01/2024 5:58;33,65
23/01/2024 3:59;23/01/2024 4:58;26,78
23/01/2024 2:59;23/01/2024 3:58;20,3
23/01/2024 1:59;23/01/2024 2:58;24,02
23/01/2024 0:59;23/01/2024 1:58;24,57
22/01/2024 23:59;23/01/2024 0:58;21,24
22/01/2024 22:59;22/01/2024 23:58;22,33
22/01/2024 21:59;22/01/2024 22:58;17,2
22/01/2024 20:59;22/01/2024 21:58;21,81
22/01/2024 19:59;22/01/2024 20:58;20,8
22/01/2024 18:59;22/01/2024 19:58;24,01
22/01/2024 17:59;22/01/2024 18:58;23,54
22/01/2024 16:59;22/01/2024 17:58;7,97
22/01/2024 15:59;22/01/2024 16:58;6,92
22/01/2024 14:59;22/01/2024 15:58;11,2
22/01/2024 13:59;22/01/2024 14:58;10
22/01/2024 12:59;22/01/2024 13:58;9,06
22/01/2024 11:59;22/01/2024 12:58;12,63
22/01/2024 10:59;22/01/2024 11:58;14,2
22/01/2024 9:59;22/01/2024 10:58;11,8
22/01/2024 8:59;22/01/2024 9:58;15,69
22/01/2024 7:59;22/01/2024 8:58;22,51
22/01/2024 6:59;22/01/2024 7:58;32,1
22/01/2024 5:59;22/01/2024 6:58;19,07
22/01/2024 4:59;22/01/2024 5:58;21,88
22/01/2024 3:59;22/01/2024 4:58;14,6
22/01/2024 2:59;22/01/2024 3:58;8,65
22/01/2024 1:59;22/01/2024 2:58;9,79
22/01/2024 0:59;22/01/2024 1:58;13,35
21/01/2024 23:59;22/01/2024 0:58;10,23
21/01/2024 22:59;21/01/2024 23:58;11,22
21/01/2024 21:59;21/01/2024 22:58;16,09
21/01/2024 20:59;21/01/2024 21:58;18,33
21/01/2024 19:59;21/01/2024 20:58;16,23
21/01/2024 18:59;21/01/2024 19:58;15,63
21/01/2024 17:59;21/01/2024 18:58;14,22
21/01/2024 16:59;21/01/2024 17:58;10,09
21/01/2024 15:59;21/01/2024 16:58;7,69
21/01/2024 14:59;21/01/2024 15:58;7,99
21/01/2024 13:59;21/01/2024 14:58;6,81
21/01/2024 12:59;21/01/2024 13:58;6,59
21/01/2024 11:59;21/01/2024 12:58;7,99
21/01/2024 10:59;21/01/2024 11:58;7,11
21/01/2024 9:59;21/01/2024 10:58;6,83
21/01/2024 8:59;21/01/2024 9:58;6,51
21/01/2024 7:59;21/01/2024 8:58;7,54
21/01/2024 6:59;21/01/2024 7:58;5,05
21/01/2024 5:59;21/01/2024 6:58;6,14
21/01/2024 4:59;21/01/2024 5:58;10,4
21/01/2024 3:59;21/01/2024 4:58;15,96
21/01/2024 2:59;21/01/2024 3:58;20,98
21/01/2024 1:59;21/01/2024 2:58;23,97
21/01/2024 0:59;21/01/2024 1:58;23,09
20/01/2024 23:59;21/01/2024 0:58;27,52
20/01/2024 22:59;20/01/2024 23:58;13,34
20/01/2024 21:59;20/01/2024 22:58;17,63
20/01/2024 20:59;20/01/2024 21:58;18,18
20/01/2024 19:59;20/01/2024 20:58;19,06
20/01/2024 18:59;20/01/2024 19:58;15,84
20/01/2024 17:59;20/01/2024 18:58;15,83
20/01/2024 16:59;20/01/2024 17:58;14,33
20/01/2024 15:59;20/01/2024 16:58;6,37
20/01/2024 14:59;20/01/2024 15:58;9,51
20/01/2024 13:59;20/01/2024 14:58;8,5
20/01/2024 12:59;20/01/2024 13:58;6,42
20/01/2024 11:59;20/01/2024 12:58;9,18
20/01/2024 10:59;20/01/2024 11:58;16,15
20/01/2024 9:59;20/01/2024 10:58;22,79
20/01/2024 8:59;20/01/2024 9:58;38,55
20/01/2024 7:59;20/01/2024 8:58;38,76
20/01/2024 6:59;20/01/2024 7:58;48,86
20/01/2024 5:59;20/01/2024 6:58;33,6
20/01/2024 4:59;20/01/2024 5:58;30,92
20/01/2024 3:59;20/01/2024 4:58;39,27
20/01/2024 2:59;20/01/2024 3:58;27,89
20/01/2024 1:59;20/01/2024 2:58;26,72
20/01/2024 0:59;20/01/2024 1:58;30,23
19/01/2024 23:59;20/01/2024 0:58;42,9
19/01/2024 22:59;19/01/2024 23:58;13,69
19/01/2024 21:59;19/01/2024 22:58;14,33
19/01/2024 20:59;19/01/2024 21:58;21,38
19/01/2024 19:59;19/01/2024 20:58;19,47
19/01/2024 18:59;19/01/2024 19:58;16,9
19/01/2024 17:59;19/01/2024 18:58;23,74
19/01/2024 16:59;19/01/2024 17:58;15,78
19/01/2024 15:59;19/01/2024 16:58;11,71
19/01/2024 14:59;19/01/2024 15:58;11,01
19/01/2024 13:59;19/01/2024 14:58;20,28
19/01/2024 12:59;19/01/2024 13:58;8,34
19/01/2024 11:59;19/01/2024 12:58;10,22
19/01/2024 10:59;19/01/2024 11:58;11,38
19/01/2024 9:59;19/01/2024 10:58;14,31
19/01/2024 8:59;19/01/2024 9:58;16,19
19/01/2024 7:59;19/01/2024 8:58;60,37
19/01/2024 6:59;19/01/2024 7:58;78,78
19/01/2024 5:59;19/01/2024 6:58;28,34
19/01/2024 4:59;19/01/2024 5:58;22,75
19/01/2024 3:59;19/01/2024 4:58;23,36
19/01/2024 2:59;19/01/2024 3:58;14,49
19/01/2024 1:59;19/01/2024 2:58;6,11
19/01/2024 0:59;19/01/2024 1:58;17,1
18/01/2024 23:59;19/01/2024 0:58;7,55
18/01/2024 22:59;18/01/2024 23:58;8,35
18/01/2024 21:59;18/01/2024 22:58;19,51
18/01/2024 20:59;18/01/2024 21:58;11,93
18/01/2024 19:59;18/01/2024 20:58;15,42
18/01/2024 18:59;18/01/2024 19:58;18,99
18/01/2024 17:59;18/01/2024 18:58;20,79
18/01/2024 16:59;18/01/2024 17:58;17,67
18/01/2024 15:59;18/01/2024 16:58;17,21
18/01/2024 14:59;18/01/2024 15:58;16,53
18/01/2024 13:59;18/01/2024 14:58;20,8
18/01/2024 12:59;18/01/2024 13:58;14,85
18/01/2024 11:59;18/01/2024 12:58;10,84
18/01/2024 10:59;18/01/2024 11:58;11,85
18/01/2024 9:59;18/01/2024 10:58;14,53
18/01/2024 8:59;18/01/2024 9:58;12,6
18/01/2024 7:59;18/01/2024 8:58;23,41
18/01/2024 6:59;18/01/2024 7:58;35,06
18/01/2024 5:59;18/01/2024 6:58;52,86
18/01/2024 4:59;18/01/2024 5:58;32,58
18/01/2024 3:59;18/01/2024 4:58;16,68
18/01/2024 2:59;18/01/2024 3:58;13,36
18/01/2024 1:59;18/01/2024 2:58;13,54
18/01/2024 0:59;18/01/2024 1:58;17,94
17/01/2024 23:59;18/01/2024 0:58;19,73
17/01/2024 22:59;17/01/2024 23:58;18,64
17/01/2024 21:59;17/01/2024 22:58;26,13
17/01/2024 20:59;17/01/2024 21:58;30,33
17/01/2024 19:59;17/01/2024 20:58;18,01
17/01/2024 18:59;17/01/2024 19:58;20,07
17/01/2024 17:59;17/01/2024 18:58;20,81
17/01/2024 16:59;17/01/2024 17:58;13,72
17/01/2024 15:59;17/01/2024 16:58;14,39
17/01/2024 14:59;17/01/2024 15:58;17,43
17/01/2024 13:59;17/01/2024 14:58;13,38
17/01/2024 12:59;17/01/2024 13:58;12,39
17/01/2024 11:59;17/01/2024 12:58;13,01
17/01/2024 10:59;17/01/2024 11:58;14,06
17/01/2024 9:59;17/01/2024 10:58;13,69
17/01/2024 8:59;17/01/2024 9:58;22,44
17/01/2024 7:59;17/01/2024 8:58;55,1
17/01/2024 6:59;17/01/2024 7:58;71,55
17/01/2024 5:59;17/01/2024 6:58;70,93
17/01/2024 4:59;17/01/2024 5:58;43,08
17/01/2024 3:59;17/01/2024 4:58;31,65
17/01/2024 2:59;17/01/2024 3:58;21,34
17/01/2024 1:59;17/01/2024 2:58;20,13
17/01/2024 0:59;17/01/2024 1:58;11,3
16/01/2024 23:59;17/01/2024 0:58;17,2
16/01/2024 22:59;16/01/2024 23:58;14,03
16/01/2024 21:59;16/01/2024 22:58;10,48
16/01/2024 20:59;16/01/2024 21:58;12,63
16/01/2024 19:59;16/01/2024 20:58;14,71
16/01/2024 18:59;16/01/2024 19:58;16,46
16/01/2024 17:59;16/01/2024 18:58;24,88
16/01/2024 16:59;16/01/2024 17:58;14,47
16/01/2024 15:59;16/01/2024 16:58;8,83
16/01/2024 14:59;16/01/2024 15:58;9,44
16/01/2024 13:59;16/01/2024 14:58;9,5
16/01/2024 12:59;16/01/2024 13:58;9,4
16/01/2024 11:59;16/01/2024 12:58;9,76
16/01/2024 10:59;16/01/2024 11:58;10,81
16/01/2024 9:59;16/01/2024 10:58;10,17
16/01/2024 8:59;16/01/2024 9:58;18,41
16/01/2024 8:00;16/01/2024 8:59;55,73
16/01/2024 7:00;16/01/2024 7:59;66,06
16/01/2024 6:00;16/01/2024 6:59;39,52
16/01/2024 5:00;16/01/2024 5:59;28,94
16/01/2024 4:00;16/01/2024 4:59;19,67
16/01/2024 3:00;16/01/2024 3:59;13,19
16/01/2024 2:00;16/01/2024 2:59;16,78
16/01/2024 1:00;16/01/2024 1:59;23,23
16/01/2024 0:00;16/01/2024 0:59;9,93
15/01/2024 23:00;15/01/2024 23:59;7,32
15/01/2024 22:00;15/01/2024 22:59;9,96
15/01/2024 21:00;15/01/2024 21:59;11,9
15/01/2024 20:00;15/01/2024 20:59;10,62
15/01/2024 19:00;15/01/2024 19:59;14,31
15/01/2024 18:00;15/01/2024 18:59;16,62
15/01/2024 17:00;15/01/2024 17:59;13,67
15/01/2024 16:00;15/01/2024 16:59;10,05
15/01/2024 14:59;15/01/2024 15:59;9,2
15/01/2024 13:59;15/01/2024 14:59;10,81
15/01/2024 12:59;15/01/2024 13:59;12,48
15/01/2024 12:00;15/01/2024 12:59;11,99
15/01/2024 11:00;15/01/2024 11:59;10,64
15/01/2024 9:59;15/01/2024 10:58;10,61
15/01/2024 8:59;15/01/2024 9:58;21,83
15/01/2024 8:00;15/01/2024 8:59;59,99
15/01/2024 7:00;15/01/2024 7:59;53,28
15/01/2024 6:00;15/01/2024 6:59;55,76
15/01/2024 5:00;15/01/2024 5:59;16,29
15/01/2024 4:00;15/01/2024 4:59;19,55
15/01/2024 3:00;15/01/2024 3:59;20,94
15/01/2024 2:00;15/01/2024 2:59;26,05
15/01/2024 1:00;15/01/2024 1:59;18,68
15/01/2024 0:00;15/01/2024 0:59;16,4
14/01/2024 23:00;14/01/2024 23:59;18,08
14/01/2024 22:00;14/01/2024 22:59;17
14/01/2024 21:00;14/01/2024 21:59;19,76
14/01/2024 20:00;14/01/2024 20:59;19,03
14/01/2024 19:00;14/01/2024 19:59;16,62
14/01/2024 18:00;14/01/2024 18:59;16,16
14/01/2024 17:00;14/01/2024 17:59;14,71
14/01/2024 16:00;14/01/2024 16:59;13,14
14/01/2024 15:00;14/01/2024 15:59;12,05
14/01/2024 14:00;14/01/2024 14:59;10,39
14/01/2024 13:00;14/01/2024 13:59;8,47
14/01/2024 12:00;14/01/2024 12:59;7,8
14/01/2024 11:00;14/01/2024 11:59;9,51
14/01/2024 9:59;14/01/2024 10:58;13,83
14/01/2024 8:59;14/01/2024 9:58;16,2
14/01/2024 8:00;14/01/2024 8:59;33,27
14/01/2024 7:00;14/01/2024 7:59;41,8
14/01/2024 6:00;14/01/2024 6:59;28,34
14/01/2024 5:00;14/01/2024 5:59;26,16
14/01/2024 4:00;14/01/2024 4:59;25,96
14/01/2024 3:00;14/01/2024 3:59;24,73
14/01/2024 2:00;14/01/2024 2:59;19,1
14/01/2024 1:00;14/01/2024 1:59;18,4
14/01/2024 0:00;14/01/2024 0:59;16,51
13/01/2024 22:59;13/01/2024 23:58;18,92
13/01/2024 22:00;13/01/2024 22:59;20,14
13/01/2024 20:59;13/01/2024 21:58;17,65
13/01/2024 20:00;13/01/2024 20:59;19,93
13/01/2024 19:00;13/01/2024 19:59;19,21
13/01/2024 18:00;13/01/2024 18:59;16,29
13/01/2024 16:59;13/01/2024 17:59;16,16
13/01/2024 15:59;13/01/2024 16:59;16,09
13/01/2024 15:00;13/01/2024 15:59;16,79
13/01/2024 13:59;13/01/2024 14:58;23,29
13/01/2024 12:59;13/01/2024 13:58;14,3
13/01/2024 11:59;13/01/2024 12:58;13,45
13/01/2024 10:59;13/01/2024 11:58;14,2
13/01/2024 9:59;13/01/2024 10:58;21,53
13/01/2024 8:59;13/01/2024 9:58;24,8
13/01/2024 8:00;13/01/2024 8:59;36,12
13/01/2024 7:00;13/01/2024 7:59;62,47
13/01/2024 6:00;13/01/2024 6:59;30,06
13/01/2024 5:00;13/01/2024 5:59;30,86
13/01/2024 4:00;13/01/2024 4:59;12,92
13/01/2024 3:00;13/01/2024 3:59;20,76
13/01/2024 2:00;13/01/2024 2:59;30,69
13/01/2024 1:00;13/01/2024 1:59;22,89
13/01/2024 0:00;13/01/2024 0:59;26,87
12/01/2024 23:00;12/01/2024 23:59;24,25
12/01/2024 22:00;12/01/2024 22:59;17,08
12/01/2024 21:00;12/01/2024 21:59;17,52
12/01/2024 20:00;12/01/2024 20:59;17,05
12/01/2024 19:00;12/01/2024 19:59;19,04
12/01/2024 18:00;12/01/2024 18:59;16,05
12/01/2024 17:00;12/01/2024 17:59;16,35
12/01/2024 16:00;12/01/2024 16:59;13,39
12/01/2024 14:59;12/01/2024 15:58;11,06
12/01/2024 13:59;12/01/2024 14:58;8,15
12/01/2024 12:59;12/01/2024 13:58;7,84
12/01/2024 12:00;12/01/2024 12:59;12,54
12/01/2024 11:00;12/01/2024 11:59;19,18
12/01/2024 10:00;12/01/2024 10:59;16,75
12/01/2024 9:00;12/01/2024 9:59;24,82
12/01/2024 8:00;12/01/2024 8:59;40,05
12/01/2024 7:00;12/01/2024 7:59;35,89
12/01/2024 6:00;12/01/2024 6:59;32,39
12/01/2024 5:00;12/01/2024 5:59;28,05
12/01/2024 4:00;12/01/2024 4:59;21,73
12/01/2024 3:00;12/01/2024 3:59;23,72
12/01/2024 2:00;12/01/2024 2:59;23,18
12/01/2024 1:00;12/01/2024 1:59;17,9
12/01/2024 0:00;12/01/2024 0:59;16,56
11/01/2024 23:00;11/01/2024 23:59;17,04
11/01/2024 22:00;11/01/2024 22:59;16,92
11/01/2024 21:00;11/01/2024 21:59;15,7
11/01/2024 20:00;11/01/2024 20:59;14,15
11/01/2024 19:00;11/01/2024 19:59;23,18
11/01/2024 18:00;11/01/2024 18:59;20,66
11/01/2024 17:00;11/01/2024 17:59;17,79
11/01/2024 16:00;11/01/2024 16:59;16,26
11/01/2024 14:59;11/01/2024 15:58;8,06
11/01/2024 13:59;11/01/2024 14:58;10,27
11/01/2024 12:59;11/01/2024 13:58;9,79
11/01/2024 12:00;11/01/2024 12:59;12,09
11/01/2024 11:00;11/01/2024 11:59;10,2
11/01/2024 10:00;11/01/2024 10:59;10,46
11/01/2024 9:00;11/01/2024 9:59;14,83
11/01/2024 8:00;11/01/2024 8:59;49
11/01/2024 7:00;11/01/2024 7:59;71,39
11/01/2024 6:00;11/01/2024 6:59;47,65
11/01/2024 5:00;11/01/2024 5:59;22,45
11/01/2024 4:00;11/01/2024 4:59;19,98
11/01/2024 3:00;11/01/2024 3:59;12,91
11/01/2024 2:00;11/01/2024 2:59;18,37
11/01/2024 1:00;11/01/2024 1:59;16,18
11/01/2024 0:00;11/01/2024 0:59;22,53
10/01/2024 23:00;10/01/2024 23:59;18,09
10/01/2024 22:00;10/01/2024 22:59;13,54
10/01/2024 21:00;10/01/2024 21:59;20,69
10/01/2024 20:00;10/01/2024 20:59;16,07
10/01/2024 19:00;10/01/2024 19:59;18,37
10/01/2024 18:00;10/01/2024 18:59;14,61
10/01/2024 17:00;10/01/2024 17:59;12,49
10/01/2024 17:00;10/01/2024 17:59;8,41
10/01/2024 16:00;10/01/2024 16:59;9,55
10/01/2024 15:00;10/01/2024 15:59;12,88
10/01/2024 14:00;10/01/2024 14:59;10,04
10/01/2024 13:00;10/01/2024 13:59;7,21
10/01/2024 12:00;10/01/2024 12:59;13,4
10/01/2024 11:00;10/01/2024 11:59;15,37
10/01/2024 10:00;10/01/2024 10:59;22,79
10/01/2024 9:00;10/01/2024 9:59;50,67
10/01/2024 8:00;10/01/2024 8:59;52,53
10/01/2024 7:00;10/01/2024 7:59;47,53
10/01/2024 6:00;10/01/2024 6:59;41,93
10/01/2024 5:00;10/01/2024 5:59;39,72
10/01/2024 4:00;10/01/2024 4:59;21,79
10/01/2024 3:00;10/01/2024 3:59;27,54
10/01/2024 2:00;10/01/2024 2:59;31,49
10/01/2024 1:00;10/01/2024 1:59;32,42
10/01/2024 0:00;10/01/2024 0:59;13,42
9/01/2024 23:00;9/01/2024 23:59;16,76
9/01/2024 22:00;9/01/2024 22:59;17,26
9/01/2024 21:00;9/01/2024 21:59;17,25
9/01/2024 20:00;9/01/2024 20:59;15,52
9/01/2024 19:00;9/01/2024 19:59;16,67
9/01/2024 18:00;9/01/2024 18:59;18,61
9/01/2024 17:00;9/01/2024 17:59;12,09
9/01/2024 16:00;9/01/2024 16:59;9,55
9/01/2024 15:00;9/01/2024 15:59;9,77
9/01/2024 14:00;9/01/2024 14:59;12,75
9/01/2024 13:00;9/01/2024 13:59;9,71
9/01/2024 12:00;9/01/2024 12:59;10,3
9/01/2024 11:00;9/01/2024 11:59;19,9
9/01/2024 10:00;9/01/2024 10:59;37,4
