Fecha inicial;Fecha final;PM10
9/01/2024 9:00;9/01/2024 9:59;55,07
9/01/2024 8:00;9/01/2024 8:59;60,07
9/01/2024 7:00;9/01/2024 7:59;32,65
9/01/2024 6:00;9/01/2024 6:59;29,01
9/01/2024 5:00;9/01/2024 5:59;26,59
9/01/2024 4:00;9/01/2024 4:59;24,39
9/01/2024 3:00;9/01/2024 3:59;15,5
9/01/2024 2:00;9/01/2024 2:59;21,55
9/01/2024 1:00;9/01/2024 1:59;26,15
9/01/2024 0:00;9/01/2024 0:59;12,39
8/01/2024 23:00;8/01/2024 23:59;18,3
8/01/2024 22:00;8/01/2024 22:59;16,14
8/01/2024 21:00;8/01/2024 21:59;15,65
8/01/2024 20:00;8/01/2024 20:59;18,49
8/01/2024 19:00;8/01/2024 19:59;15,98
8/01/2024 18:00;8/01/2024 18:59;12,47
8/01/2024 17:00;8/01/2024 17:59;10,1
8/01/2024 16:00;8/01/2024 16:59;8,84
8/01/2024 15:00;8/01/2024 15:59;8,21
8/01/2024 14:00;8/01/2024 14:59;6,72
8/01/2024 13:00;8/01/2024 13:59;8,34
8/01/2024 12:00;8/01/2024 12:59;8,12
8/01/2024 11:00;8/01/2024 11:59;6,62
8/01/2024 10:00;8/01/2024 10:59;18,62
8/01/2024 9:00;8/01/2024 9:59;20,13
8/01/2024 8:00;8/01/2024 8:59;18,08
8/01/2024 7:00;8/01/2024 7:59;26,32
8/01/2024 6:00;8/01/2024 6:59;21,22
8/01/2024 5:00;8/01/2024 5:59;20,23
8/01/2024 4:00;8/01/2024 4:59;16,2
8/01/2024 3:00;8/01/2024 3:59;16,4
8/01/2024 2:00;8/01/2024 2:59;14
8/01/2024 1:00;8/01/2024 1:59;10,22
8/01/2024 0:00;8/01/2024 0:59;9,86
7/01/2024 23:00;7/01/2024 23:59;9,88
7/01/2024 22:00;7/01/2024 22:59;13,29
7/01/2024 21:00;7/01/2024 21:59;17,04
7/01/2024 20:00;7/01/2024 20:59;19,94
7/01/2024 19:00;7/01/2024 19:59;17,56
7/01/2024 18:00;7/01/2024 18:59;14,28
7/01/2024 17:00;7/01/2024 17:59;10,25
7/01/2024 16:00;7/01/2024 16:59;7,15
7/01/2024 15:00;7/01/2024 15:59;8,01
7/01/2024 14:00;7/01/2024 14:59;6,84
7/01/2024 13:00;7/01/2024 13:59;6,91
7/01/2024 12:00;7/01/2024 12:59;6,69
7/01/2024 11:00;7/01/2024 11:59;7,98
7/01/2024 10:00;7/01/2024 10:59;14,79
7/01/2024 9:00;7/01/2024 9:59;33,24
7/01/2024 8:00;7/01/2024 8:59;50,49
7/01/2024 7:00;7/01/2024 7:59;26,15
7/01/2024 6:00;7/01/2024 6:59;18,18
7/01/2024 5:00;7/01/2024 5:59;21,16
7/01/2024 4:00;7/01/2024 4:59;14,41
7/01/2024 3:00;7/01/2024 3:59;17
7/01/2024 2:00;7/01/2024 2:59;17,82
7/01/2024 1:00;7/01/2024 1:59;11,99
7/01/2024 0:00;7/01/2024 0:59;19,12
6/01/2024 23:00;6/01/2024 23:59;25,51
6/01/2024 22:00;6/01/2024 22:59;10,99
6/01/2024 21:00;6/01/2024 21:59;12,36
6/01/2024 20:00;6/01/2024 20:59;19,42
6/01/2024 19:00;6/01/2024 19:59;18,7
6/01/2024 18:00;6/01/2024 18:59;12,87
6/01/2024 17:00;6/01/2024 17:59;7,92
6/01/2024 16:00;6/01/2024 16:59;8,82
6/01/2024 15:00;6/01/2024 15:59;7,16
6/01/2024 14:00;6/01/2024 14:59;8,74
6/01/2024 13:00;6/01/2024 13:59;9,51
6/01/2024 12:00;6/01/2024 12:59;11,67
6/01/2024 11:00;6/01/2024 11:59;17,13
6/01/2024 10:00;6/01/2024 10:59;38,36
6/01/2024 9:00;6/01/2024 9:59;32,02
6/01/2024 8:00;6/01/2024 8:59;39,45
6/01/2024 7:00;6/01/2024 7:59;53,22
6/01/2024 6:00;6/01/2024 6:59;41,58
6/01/2024 5:00;6/01/2024 5:59;21,66
6/01/2024 4:00;6/01/2024 4:59;15,34
6/01/2024 3:00;6/01/2024 3:59;21,18
6/01/2024 2:00;6/01/2024 2:59;15,24
6/01/2024 1:00;6/01/2024 1:59;21,21
6/01/2024 0:00;6/01/2024 0:59;14,48
5/01/2024 23:00;5/01/2024 23:59;16,14
5/01/2024 22:00;5/01/2024 22:59;18,95
5/01/2024 21:00;5/01/2024 21:59;19,75
5/01/2024 20:00;5/01/2024 20:59;19,68
5/01/2024 19:00;5/01/2024 19:59;17,08
5/01/2024 18:00;5/01/2024 18:59;13,09
5/01/2024 17:00;5/01/2024 17:59;14,75
5/01/2024 16:00;5/01/2024 16:59;12,92
5/01/2024 15:00;5/01/2024 15:59;11,89
5/01/2024 14:00;5/01/2024 14:59;9,9
5/01/2024 13:00;5/01/2024 13:59;9,73
5/01/2024 12:00;5/01/2024 12:59;14,32
5/01/2024 11:00;5/01/2024 11:59;20,45
5/01/2024 10:00;5/01/2024 10:59;24,52
5/01/2024 9:00;5/01/2024 9:59;34,21
5/01/2024 8:00;5/01/2024 8:59;48,55
5/01/2024 7:00;5/01/2024 7:59;32,83
5/01/2024 6:00;5/01/2024 6:59;19,39
5/01/2024 5:00;5/01/2024 5:59;18,39
5/01/2024 4:00;5/01/2024 4:59;12,96
5/01/2024 3:00;5/01/2024 3:59;16,28
5/01/2024 2:00;5/01/2024 2:59;12,71
5/01/2024 1:00;5/01/2024 1:59;9,39
5/01/2024 0:00;5/01/2024 0:59;13,38
4/01/2024 23:00;4/01/2024 23:59;15,06
4/01/2024 22:00;4/01/2024 22:59;15,57
4/01/2024 21:00;4/01/2024 21:59;16,21
4/01/2024 20:00;4/01/2024 20:59;17,06
4/01/2024 19:00;4/01/2024 19:59;12,42
4/01/2024 18:00;4/01/2024 18:59;12,15
4/01/2024 17:00;4/01/2024 17:59;9,74
4/01/2024 16:00;4/01/2024 16:59;8,85
4/01/2024 15:00;4/01/2024 15:59;7,82
4/01/2024 14:00;4/01/2024 14:59;9,12
4/01/2024 13:00;4/01/2024 13:59;11,74
4/01/2024 12:00;4/01/2024 12:59;12,93
4/01/2024 11:00;4/01/2024 11:59;15,14
4/01/2024 10:00;4/01/2024 10:59;27,77
4/01/2024 9:00;4/01/2024 9:59;45,76
4/01/2024 8:00;4/01/2024 8:59;58,76
4/01/2024 7:00;4/01/2024 7:59;37,9
4/01/2024 6:00;4/01/2024 6:59;31,54
4/01/2024 5:00;4/01/2024 5:59;18,65
4/01/2024 4:00;4/01/2024 4:59;8,69
4/01/2024 3:00;4/01/2024 3:59;12,65
4/01/2024 2:00;4/01/2024 2:59;6,2
4/01/2024 1:00;4/01/2024 1:59;8,52
4/01/2024 0:00;4/01/2024 0:59;11,11
3/01/2024 23:00;3/01/2024 23:59;12,3
3/01/2024 22:00;3/01/2024 22:59;14,4
3/01/2024 21:00;3/01/2024 21:59;15,25
3/01/2024 20:00;3/01/2024 20:59;12,99
3/01/2024 19:00;3/01/2024 19:59;14,6
3/01/2024 18:00;3/01/2024 18:59;11,69
3/01/2024 17:00;3/01/2024 17:59;12,99
3/01/2024 16:00;3/01/2024 16:59;9,95
3/01/2024 15:00;3/01/2024 15:59;8,95
3/01/2024 14:00;3/01/2024 14:59;10,1
3/01/2024 13:00;3/01/2024 13:59;10,11
3/01/2024 12:00;3/01/2024 12:59;10,73
3/01/2024 11:00;3/01/2024 11:59;12,91
3/01/2024 10:00;3/01/2024 10:59;19,43
3/01/2024 9:00;3/01/2024 9:59;29,77
3/01/2024 8:00;3/01/2024 8:59;39,82
3/01/2024 7:00;3/01/2024 7:59;45,18
3/01/2024 6:00;3/01/2024 6:59;35,91
3/01/2024 5:00;3/01/2024 5:59;13,54
3/01/2024 4:00;3/01/2024 4:59;15,58
3/01/2024 3:00;3/01/2024 3:59;14,39
3/01/2024 2:00;3/01/2024 2:59;10,12
3/01/2024 1:00;3/01/2024 1:59;11,57
3/01/2024 0:00;3/01/2024 0:59;16,23
2/01/2024 23:00;2/01/2024 23:59;19,91
2/01/2024 22:00;2/01/2024 22:59;14,71
2/01/2024 21:00;2/01/2024 21:59;15,79
2/01/2024 20:00;2/01/2024 20:59;15,41
2/01/2024 19:00;2/01/2024 19:59;14,2
2/01/2024 18:00;2/01/2024 18:59;13,19
2/01/2024 17:00;2/01/2024 17:59;11,93
2/01/2024 16:00;2/01/2024 16:59;9,34
2/01/2024 15:00;2/01/2024 15:59;8,37
2/01/2024 14:00;2/01/2024 14:59;8,5
2/01/2024 13:00;2/01/2024 13:59;10,12
2/01/2024 12:00;2/01/2024 12:59;12,07
2/01/2024 11:00;2/01/2024 11:59;13,8
2/01/2024 10:00;2/01/2024 10:59;15,63
2/01/2024 9:00;2/01/2024 9:59;23,27
2/01/2024 8:00;2/01/2024 8:59;18,6
2/01/2024 7:00;2/01/2024 7:59;19,19
2/01/2024 6:00;2/01/2024 6:59;17,18
2/01/2024 5:00;2/01/2024 5:59;14,68
2/01/2024 4:00;2/01/2024 4:59;14,69
2/01/2024 3:00;2/01/2024 3:59;14,38
2/01/2024 2:00;2/01/2024 2:59;13,83
2/01/2024 1:00;2/01/2024 1:59;12,26
2/01/2024 0:00;2/01/2024 0:59;11,57
1/01/2024 23:00;1/01/2024 23:59;12,68
1/01/2024 22:00;1/01/2024 22:59;14,58
1/01/2024 21:00;1/01/2024 21:59;16,47
1/01/2024 20:00;1/01/2024 20:59;13,41
1/01/2024 19:00;1/01/2024 19:59;11,92
1/01/2024 18:00;1/01/2024 18:59;9,02
1/01/2024 17:00;1/01/2024 17:59;5,83
1/01/2024 16:00;1/01/2024 16:59;4,64
1/01/2024 15:00;1/01/2024 15:59;5,01
1/01/2024 14:00;1/01/2024 14:59;5,6
1/01/2024 13:00;1/01/2024 13:59;6,07
1/01/2024 12:00;1/01/2024 12:59;5,97
1/01/2024 11:00;1/01/2024 11:59;10,14
1/01/2024 10:00;1/01/2024 10:59;24,69
1/01/2024 9:00;1/01/2024 9:59;39,42
1/01/2024 8:00;1/01/2024 8:59;42,44
1/01/2024 7:00;1/01/2024 7:59;42,41
1/01/2024 6:00;1/01/2024 6:59;41,93
1/01/2024 5:00;1/01/2024 5:59;46,34
1/01/2024 4:00;1/01/2024 4:59;42,56
1/01/2024 3:00;1/01/2024 3:59;52,91
1/01/2024 2:00;1/01/2024 2:59;71,75
1/01/2024 1:00;1/01/2024 1:59;67,19
1/01/2024 0:00;1/01/2024 0:59;27,55
31/12/2023 22:00;31/12/2023 22:59;25,26
31/12/2023 21:00;31/12/2023 21:59;28,47
31/12/2023 20:00;31/12/2023 20:59;22,55
31/12/2023 19:00;31/12/2023 19:59;13,77
31/12/2023 18:00;31/12/2023 18:59;9,91
31/12/2023 17:00;31/12/2023 17:59;5,81
31/12/2023 15:00;31/12/2023 15:59;9,55
31/12/2023 14:00;31/12/2023 14:59;8,67
31/12/2023 13:00;31/12/2023 13:59;9,59
31/12/2023 12:00;31/12/2023 12:59;11,52
31/12/2023 11:00;31/12/2023 11:59;10,15
31/12/2023 10:00;31/12/2023 10:59;13,04
31/12/2023 9:00;31/12/2023 9:59;14,32
31/12/2023 8:00;31/12/2023 8:59;15,73
31/12/2023 7:00;31/12/2023 7:59;17,12
31/12/2023 6:00;31/12/2023 6:59;18,76
31/12/2023 5:00;31/12/2023 5:59;12,49
31/12/2023 4:00;31/12/2023 4:59;13,59
31/12/2023 3:00;31/12/2023 3:59;12,67
31/12/2023 2:00;31/12/2023 2:59;12,33
31/12/2023 1:00;31/12/2023 1:59;16,94
31/12/2023 0:00;31/12/2023 0:59;14,62
30/12/2023 23:00;30/12/2023 23:59;10,84
30/12/2023 22:00;30/12/2023 22:59;13,58
30/12/2023 21:00;30/12/2023 21:59;13,29
30/12/2023 20:00;30/12/2023 20:59;10,1
30/12/2023 19:00;30/12/2023 19:59;10,2
30/12/2023 18:00;30/12/2023 18:59;12,87
30/12/2023 17:00;30/12/2023 17:59;11,51
30/12/2023 16:00;30/12/2023 16:59;9,01
30/12/2023 15:00;30/12/2023 15:59;11,08
30/12/2023 14:00;30/12/2023 14:59;9,89
30/12/2023 13:00;30/12/2023 13:59;8,52
30/12/2023 12:00;30/12/2023 12:59;10,8
30/12/2023 11:00;30/12/2023 11:59;10,41
30/12/2023 10:00;30/12/2023 10:59;13,56
30/12/2023 9:00;30/12/2023 9:59;22,02
30/12/2023 8:00;30/12/2023 8:59;36,03
30/12/2023 7:00;30/12/2023 7:59;34,95
30/12/2023 6:00;30/12/2023 6:59;25,5
30/12/2023 5:00;30/12/2023 5:59;21,62
30/12/2023 4:00;30/12/2023 4:59;24,95
30/12/2023 3:00;30/12/2023 3:59;17,11
30/12/2023 2:00;30/12/2023 2:59;15,69
30/12/2023 1:00;30/12/2023 1:59;11,71
30/12/2023 0:00;30/12/2023 0:59;11,72
29/12/2023 23:00;29/12/2023 23:59;13,3
29/12/2023 22:00;29/12/2023 22:59;16,79
29/12/2023 21:00;29/12/2023 21:59;18,04
29/12/2023 20:00;29/12/2023 20:59;14,65
29/12/2023 19:00;29/12/2023 19:59;15,2
29/12/2023 18:00;29/12/2023 18:59;11,04
29/12/2023 17:00;29/12/2023 17:59;15,15
29/12/2023 16:00;29/12/2023 16:59;11,2
29/12/2023 15:00;29/12/2023 15:59;8,97
29/12/2023 14:00;29/12/2023 14:59;10,09
29/12/2023 13:00;29/12/2023 13:59;10,78
29/12/2023 12:00;29/12/2023 12:59;11,95
29/12/2023 11:00;29/12/2023 11:59;11,36
29/12/2023 10:00;29/12/2023 10:59;24,66
29/12/2023 9:00;29/12/2023 9:59;30,27
29/12/2023 8:00;29/12/2023 8:59;31,18
29/12/2023 7:00;29/12/2023 7:59;35,49
29/12/2023 6:00;29/12/2023 6:59;28,41
29/12/2023 5:00;29/12/2023 5:59;11,53
29/12/2023 4:00;29/12/2023 4:59;9,07
29/12/2023 3:00;29/12/2023 3:59;8,64
29/12/2023 2:00;29/12/2023 2:59;10,67
29/12/2023 1:00;29/12/2023 1:59;8,43
29/12/2023 0:00;29/12/2023 0:59;15,31
28/12/2023 23:00;28/12/2023 23:59;14,41
28/12/2023 22:00;28/12/2023 22:59;15,7
28/12/2023 21:00;28/12/2023 21:59;11,43
28/12/2023 20:00;28/12/2023 20:59;8,17
28/12/2023 17:00;28/12/2023 17:59;12,58
28/12/2023 16:00;28/12/2023 16:59;10,36
28/12/2023 15:00;28/12/2023 15:59;5,96
28/12/2023 14:00;28/12/2023 14:59;6,95
28/12/2023 13:00;28/12/2023 13:59;8,89
28/12/2023 12:00;28/12/2023 12:59;14,2
28/12/2023 11:00;28/12/2023 11:59;13,55
28/12/2023 9:00;28/12/2023 9:59;28,58
28/12/2023 8:00;28/12/2023 8:59;31,4
28/12/2023 7:00;28/12/2023 7:59;39,82
28/12/2023 6:00;28/12/2023 6:59;25,34
28/12/2023 5:00;28/12/2023 5:59;23,17
28/12/2023 4:00;28/12/2023 4:59;18,36
28/12/2023 3:00;28/12/2023 3:59;15,7
28/12/2023 2:00;28/12/2023 2:59;17,25
28/12/2023 1:00;28/12/2023 1:59;15,11
28/12/2023 0:00;28/12/2023 0:59;17,06
27/12/2023 23:00;27/12/2023 23:59;20,94
27/12/2023 22:00;27/12/2023 22:59;25,34
27/12/2023 21:00;27/12/2023 21:59;23,75
27/12/2023 20:00;27/12/2023 20:59;23,7
27/12/2023 19:00;27/12/2023 19:59;14,54
27/12/2023 18:00;27/12/2023 18:59;21,02
27/12/2023 17:00;27/12/2023 17:59;10,37
27/12/2023 16:00;27/12/2023 16:59;10,31
27/12/2023 15:00;27/12/2023 15:59;8,2
27/12/2023 14:00;27/12/2023 14:59;8,5
27/12/2023 13:00;27/12/2023 13:59;7,99
27/12/2023 12:00;27/12/2023 12:59;15,91
27/12/2023 11:00;27/12/2023 11:59;10,9
27/12/2023 10:00;27/12/2023 10:59;26,41
27/12/2023 9:00;27/12/2023 9:59;18,1
27/12/2023 8:00;27/12/2023 8:59;31,24
27/12/2023 7:00;27/12/2023 7:59;22,01
27/12/2023 6:00;27/12/2023 6:59;23,26
27/12/2023 5:00;27/12/2023 5:59;12,8
27/12/2023 4:00;27/12/2023 4:59;15,96
27/12/2023 3:00;27/12/2023 3:59;10,06
27/12/2023 2:00;27/12/2023 2:59;10,23
27/12/2023 1:00;27/12/2023 1:59;5,4
27/12/2023 0:00;27/12/2023 0:59;4,93
26/12/2023 23:00;26/12/2023 23:59;10,75
26/12/2023 22:00;26/12/2023 22:59;7,78
26/12/2023 21:00;26/12/2023 21:59;7,97
26/12/2023 20:00;26/12/2023 20:59;9,58
26/12/2023 19:00;26/12/2023 19:59;7,98
26/12/2023 18:00;26/12/2023 18:59;12,39
26/12/2023 17:00;26/12/2023 17:59;10,71
26/12/2023 16:00;26/12/2023 16:59;10,82
26/12/2023 15:00;26/12/2023 15:59;10,75
26/12/2023 14:00;26/12/2023 14:59;8,82
26/12/2023 13:00;26/12/2023 13:59;10,72
26/12/2023 12:00;26/12/2023 12:59;10,65
26/12/2023 11:00;26/12/2023 11:59;13,03
26/12/2023 10:00;26/12/2023 10:59;12,65
26/12/2023 9:00;26/12/2023 9:59;14,38
26/12/2023 8:00;26/12/2023 8:59;21,4
26/12/2023 7:00;26/12/2023 7:59;16,18
26/12/2023 6:00;26/12/2023 6:59;18,65
26/12/2023 5:00;26/12/2023 5:59;14,62
26/12/2023 4:00;26/12/2023 4:59;12,2
26/12/2023 3:00;26/12/2023 3:59;9,31
26/12/2023 2:00;26/12/2023 2:59;5,44
26/12/2023 1:00;26/12/2023 1:59;4,74
26/12/2023 0:00;26/12/2023 0:59;4,69
25/12/2023 23:00;25/12/2023 23:59;5,4
25/12/2023 22:00;25/12/2023 22:59;8,25
25/12/2023 21:00;25/12/2023 21:59;10,16
25/12/2023 20:00;25/12/2023 20:59;9,25
25/12/2023 19:00;25/12/2023 19:59;10,39
25/12/2023 18:00;25/12/2023 18:59;9,17
25/12/2023 17:00;25/12/2023 17:59;6,89
25/12/2023 16:00;25/12/2023 16:59;5,34
25/12/2023 15:00;25/12/2023 15:59;5,4
25/12/2023 14:00;25/12/2023 14:59;5,07
25/12/2023 13:00;25/12/2023 13:59;4,95
25/12/2023 12:00;25/12/2023 12:59;6,12
25/12/2023 11:00;25/12/2023 11:59;7,81
25/12/2023 10:00;25/12/2023 10:59;11,03
25/12/2023 9:00;25/12/2023 9:59;23,82
25/12/2023 8:00;25/12/2023 8:59;25,74
25/12/2023 7:00;25/12/2023 7:59;29,33
25/12/2023 6:00;25/12/2023 6:59;22,91
25/12/2023 5:00;25/12/2023 5:59;32,64
25/12/2023 4:00;25/12/2023 4:59;27,38
25/12/2023 3:00;25/12/2023 3:59;31,93
25/12/2023 2:00;25/12/2023 2:59;29,84
25/12/2023 1:00;25/12/2023 1:59;26,02
25/12/2023 0:00;25/12/2023 0:59;24,88
24/12/2023 23:00;24/12/2023 23:59;24,88
24/12/2023 22:00;24/12/2023 22:59;25,28
24/12/2023 21:00;24/12/2023 21:59;31,1
24/12/2023 20:00;24/12/2023 20:59;19,19
24/12/2023 19:00;24/12/2023 19:59;15,2
24/12/2023 18:00;24/12/2023 18:59;9,84
24/12/2023 17:00;24/12/2023 17:59;8,77
24/12/2023 16:00;24/12/2023 16:59;6,23
24/12/2023 15:00;24/12/2023 15:59;7,84
24/12/2023 14:00;24/12/2023 14:59;7,18
24/12/2023 13:00;24/12/2023 13:59;7,12
24/12/2023 12:00;24/12/2023 12:59;7,1
24/12/2023 11:00;24/12/2023 11:59;7,31
24/12/2023 10:00;24/12/2023 10:59;13,44
24/12/2023 9:00;24/12/2023 9:59;19,27
24/12/2023 8:00;24/12/2023 8:59;27,44
24/12/2023 7:00;24/12/2023 7:59;26,71
24/12/2023 6:00;24/12/2023 6:59;23,49
24/12/2023 5:00;24/12/2023 5:59;15,59
24/12/2023 4:00;24/12/2023 4:59;17,87
24/12/2023 3:00;24/12/2023 3:59;14,37
24/12/2023 2:00;24/12/2023 2:59;21,33
24/12/2023 1:00;24/12/2023 1:59;25,25
24/12/2023 0:00;24/12/2023 0:59;48,69
23/12/2023 23:00;23/12/2023 23:59;18,44
23/12/2023 22:00;23/12/2023 22:59;28,11
23/12/2023 21:00;23/12/2023 21:59;15,81
23/12/2023 20:00;23/12/2023 20:59;19,12
23/12/2023 19:00;23/12/2023 19:59;17,23
23/12/2023 18:00;23/12/2023 18:59;12,54
23/12/2023 17:00;23/12/2023 17:59;6,89
23/12/2023 16:00;23/12/2023 16:59;6,96
23/12/2023 15:00;23/12/2023 15:59;7,42
23/12/2023 14:00;23/12/2023 14:59;9,81
23/12/2023 13:00;23/12/2023 13:59;11,68
23/12/2023 12:00;23/12/2023 12:59;13,5
23/12/2023 11:00;23/12/2023 11:59;13,67
23/12/2023 10:00;23/12/2023 10:59;18,83
23/12/2023 9:00;23/12/2023 9:59;32,69
23/12/2023 8:00;23/12/2023 8:59;29,42
23/12/2023 7:00;23/12/2023 7:59;35,46
23/12/2023 6:00;23/12/2023 6:59;31,85
23/12/2023 5:00;23/12/2023 5:59;34,68
23/12/2023 4:00;23/12/2023 4:59;26,43
23/12/2023 3:00;23/12/2023 3:59;22,63
23/12/2023 2:00;23/12/2023 2:59;23,28
23/12/2023 1:00;23/12/2023 1:59;19,59
23/12/2023 0:00;23/12/2023 0:59;16,29
22/12/2023 23:00;22/12/2023 23:59;15,21
22/12/2023 22:00;22/12/2023 22:59;20,23
22/12/2023 21:00;22/12/2023 21:59;17,6
22/12/2023 20:00;22/12/2023 20:59;21,68
22/12/2023 19:00;22/12/2023 19:59;17,66
22/12/2023 18:00;22/12/2023 18:59;16,53
22/12/2023 17:00;22/12/2023 17:59;15,13
22/12/2023 16:00;22/12/2023 16:59;14,39
22/12/2023 15:00;22/12/2023 15:59;13,11
22/12/2023 14:00;22/12/2023 14:59;12,31
22/12/2023 13:00;22/12/2023 13:59;9,98
22/12/2023 12:00;22/12/2023 12:59;12,3
22/12/2023 11:00;22/12/2023 11:59;14,15
22/12/2023 10:00;22/12/2023 10:59;19,69
22/12/2023 9:00;22/12/2023 9:59;28,64
22/12/2023 8:00;22/12/2023 8:59;37,52
22/12/2023 7:00;22/12/2023 7:59;26,85
22/12/2023 6:00;22/12/2023 6:59;24,87
22/12/2023 5:00;22/12/2023 5:59;15,56
22/12/2023 4:00;22/12/2023 4:59;14,5
22/12/2023 3:00;22/12/2023 3:59;16,34
22/12/2023 2:00;22/12/2023 2:59;17,14
22/12/2023 1:00;22/12/2023 1:59;13,44
22/12/2023 0:00;22/12/2023 0:59;18,22
21/12/2023 23:00;21/12/2023 23:59;19,43
21/12/2023 22:00;21/12/2023 22:59;19,04
21/12/2023 21:00;21/12/2023 21:59;18,36
21/12/2023 20:00;21/12/2023 20:59;21,39
21/12/2023 19:00;21/12/2023 19:59;18,18
21/12/2023 18:00;21/12/2023 18:59;16,85
21/12/2023 17:00;21/12/2023 17:59;14,38
21/12/2023 16:00;21/12/2023 16:59;14,98
21/12/2023 15:00;21/12/2023 15:59;10,24
21/12/2023 14:00;21/12/2023 14:59;9,24
21/12/2023 13:00;21/12/2023 13:59;10,59
21/12/2023 12:00;21/12/2023 12:59;11,34
21/12/2023 11:00;21/12/2023 11:59;12,39
21/12/2023 10:00;21/12/2023 10:59;13,47
21/12/2023 9:00;21/12/2023 9:59;31,87
21/12/2023 8:00;21/12/2023 8:59;40,87
21/12/2023 7:00;21/12/2023 7:59;42,22
21/12/2023 6:00;21/12/2023 6:59;40,98
21/12/2023 5:00;21/12/2023 5:59;31,58
21/12/2023 4:00;21/12/2023 4:59;22,84
21/12/2023 3:00;21/12/2023 3:59;18,41
21/12/2023 2:00;21/12/2023 2:59;19,8
21/12/2023 1:00;21/12/2023 1:59;24,78
21/12/2023 0:00;21/12/2023 0:59;22,84
20/12/2023 23:00;20/12/2023 23:59;26,06
20/12/2023 22:00;20/12/2023 22:59;23,45
20/12/2023 21:00;20/12/2023 21:59;14,34
20/12/2023 20:00;20/12/2023 20:59;21,08
20/12/2023 19:00;20/12/2023 19:59;11,65
20/12/2023 18:00;20/12/2023 18:59;12,64
20/12/2023 17:00;20/12/2023 17:59;10,3
20/12/2023 16:00;20/12/2023 16:59;8,64
20/12/2023 15:00;20/12/2023 15:59;8,05
20/12/2023 14:00;20/12/2023 14:59;8,41
20/12/2023 13:00;20/12/2023 13:59;10,02
20/12/2023 12:00;20/12/2023 12:59;10,48
20/12/2023 11:00;20/12/2023 11:59;8,89
20/12/2023 10:00;20/12/2023 10:59;18,43
20/12/2023 9:00;20/12/2023 9:59;23,93
20/12/2023 8:00;20/12/2023 8:59;31,47
20/12/2023 7:00;20/12/2023 7:59;25,42
20/12/2023 6:00;20/12/2023 6:59;16,02
20/12/2023 5:00;20/12/2023 5:59;7,11
20/12/2023 4:00;20/12/2023 4:59;12,4
20/12/2023 3:00;20/12/2023 3:59;12,81
20/12/2023 2:00;20/12/2023 2:59;10,86
20/12/2023 1:00;20/12/2023 1:59;14,02
20/12/2023 0:00;20/12/2023 0:59;12,77
19/12/2023 23:00;19/12/2023 23:59;11,21
19/12/2023 22:00;19/12/2023 22:59;12,06
19/12/2023 21:00;19/12/2023 21:59;12,29
19/12/2023 20:00;19/12/2023 20:59;16,91
19/12/2023 19:00;19/12/2023 19:59;10,69
19/12/2023 18:00;19/12/2023 18:59;12,19
19/12/2023 16:00;19/12/2023 16:59;13,08
19/12/2023 15:00;19/12/2023 15:59;11,67
19/12/2023 14:00;19/12/2023 14:59;9,6
19/12/2023 13:00;19/12/2023 13:59;14,54
19/12/2023 12:00;19/12/2023 12:59;18,61
19/12/2023 11:00;19/12/2023 11:59;14,61
19/12/2023 10:00;19/12/2023 10:59;22,48
19/12/2023 9:00;19/12/2023 9:59;20,87
19/12/2023 8:00;19/12/2023 8:59;21,91
19/12/2023 7:00;19/12/2023 7:59;15,99
19/12/2023 6:00;19/12/2023 6:59;14,91
19/12/2023 5:00;19/12/2023 5:59;11,44
19/12/2023 4:00;19/12/2023 4:59;11,95
19/12/2023 3:00;19/12/2023 3:59;11,97
19/12/2023 2:00;19/12/2023 2:59;11,36
19/12/2023 1:00;19/12/2023 1:59;10,56
19/12/2023 0:00;19/12/2023 0:59;11,51
18/12/2023 23:00;18/12/2023 23:59;14,68
18/12/2023 22:00;18/12/2023 22:59;19,63
18/12/2023 21:00;18/12/2023 21:59;25,53
18/12/2023 20:00;18/12/2023 20:59;23,71
18/12/2023 19:00;18/12/2023 19:59;22,77
18/12/2023 18:00;18/12/2023 18:59;12,49
18/12/2023 17:00;18/12/2023 17:59;17,46
18/12/2023 16:00;18/12/2023 16:59;18,22
18/12/2023 15:00;18/12/2023 15:59;14,07
18/12/2023 14:00;18/12/2023 14:59;14,84
18/12/2023 13:00;18/12/2023 13:59;9,97
18/12/2023 12:00;18/12/2023 12:59;10,97
18/12/2023 11:00;18/12/2023 11:59;11,01
18/12/2023 10:00;18/12/2023 10:59;12,57
18/12/2023 9:00;18/12/2023 9:59;16,93
18/12/2023 8:00;18/12/2023 8:59;17,64
18/12/2023 7:00;18/12/2023 7:59;16,74
18/12/2023 6:00;18/12/2023 6:59;10,91
18/12/2023 5:00;18/12/2023 5:59;8,13
18/12/2023 4:00;18/12/2023 4:59;7,99
18/12/2023 3:00;18/12/2023 3:59;8,4
18/12/2023 2:00;18/12/2023 2:59;11,22
18/12/2023 1:00;18/12/2023 1:59;10,21
18/12/2023 0:00;18/12/2023 0:59;10,56
17/12/2023 23:00;17/12/2023 23:59;10,02
17/12/2023 22:00;17/12/2023 22:59;16,45
17/12/2023 21:00;17/12/2023 21:59;14,41
17/12/2023 20:00;17/12/2023 20:59;13,31
17/12/2023 19:00;17/12/2023 19:59;11,49
