Fecha;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar;
10/04/2024 16:00;40,6;26,6;2,4;152;1;6,6;7,6;0,1;0,28;35,7;0;23,4;562;32;0;486;
10/04/2024 17:00;38,4;22,8;4;305;3;15;18;0,7;0,43;35,6;0;20,1;562;65;0;252;
10/04/2024 18:00;47,6;26,2;3,5;307;1,5;17,3;18,8;0,7;0,56;32,3;0;18,4;563;77;0;64;
10/04/2024 19:00;41,1;18,2;3;295;0,5;18,2;18,7;0,7;0,57;29,7;0;17,2;563;82;0;0;
10/04/2024 20:00;44,6;32,8;2,1;295;0,7;26,8;27,5;1,2;0,66;20,7;0;17,1;564;81;0;0;
10/04/2024 21:00;48,1;29,1;1,4;307;0,5;28,1;28,6;1,5;0,63;18,7;0;16,9;564;78;0;0;
10/04/2024 22:00;56,9;21,4;0,8;250;6,3;42,5;48,8;2,2;0,96;4,6;0;16,9;565;63;0;0;
10/04/2024 23:00;53,6;20,4;0,8;234;1,4;31,6;33;1,8;0,63;14,3;0;16,3;565;63;0;0;
11/04/2024 0:00;53,3;32,5;0,9;221;0;17,9;17,9;1,9;0,39;23,5;0;15,6;565;68;0;0;
11/04/2024 1:00;58,6;35,3;0,8;231;0;13,1;12,9;2,4;0,3;24,6;0;15,2;565;68;0;0;
11/04/2024 2:00;50,8;32,9;0,8;218;0;15;14,6;1,9;0,31;22,3;0;14,7;564;70;0;0;
11/04/2024 3:00;54,7;38,3;0,9;244;0;14;13,6;1,9;0,28;21;0;13,8;564;70;0;0;
11/04/2024 4:00;44,7;31;0,7;255;8,8;37,2;46,1;3,4;0,5;2,9;0;13,1;564;78;0;0;
11/04/2024 5:00;57;34,2;0,6;219;3,2;33,8;36,9;2,3;0,44;4,8;0;12,5;564;74;0;0;
11/04/2024 6:00;47,1;36,2;0;234;24,7;38;62,6;1,4;0,74;2,1;0;12;564;74;0;2;
11/04/2024 7:00;50,1;29,9;0,5;251;101,5;45,9;147,4;1,9;2,05;1,7;0;12,9;565;70;0;84;
11/04/2024 8:00;73,5;41,6;1;330;64,2;51,5;115,7;3,2;1,79;7,5;0;15,2;565;59;0;298;
11/04/2024 9:00;82;55,9;0,9;272;21,3;41,7;63;2,1;1;19,1;0;17,8;565;45;0;428;
11/04/2024 10:00;71,1;40,8;3,5;154;3;9;12;0,7;0,25;29;0;19,2;565;32;0;638;
11/04/2024 11:00;46,5;28,9;2,4;145;1,7;6,9;8,6;0,7;0,24;31,3;0;20;565;33;0;715;
11/04/2024 12:00;39,9;28,6;1,8;223;0,9;6,4;7,3;0,7;0,23;33,6;0;21,2;565;29;0;856;
11/04/2024 13:00;38,5;26,9;1,7;282;0,2;6;6,2;0,7;0,24;39,6;0;21,9;564;27;0;787;
11/04/2024 14:00;28,4;28,4;3,2;303;2,2;15,3;17,5;1,9;0,41;48,3;0;22,4;563;41;0;611;
11/04/2024 15:00;43,6;28,1;4,6;290;1,8;14,4;16,2;2;0,39;48;0;21,6;563;53;0;681;
11/04/2024 16:00;51,4;23,9;4,2;292;2;15,3;17,3;1,9;0,42;45,1;0;20,7;563;60;0;436;
11/04/2024 17:00;55;28,8;3,2;296;1,7;18,2;19,9;2;0,47;42,7;0;20;563;65;0;243;
11/04/2024 18:00;55,3;20,7;2,8;299;0,8;22,5;23,3;2;0,59;38,7;0;19;564;71;0;64;
11/04/2024 19:00;56,1;28;2,2;285;0,3;28,8;29,2;1,9;0,72;28,4;0;18,2;564;72;0;0;
11/04/2024 20:00;54,9;32,8;1,1;210;0,9;23,1;24;1,2;0,71;23,3;0;17,8;564;63;0;0;
11/04/2024 21:00;52,9;23,2;0,9;227;1,2;26,7;28;1,3;0,65;19,7;0;16,9;565;67;0;0;
11/04/2024 22:00;54,5;33,6;1,5;183;3,5;33,3;36,9;1,9;0,72;14,8;0;16,6;565;60;0;0;
11/04/2024 23:00;53,2;30,3;1;206;2,6;28,6;31,3;1,9;0,58;16,9;0;16;565;62;0;0;
12/04/2024 0:00;57,5;22;1,2;206;0,2;20;20,1;2,4;0,4;22,1;0;15,6;565;66;0;0;
12/04/2024 1:00;47,5;35,3;1,4;194;0;16,9;16,6;1,8;0,37;22,6;0;15,3;565;64;0;0;
12/04/2024 2:00;48,5;38,4;1;223;0;9,9;9,6;1,7;0,31;28,7;0;14,9;565;64;0;0;
12/04/2024 3:00;44,1;28;1,3;200;0;9;8,5;0,9;0,3;27;0;14,3;565;63;0;0;
12/04/2024 4:00;41,4;24,6;1;218;0;13,7;13,4;0,9;0,32;20,5;0;13,7;565;58;0;0;
12/04/2024 5:00;31,4;21,9;0,6;231;0,3;27,3;27,7;1,3;0,41;13,8;0;13;565;64;0;0;
12/04/2024 6:00;40,7;25,3;0,7;233;1;33,6;34,6;1,4;0,56;12,8;0;12,9;565;70;0;1;
12/04/2024 7:00;55,3;27,7;0,9;204;11,9;38,8;50,7;1,6;0,95;11,7;0;13,9;565;65;0;84;
12/04/2024 8:00;45,5;41,5;0,9;175;21,5;42,1;63,6;1,4;1,1;15;0;15,7;566;54;0;280;
12/04/2024 9:00;63,8;41,6;0,9;334;27,5;53,5;81;1,4;1,34;18,3;0;17,3;566;47;0;498;
12/04/2024 10:00;51,3;44,4;1,3;229;11,9;41;52,8;1,1;0,96;30,4;0;19;566;38;0;639;
12/04/2024 11:00;59,9;41,5;1,5;294;2,1;12,4;14,5;0,8;0,41;35,9;0;20,8;565;32;0;855;
12/04/2024 12:00;59,9;50,5;2;273;2,2;10,4;12,7;0,7;0,36;38,8;0;22,4;564;28;0;913;
12/04/2024 13:00;57,3;43,4;1,7;258;0,6;10,1;10,7;0,7;0,39;42,2;0;23,1;564;28;0;599;
12/04/2024 14:00;48,2;32,4;2,3;156;0,8;7,3;8,1;0,7;0,35;32,8;0;23,2;563;30;0;450;
12/04/2024 15:00;38,9;31,4;4,5;288;2,4;14,5;16,9;2;0,51;39,7;0;22;563;52;0;570;
12/04/2024 16:00;52,4;29,4;4,4;294;3,5;17,9;21,3;1,9;0,53;37,8;0;21,5;563;57;0;388;
12/04/2024 17:00;56,9;26,7;4;311;2,2;16,7;18,9;1,9;0,55;37,5;0;20,4;563;67;0;297;
12/04/2024 18:00;65,7;29;3,2;313;0,7;16,7;17,4;1,5;0,62;35,8;0;18,4;563;78;0;75;
12/04/2024 19:00;63,8;33,7;2,3;315;0,1;21,9;21,9;1,5;0,74;30,5;0;17,5;564;84;0;0;
12/04/2024 20:00;62,2;34,6;1,7;291;0,5;30,8;31,3;1,7;0,88;21,1;0;17,5;564;81;0;0;
12/04/2024 21:00;59,7;25,7;1,3;220;1,8;33;34,8;1,5;0,83;18,1;0;17,4;565;62;0;0;
12/04/2024 22:00;61,8;37,1;0,9;226;1,4;28,9;30,3;1,3;0,8;17,5;0;16,5;565;63;0;0;
12/04/2024 23:00;59,4;31,1;0,8;215;1,4;30,2;31,6;1,8;0,76;14,6;0;16,1;565;59;0;0;
13/04/2024 0:00;49,1;30,5;0,7;229;1,5;31;32,5;1,1;0,7;12,9;0;15,6;565;60;0;0;
13/04/2024 1:00;45,7;29,8;0,9;213;1,1;30,4;31,5;1,8;0,59;9,8;0;15,1;565;64;0;0;
13/04/2024 2:00;50,3;38,7;0,4;238;0;25,5;25,5;2,1;0,47;13,9;0;14,4;565;62;0;0;
13/04/2024 3:00;44,8;27,9;0,7;189;0;24,7;24,6;1,5;0,45;14,7;0;14,1;564;62;0;0;
13/04/2024 4:00;41,8;22,6;0,5;218;0,9;28,9;29,7;1,4;0,55;8,3;0;13,2;565;66;0;0;
13/04/2024 5:00;48,6;26,3;0,6;357;7;46,4;53,5;2,3;0,73;2,2;0;12,8;565;78;0;0;
13/04/2024 6:00;51,2;37;0;254;19,6;46,1;65,7;1,8;0,85;1,6;0;12,2;565;67;0;1;
13/04/2024 7:00;50,1;39,3;0,5;247;21,6;41,3;62,8;2,3;0,97;5,9;0;13,3;565;57;0;74;
13/04/2024 8:00;50;36,6;0,7;330;33,8;46,8;80,6;3,1;1,31;10,2;0;15,7;565;50;0;274;
13/04/2024 9:00;64,5;45,7;1,2;345;27,1;50;77,1;3,2;1,15;18,5;0;17,1;565;44;0;500;
13/04/2024 10:00;70,4;45,3;1,4;22;14,4;42,4;56,8;2,8;0,92;28,9;0;18,9;565;37;0;691;
13/04/2024 11:00;65;39,9;1,4;310;8,1;37,8;45,9;2,3;0,81;39,7;0;21,1;565;33;0;810;
13/04/2024 12:00;73;35,8;1,9;310;3,1;24;27,2;1,6;0,58;45,2;0;22,7;564;32;0;797;
13/04/2024 13:00;65,1;38,2;2,7;117;0,6;6,9;7,5;1,2;0,35;33,5;0;23,8;564;31;0;914;
13/04/2024 14:00;55,7;32,9;2,5;292;0,6;11,6;12,3;2;0,49;44;0;23,7;563;40;0;592;
13/04/2024 15:00;63,5;32,5;4,3;306;1,8;18,9;20,7;2,8;0,59;48,9;0;22,2;563;60;0;575;
13/04/2024 16:00;66,6;37,9;4,3;308;1,2;12,6;13,8;2,2;0,5;46;0;21;563;66;0;482;
13/04/2024 17:00;70,4;33,9;3,8;288;0,9;14,2;15,1;2;0,54;40,8;0;19,5;563;73;0;148;
13/04/2024 18:00;72,9;40,5;3,1;296;1,1;23,4;24,5;2,5;0,66;31,5;0;18,5;563;80;0;31;
13/04/2024 19:00;63,9;34;2,1;312;0,1;23,3;23,4;2,2;0,68;30,5;0;17,3;563;86;0;0;
13/04/2024 20:00;64,3;42,9;0,8;329;0;23,2;22,9;2,1;0,62;27,5;0;17,1;564;88;0;0;
13/04/2024 21:00;65,4;40,2;1,6;131;0,1;15,5;15,6;1,9;0,52;24,2;0;18;564;66;0;0;
13/04/2024 22:00;57;29,3;1,4;179;1,8;18,2;20;1,7;0,55;21,6;0;17,5;564;64;0;0;
13/04/2024 23:00;47,2;34,7;0,9;223;2,8;20,9;23,7;1,7;0,56;17,7;0;16,7;565;67;0;0;
14/04/2024 0:00;47;29,3;0,7;238;0,3;18,8;19,1;1,6;0,46;18;0;15,9;565;70;0;0;
14/04/2024 1:00;46,8;25,9;0,7;216;0;18;17,9;1,6;0,44;18,6;0;15,5;564;66;0;0;
14/04/2024 2:00;36,3;30,1;1;197;0;18,1;17,9;1,3;0,4;18,8;0;15,1;564;52;0;0;
14/04/2024 3:00;28,2;21,4;0,8;214;2,2;16,9;19,2;1,6;0,39;18,6;0;14,4;563;64;0;0;
14/04/2024 4:00;32,2;25,7;0,9;195;0;15,7;15,5;1,3;0,4;16;0;13,9;563;68;0;0;
14/04/2024 5:00;31,1;26,1;0;224;0,4;27,9;28,3;1,1;0,51;6,7;0;13,4;564;68;0;0;
14/04/2024 6:00;35,5;25,2;0,6;181;3,6;30,5;34,1;1,6;0,62;4,3;0;13,3;564;71;0;1;
14/04/2024 7:00;45;34,3;0,6;157;14,2;33,6;47,9;1,7;0,78;5,1;0;13,7;564;71;0;73;
14/04/2024 8:00;43,9;28,8;0,7;269;7,7;23,4;31;1,7;0,65;17,4;0;15,5;564;60;0;236;
14/04/2024 9:00;40,5;30,8;0,9;327;6,9;23,1;30;1,7;0,7;21,9;0;16,8;565;56;0;411;
14/04/2024 10:00;0;45,7;1,5;320;10,2;29,8;40;1,7;0,74;27,9;0;18,5;565;51;0;662;
14/04/2024 11:00;45,5;44,4;1,5;307;2,8;16,9;19,7;1,3;0,51;38,6;0;20,4;564;41;0;796;
14/04/2024 12:00;48,2;42,1;1,9;333;1,2;14,9;16,2;1,3;0,49;48,7;0;22,1;564;36;0;768;
14/04/2024 13:00;42,6;41,8;2;278;0,9;10,7;11,6;1,5;0,42;47,8;0;23;563;36;0;590;
14/04/2024 14:00;52,6;30,2;3,9;284;0,7;13,4;14,1;2,5;0,51;54,6;0;22,6;562;47;0;540;
14/04/2024 15:00;54,8;35,3;4,4;292;1,3;12,8;14,2;2,5;0,48;42,7;0;21,9;562;56;0;539;
14/04/2024 16:00;60,5;37;4,1;303;1;12,9;14;2,3;0,48;33,7;0;19,7;562;71;0;164;
14/04/2024 17:00;66,3;37,2;3,5;318;1,1;11,3;12,4;2,1;0,46;33;0;18,9;562;76;0;154;
14/04/2024 18:00;61,7;38,3;2,4;321;0,1;11;11,1;1,8;0,47;32,4;0;17,9;562;82;0;31;
14/04/2024 19:00;60,6;30,5;2;320;0;17,9;17,8;1,8;0,62;26;0;17,1;563;87;0;0;
14/04/2024 20:00;62,8;33,1;1,5;321;0,2;29,2;29,5;1,9;0,82;15,8;0;16,8;563;86;0;0;
14/04/2024 21:00;54,4;40;0,7;237;0,7;27,6;28,3;1,8;0,74;17,1;0;17,1;564;73;0;0;
14/04/2024 22:00;55,2;28,9;0,9;198;1,2;30,1;31,3;2,4;0,79;11,9;0;16,8;564;71;0;0;
14/04/2024 23:00;53,8;29,2;1;175;0,9;30,9;31,7;2;0,71;8;0;16,3;564;69;0;0;
15/04/2024 0:00;47,5;31,9;0,6;234;3,4;28,8;32,2;3,2;0,68;6,8;0;15,8;564;66;0;0;
15/04/2024 1:00;53,2;28,9;0,5;220;2,9;31,6;34,5;4;0,62;6;0;15,3;563;69;0;0;
15/04/2024 2:00;43,6;32,4;0,7;248;0,6;25,6;26,2;3,3;0,47;6,3;0;14,7;563;66;0;0;
15/04/2024 3:00;47;29,7;0,6;258;0;23,1;23;4,8;0,42;8,1;0;14,6;563;64;0;0;
15/04/2024 4:00;47,1;31;0,7;259;1,7;27,8;29,5;3,3;0,44;3,7;0;13,9;563;66;0;0;
15/04/2024 5:00;49,8;29,4;0,5;299;17,3;32,6;49,9;3,3;0,59;1,6;0;13;563;69;0;0;
15/04/2024 6:00;50,4;35,5;0,7;329;70,8;38;108,8;4,6;1,25;1,6;0;12,6;563;75;0;1;
15/04/2024 7:00;65,3;44,9;0,6;269;93,2;44,3;137,5;8,8;1,69;2,4;0;13,7;564;74;0;78;
15/04/2024 8:00;73,5;49,4;0,9;165;63,2;46,4;109,7;6,6;1,61;6,7;0;15,9;564;61;0;294;
15/04/2024 9:00;88,2;56,2;0,9;315;30,9;55,1;85,9;7,6;1,48;16,9;0;17,8;564;54;0;501;
15/04/2024 10:00;81,9;58,2;1,5;201;0;0;0;0;0;0;0;20,2;564;41;0;669;
15/04/2024 11:00;71,9;53,2;1,4;265;0;0;0;0;0;0;0;21,6;564;34;0;841;
15/04/2024 12:00;0;0;2,2;250;0;0;0;0;0;0;0;22,9;563;29;0;699;
15/04/2024 13:00;52;31,5;2,2;293;1,6;9,3;11;1,5;0,35;43,4;0;23,5;563;31;0;696;
15/04/2024 14:00;55,7;31,3;4,1;294;2,2;16,2;18,4;2,7;0,51;50,3;0;22,1;562;52;0;556;
15/04/2024 15:00;62,2;36,3;3,7;299;2,4;17,5;19,8;2,8;0,52;44,7;0;21,4;562;56;0;240;
15/04/2024 16:00;63,8;31,4;4,3;295;2,8;18,5;21,2;2,6;0,53;41;0;21;562;63;0;252;
15/04/2024 17:00;65;41,8;3,5;292;2;17,1;19,1;2,3;0,53;38;0;19,3;562;74;0;113;
15/04/2024 18:00;64,2;45,5;2,7;293;2,1;19,8;21,9;2,1;0,65;34,3;0;18,3;562;79;0;33;
15/04/2024 19:00;69,9;37,9;1,4;291;1,3;36,8;38,1;2,6;0,98;21,1;0;17,8;563;82;0;0;
15/04/2024 20:00;74,6;45,4;1,1;314;1,3;41,7;43;2,5;1,08;17,4;0;17,7;563;82;0;0;
15/04/2024 21:00;77,4;37,8;1,3;317;2,6;47,7;50,3;3;1,14;13,9;0;18;564;81;0;0;
15/04/2024 22:00;80,5;48,2;0,9;317;0,5;32,6;33,1;2,6;0,83;22,7;0;17,9;564;78;0;0;
15/04/2024 23:00;79,5;44,2;1;241;0,9;27,4;28,3;2,7;0,63;18;0;17,7;565;70;0;0;
16/04/2024 0:00;69,1;40,8;0,8;238;0,5;18,7;19,2;1,8;0,45;21,6;0;17;565;73;0;0;
16/04/2024 1:00;67,6;38,1;0,6;208;0,5;22,7;23,2;1,9;0,47;15,8;0;16,4;564;75;0;0;
16/04/2024 2:00;59,4;43,8;0,6;249;0,5;23,2;23,6;1,4;0,41;12,8;0;15,8;564;72;0;0;
16/04/2024 3:00;51;33,2;0,6;221;0,7;21,4;22,1;1,9;0,36;12,9;0;15,2;563;68;0;0;
16/04/2024 4:00;42,9;36,4;0,6;224;0,7;23,4;24,1;2,9;0,29;12,7;0;14,7;564;60;0;0;
16/04/2024 5:00;39,6;26,8;0,6;236;1,7;28,7;30,4;1,8;0,36;9,4;0;14,5;564;60;0;0;
16/04/2024 6:00;36,9;20,1;0,3;238;42,9;44,1;87;3,9;0,96;1,7;0;13,6;564;63;0;1;
16/04/2024 7:00;47,2;24,1;0,5;281;53,8;45,4;99,3;4,8;1,36;0;0;14,4;564;56;0;82;
16/04/2024 8:00;61,4;33,6;0,7;299;39,9;49,7;89,6;3,8;1,62;8,2;0;17;564;48;0;269;
16/04/2024 9:00;65,9;37,4;1,2;265;34,5;60,9;95,4;6,3;1,54;15,1;0;18,3;565;49;0;471;
16/04/2024 10:00;85,5;54,2;1,5;294;16,2;53,4;69,6;4,7;1,21;31,5;0;20;564;44;0;658;
16/04/2024 11:00;82,6;56;1,4;225;7,4;38,1;45,5;2,5;0,86;43,7;0;22,6;564;32;0;798;
16/04/2024 12:00;73,1;47,4;3,1;173;2,7;9,2;11,9;0,4;0,27;34,7;0;24,5;563;17;0;914;
16/04/2024 13:00;59,1;36,6;3,2;174;2,3;8,2;10,6;0,3;0,25;34,8;0;25;563;18;0;908;
16/04/2024 14:00;54,9;26,3;3;189;2,5;8,9;11,4;0,5;0,3;33,9;0;24,9;563;27;0;761;
16/04/2024 15:00;52,7;25,8;3,5;179;2,9;11;13,8;0,6;0,33;34,2;0;23,4;562;33;0;374;
16/04/2024 16:00;38,6;24,3;3,8;169;3,8;13,9;17,7;0,6;0,38;33,2;0;22,9;562;30;0;258;
16/04/2024 17:00;44,7;21,8;3,4;296;3,6;16,9;20,5;1,5;0,47;29,9;0;21,1;562;59;0;225;
16/04/2024 18:00;46,3;22,1;3,9;298;2,6;18,4;21;1,6;0,55;26,2;0;18,5;562;79;0;62;
16/04/2024 19:00;52,8;22,8;1,9;319;1,2;21,7;22,9;1,8;0,63;21,3;0;17,4;563;83;0;0;
16/04/2024 20:00;59;37,8;1,2;316;1;25,1;26,1;1,2;0,7;21,2;0;17,6;564;75;0;0;
16/04/2024 21:00;48,4;30,2;0,9;293;1,7;34,5;36,3;1,3;0,84;13,3;0;17,4;564;78;0;0;
16/04/2024 22:00;55,6;25,7;1,4;197;1,3;19,1;20,4;1;0,53;27,2;0;17,4;565;63;0;0;
16/04/2024 23:00;52,6;32,1;0,8;232;3,2;22,9;26,1;0,9;0,52;23,6;0;16,6;565;61;0;0;
17/04/2024 0:00;52;30,7;0,9;206;0,6;15,7;16,4;0,9;0,35;27,9;0;16,1;565;55;0;0;
17/04/2024 1:00;45,7;27;0,8;224;0,4;14,8;15,2;1,7;0,31;26,5;0;15,7;565;51;0;0;
17/04/2024 2:00;39,3;27,8;0,9;223;0,6;12,2;12,7;1,3;0,26;28,4;0;15,3;564;52;0;0;
17/04/2024 3:00;44,2;24,8;1,5;197;0,5;9,6;10,1;1,6;0,25;31,6;0;15;564;53;0;0;
17/04/2024 4:00;42,9;23,5;0,9;222;0,4;10,9;11,3;2,2;0,27;28,8;0;14,1;564;61;0;0;
17/04/2024 5:00;30,7;24,8;1,2;180;0,6;15,4;16;1,9;0,32;23,9;0;14,2;564;57;0;0;
17/04/2024 6:00;37,8;36,7;1,2;29;10,3;48,3;58,6;2,2;0,73;3,4;0;13,5;564;72;0;2;
17/04/2024 7:00;43,9;31,7;0,9;333;36,3;52,7;89;2,9;1,28;4,7;0;14,1;564;70;0;102;
17/04/2024 8:00;70;36,5;1,5;22;21,9;44,8;66,7;2,6;1,13;14,2;0;15,8;564;59;0;277;
17/04/2024 9:00;75,4;50,2;1,2;334;25,6;51,8;77,4;2,5;1,29;16,6;0;17,7;565;52;0;379;
17/04/2024 10:00;69;45,2;2;197;11,2;34,9;46,1;2,1;0,87;25,6;0;19,5;565;44;0;457;
17/04/2024 11:00;71,9;43;2,9;157;2,7;7;9,7;1,2;0,33;28,1;0;21,3;565;42;0;775;
17/04/2024 12:00;48,2;38;2,8;150;3,7;5,5;9,1;1,2;0,33;28,4;0;22,2;565;41;0;882;
17/04/2024 13:00;52,1;39,7;4;149;2,7;6,3;9,1;1,1;0,32;25;0;23,1;564;36;0;846;
17/04/2024 14:00;48;28,5;3,8;150;2;5,4;7,4;1,1;0,3;25,8;0;23,4;563;35;0;797;
17/04/2024 15:00;39,9;30,3;3,1;190;2,3;7,6;9,9;1,4;0,36;27,9;0;22,2;563;46;0;359;
17/04/2024 16:00;43,7;22;4,1;303;5,4;19,2;24,6;2,2;0,52;26,5;0;18,5;562;77;0;276;
17/04/2024 17:00;44,3;24,7;3,5;308;3,9;18,2;22,1;1,7;0,53;27,9;0;17,5;563;69;0;134;
17/04/2024 18:00;45,5;22,9;2;324;1,6;18,4;20;1,4;0,56;27,8;0;16,9;564;64;0;7;
17/04/2024 19:00;52;26,1;0,6;332;0,5;22,5;23;1,4;0,69;22;0;17,3;564;62;0;0;
17/04/2024 20:00;47,1;23,3;1,3;198;1,9;26;27,9;1,4;0,74;13,3;0;17,9;564;60;0;0;
17/04/2024 21:00;50,2;26,9;0,8;261;2,6;35,8;38,4;1,6;0,91;7,1;0;17,7;564;62;0;0;
17/04/2024 22:00;39,6;25,6;1,9;330;12,4;49,8;62,2;2,8;1,07;3;0;16,8;565;67;0;0;
17/04/2024 23:00;68,1;40,8;1,7;322;7,5;45,6;53,1;2,4;0,86;3,8;0;16,1;565;75;0;0;
18/04/2024 0:00;63,7;33,8;1,4;342;1,2;22,8;23,9;1,7;0,47;15,3;0;15,3;565;82;0;0;
18/04/2024 1:00;63,2;35,7;0,4;306;0,3;26;26,3;1,3;0,53;11,2;0;15,5;565;82;0;0;
18/04/2024 2:00;56,7;33,3;0,6;255;4,1;35,3;39,4;2,6;0,67;4,6;0;15,5;564;81;0;0;
18/04/2024 3:00;65;44,7;1,1;291;16,6;38,5;55,2;4,3;0,77;1,6;0;15,1;564;80;0;0;
18/04/2024 4:00;73,3;42,7;1,1;317;7,6;36,6;44,2;4,4;0,68;2,5;0;14,5;564;82;0;0;
18/04/2024 5:00;75,1;49;0,7;326;5,2;38,3;43,5;2,6;0,58;2,3;0;14,1;564;83;0;0;
18/04/2024 6:00;65;45,1;0,8;325;22,3;43,7;66;2;0,84;1,9;0;14,2;564;84;0;1;
18/04/2024 7:00;78,1;47,1;0,7;321;36,8;42;78,8;3,2;1,18;2,9;0;14,9;564;82;0;58;
18/04/2024 8:00;80,9;49,1;0,8;296;55,1;45,2;100,3;4,9;1,46;3,8;0;16,2;565;76;0;175;
18/04/2024 9:00;80,4;55,5;1,1;313;43,7;46,4;90;5,8;1,38;9,5;0;17,7;565;69;0;389;
18/04/2024 10:00;91;66,4;1,4;312;15,7;41,2;56,8;3,6;1,08;16,9;0;18,6;565;63;0;265;
18/04/2024 11:00;78,1;64,4;1,9;300;11,7;46,3;58,1;4,1;1,03;19;0;19,2;565;61;0;218;
18/04/2024 12:00;95,2;54,5;2,8;306;6,4;28,4;34,8;3,4;0,68;31;0;19,8;564;60;0;255;
18/04/2024 13:00;96,9;67,3;3,4;283;4,3;22,8;27,1;2,7;0,59;28,1;0;18,7;564;69;0;173;
18/04/2024 14:00;94;55,4;2,5;282;4,2;21,9;26,1;2,4;0,58;28,8;0;19,1;563;70;0;219;
18/04/2024 15:00;87,4;50,8;2,8;293;4,1;19,8;24;2,1;0,52;31,4;0;19,4;563;70;0;249;
18/04/2024 16:00;81,2;48,9;3;304;4,1;24,8;28,9;1,8;0,64;24,6;0;18,5;563;78;0;95;
18/04/2024 17:00;75,4;43,2;2,1;27;4,5;33,7;38,2;1,7;0,77;13,5;0;16,5;563;83;1,2;6;
18/04/2024 18:00;64,8;42,3;1;9;7,6;29,7;37,3;1,6;1,08;8,7;0;15,1;563;88;0,3;8;
18/04/2024 19:00;55,6;30,2;1,2;46;27;43,5;70,5;1,6;1,58;1,5;0;15,4;564;90;0,1;0;
18/04/2024 20:00;45,2;28,4;0,4;304;39,5;44,4;83,9;1,5;1,82;0,7;0;15,7;565;90;0;0;
18/04/2024 21:00;38,1;27,9;0,7;352;65,4;46,7;112,1;1,5;2,36;2;0;16,2;565;88;0;0;
18/04/2024 22:00;44;32,3;1;58;52,6;45,3;98;1,4;1,75;1,1;0;16,4;565;88;0;0;
18/04/2024 23:00;47,4;37,8;1,2;121;43,4;33,8;77,2;1,3;1,32;2;0;15,8;565;90;0;0;
19/04/2024 0:00;37,3;27,6;0,7;187;8,2;26,6;34,8;1;0,72;3,5;0;16,2;565;82;0;0;
19/04/2024 1:00;31,1;25;1;21;18,6;31,7;50,3;1;0,84;1,6;0;15,6;565;92;0;0;
19/04/2024 2:00;34,9;23,6;0,7;314;12,2;30,6;42,7;0,9;0,69;1,4;0;15,4;564;93;0;0;
19/04/2024 3:00;30,8;20,8;1,3;266;6,4;21,4;27,8;1,3;0,45;5,1;0;15,7;564;84;0;0;
19/04/2024 4:00;23,7;21,1;1,4;303;3,8;23,8;27,6;2,1;0,44;6,2;0;15;564;89;0;0;
19/04/2024 5:00;27,7;14,9;1,5;308;2,3;23,4;25,7;1,7;0,39;9;0;14,5;564;90;0;0;
19/04/2024 6:00;21,4;11,4;0,6;332;11,6;37,2;48,8;2,2;0,63;1,9;0;14,6;564;89;0;1;
19/04/2024 7:00;17,3;15,1;1,1;82;27,1;37,8;64,9;2;0,95;2,7;0;15;565;87;0;36;
19/04/2024 8:00;29;16,4;0,9;10;21,4;32,6;54;2;0,95;5;0;15,7;565;84;0;128;
19/04/2024 9:00;26,2;16,8;0,7;278;24,9;34,2;59,1;3,1;1,1;8,3;0;17,2;565;75;0;283;
19/04/2024 10:00;27,4;18,9;2,5;154;11,3;15,2;26,4;1,5;0,5;13,7;0;19,1;565;61;0;532;
19/04/2024 11:00;25,5;15,1;2;141;4;7,1;11,1;1,2;0,31;17,1;0;20,2;565;54;0;611;
19/04/2024 12:00;26;10,8;3,8;280;7,9;20;27,9;2;0,61;18,6;0;19,2;565;70;0;306;
19/04/2024 13:00;32,9;14,8;3,9;278;7,1;23,2;30,3;2,2;0,56;18,8;0;18;564;69;0;122;
19/04/2024 14:00;30,7;10,4;2,7;318;8,2;25,5;33,7;1,7;0,64;15,5;0;16,3;564;86;0,9;131;
19/04/2024 15:00;30,9;18,5;1,4;269;10,1;30,4;40,6;1,2;0,66;12,2;0;15;564;92;4,4;50;
19/04/2024 16:00;23,9;13,3;1,4;90;17,4;33,1;50,6;1,7;1,09;11,4;0;15,1;563;94;0,7;290;
19/04/2024 17:00;35,2;11,9;1,5;98;11;25,4;36,4;1,3;0,65;14,8;0;16,8;563;80;0;180;
19/04/2024 18:00;25,5;14,7;1,1;205;4,9;26,6;31,5;1;0,69;13;0;15,1;564;87;2,1;8;
19/04/2024 19:00;21,4;15,1;0,7;255;10,1;43,8;53,9;1;1,01;5,4;0;14,5;565;96;3;0;
19/04/2024 20:00;15;10,9;0,9;260;7,7;43,7;51,3;1,2;1,03;6;0;14,2;565;93;0,2;0;
19/04/2024 21:00;16,6;13,1;0,9;308;7,8;47,1;54,9;1;0,95;3,5;0;14,2;566;90;0,1;0;
19/04/2024 22:00;17,3;17,3;0,4;311;3,6;38,8;42,4;0,8;0,81;6;0;14,3;566;90;0;0;
19/04/2024 23:00;20,7;17,4;0,7;306;12,2;44,9;57,1;1,5;1;2,2;0;14,5;566;89;0;0;
