Fecha;PM10;PM2.5;Vel Viento;Dir Viento;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;HR;Precipitacion;Rad Solar;
1/01/2024 1:00;30,6;16,7;1,1;318;3,6;16,1;19,7;0,9;0,49;5,8;0;14,5;565;94;0;0;
1/01/2024 2:00;42;29,2;0,5;251;2,7;13,4;16,1;0,8;0,48;6;0;14,4;565;94;0;0;|
1/01/2024 3:00;56;44,3;0,6;144;5,9;15,5;21,4;0,6;0,65;1,9;0;13,9;564;93;0;0;
1/01/2024 4:00;55;48,9;0,9;172;7,5;15,9;23,4;0,6;0,61;3,2;0;14,3;564;86;0;0;
1/01/2024 5:00;51,9;51,9;0,6;197;1,3;12,3;13,6;0,4;0,42;5,8;0;14,2;564;84;0;0;
1/01/2024 6:00;51,2;45,3;0,4;194;6,2;15,3;21,5;0,2;0,65;1,5;0;13,4;565;90;0;0;
1/01/2024 7:00;50,8;38,8;0,6;163;23,2;14,7;37,9;0,3;0,94;2;0;13,3;565;90;0;40;
1/01/2024 8:00;54,3;49,2;0,8;250;16,4;14;30,4;0,5;0,61;8,6;0;15,4;565;76;0;229;
1/01/2024 9:00;41,8;35,9;0,9;242;2,3;5,2;7,5;1;0,24;19,2;0;17,5;565;61;0;446;
1/01/2024 10:00;30,9;26,5;1,2;334;1,2;4,6;5,8;0,8;0,27;27,3;0;18,6;566;54;0;627;
1/01/2024 11:00;22,2;19,9;1,6;89;1;4,5;5,5;0,3;0,25;28,7;0;20;565;48;0;667;
1/01/2024 12:00;26;15,5;1,6;314;1,6;6,8;8,4;0,5;0,3;34,8;0;19,6;565;51;0;283;
1/01/2024 13:00;21,2;20,8;1,4;310;0,9;5,4;6,4;0,5;0,28;37,4;0;21,1;565;48;0;814;
1/01/2024 14:00;23,1;23,1;2,5;324;0,8;7,3;8,1;0,9;0,36;49,6;0;21,2;564;53;0;464;
1/01/2024 15:00;20;16,4;3,7;296;2,1;9,8;11,8;1,7;0,46;51,7;0;21;563;59;0;540;
1/01/2024 16:00;30,5;13,4;4;293;2,2;9,6;11,8;1,6;0,48;36,5;0;19,7;563;70;0;310;
1/01/2024 17:00;31,7;28,8;3,3;298;1,7;7,8;9,6;1,3;0,41;29,5;0;18,3;563;77;0;181;
1/01/2024 18:00;30,9;20,8;2,9;300;1,4;10,5;11,8;1,3;0,44;24,4;0;17;563;84;0;27;
1/01/2024 19:00;34,7;18,2;2,2;301;1;13,9;14,9;1;0,47;19,9;0;16,1;564;89;0;0;
1/01/2024 20:00;32,8;28,3;1,4;313;1,2;18,2;19,4;0,9;0,54;12,5;0;15,6;564;93;0;0;
1/01/2024 21:00;33,1;20,2;0,7;311;1,5;22,5;24;1,2;0,62;7,8;0;15,6;565;92;0;0;
1/01/2024 22:00;36,8;34,8;0,6;296;2,2;24,9;27,1;1,8;0,65;5,3;0;15,7;565;90;0;0;
1/01/2024 23:00;33,3;26,3;1;296;6,5;27,4;33,9;2,1;0,75;2,9;0;15,6;565;90;0;0;
2/01/2024 0:00;37,5;19,7;0,8;251;10,2;23,1;33,2;3;0,68;1,8;0;15,6;565;85;0;0;
2/01/2024 1:00;47,4;21,7;0,6;243;3,1;15,2;18,2;1,3;0,36;4,2;0;14,7;565;80;0;0;
2/01/2024 2:00;33,4;16,6;0,7;249;5,6;15,4;21,1;1,8;0,28;2,7;0;13,9;564;80;0;0;
2/01/2024 3:00;23,7;14,7;0,7;241;7,7;15,3;22,9;1,7;0,27;2,2;0;13;564;82;0;0;
2/01/2024 4:00;26,9;22;0,6;252;7,1;14,8;21,9;1,5;0,25;1;0;12,4;564;82;0;0;
2/01/2024 5:00;33,7;15,5;0,5;219;20;15,1;35,2;1,6;0,36;0,9;0;12,1;564;84;0;0;
2/01/2024 6:00;29,1;18;0,5;282;38,6;14,5;53,1;0,9;0,73;1,2;0;11,4;564;88;0;0;
2/01/2024 7:00;34,4;21,4;0,5;197;78,4;16,1;94,6;1,1;1,46;1,7;0;11,8;565;85;0;38;
2/01/2024 8:00;40,5;28,6;0,5;236;61;19,7;80,7;1,7;1,17;2,6;0;14,9;565;71;0;214;
2/01/2024 9:00;42;25,1;1;307;18,2;18,7;36,9;1,9;0,7;12,7;0;16,4;565;67;0;387;
2/01/2024 10:00;45,2;26,4;1,2;298;17,5;24,4;41,9;1,2;0,69;20;0;17,3;565;62;0;470;
2/01/2024 11:00;33,1;19,6;1,6;321;6,8;16,2;23;1;0,43;30;0;19,1;565;51;0;682;
2/01/2024 12:00;48,2;30,5;1,4;279;2,7;8,4;11,1;1,1;0,27;32,1;0;21;564;41;0;699;
2/01/2024 13:00;34,5;0;3;301;2,6;11,7;14,3;1,2;0,36;46,1;0;21,2;564;48;0;626;
2/01/2024 14:00;36,8;30,2;3,6;290;1,8;11,8;13,7;1,4;0,35;54,9;0;20,5;563;57;0;500;
2/01/2024 15:00;32,4;27,8;3,7;298;2,1;12,6;14,6;1,9;0,37;54,3;0;19,9;563;63;0;448;
2/01/2024 16:00;33,4;33,4;3,8;304;2,5;11,6;14,1;1,8;0,31;40,2;0;18,9;563;71;0;290;
2/01/2024 17:00;37,6;26,4;3,6;298;1,9;10,5;12,3;1,3;0,32;35,8;0;17,6;563;78;0;122;
2/01/2024 18:00;40,3;24;2,5;295;1,5;14,6;16,1;0;0,43;29,9;0;17;563;78;0;26;
2/01/2024 19:00;29,9;18,1;1,7;322;1,6;21,7;23,3;1,3;0,54;20,1;0;16,2;564;85;0;0;
2/01/2024 20:00;40,8;19,6;1,7;322;1,2;22,3;23,5;1,2;0,51;20,3;0;15,9;564;86;0;0;
2/01/2024 21:00;39,7;19,6;1,1;318;0,7;26,1;26,7;1;0,58;21,8;0;15,8;565;83;0;0;
2/01/2024 22:00;40,4;28,7;0,9;295;1,6;32,7;34,3;0,9;0,76;10,2;0;15,7;565;86;0;0;
2/01/2024 23:00;45,6;26,7;1,3;326;3,3;31,7;35;1,2;0,65;6,7;0;15;565;87;0;0;
3/01/2024 0:00;44,4;20,5;1,3;320;2;24,1;26;1,3;0,41;9,3;0;14,5;565;85;0;0;
3/01/2024 1:00;37,3;24,8;0,8;312;3,6;24,6;28,2;1,3;0,41;7;0;14,4;565;86;0;0;
3/01/2024 2:00;40;22,1;0,5;327;3,8;28,5;32,3;1,7;0,49;2,1;0;14,2;564;88;0;0;
3/01/2024 3:00;47,8;28;1;276;13,3;26,2;39,4;2,1;0,51;1,1;0;14,3;564;84;0;0;
3/01/2024 4:00;46,5;21;0,7;255;9,2;24,5;33,7;1,6;0,43;1,5;0;13,7;564;83;0;0;
3/01/2024 5:00;41,2;23,1;1;295;13,9;24,6;38,5;1,8;0,47;1,7;0;13,4;564;84;0;0;
3/01/2024 6:00;43,5;29;0,6;308;26,2;25;51,3;1,4;0,73;2,1;0;12,6;564;84;0;0;
3/01/2024 7:00;52,5;39,1;0,5;329;78,8;26;104,8;1,4;1,72;1,3;0;12,4;565;84;0;33;
3/01/2024 8:00;53,3;34,6;0,8;349;71,8;31,4;103,2;2,9;1,74;3,4;0;14,4;565;77;0;204;
3/01/2024 9:00;68;36,2;1,6;324;67,3;44,2;111,5;5,2;1,5;6,9;0;15,7;565;75;0;399;
3/01/2024 10:00;77,2;45,8;1,6;326;32,7;39,3;72,1;5,2;0,9;17,3;0;17,2;565;66;0;443;
3/01/2024 11:00;70,6;51;1,5;342;10,6;24,7;35,3;2,6;0,52;28,4;0;18,9;565;53;0;618;
3/01/2024 12:00;64;39,2;1,6;295;6;21,3;27,3;1,3;0,48;36,2;0;19,6;564;47;0;372;
3/01/2024 13:00;53,7;32;3;283;3,6;15,5;19,1;1,3;0,43;47,6;0;20,7;564;50;0;586;
3/01/2024 14:00;60,5;29,7;3,8;300;1,9;11,7;13,6;1,5;0,33;60,2;0;20,5;563;55;0;734;
3/01/2024 15:00;47,3;42,5;4,3;288;1,7;12,7;14,4;1,3;0,34;58,7;0;19,6;563;62;0;403;
3/01/2024 16:00;44,8;30,4;4,1;284;1,7;11,3;13;0,9;0,32;51,7;0;19,3;563;64;0;346;
3/01/2024 17:00;48,9;23,9;3,7;293;2,7;13,5;16,2;1,3;0,33;38,4;0;18,4;563;68;0;226;
3/01/2024 18:00;47;17,5;3;289;1,6;13,9;15,4;1;0,38;32,9;0;17,1;563;76;0;54;
3/01/2024 19:00;32,7;20,1;2,7;295;1,7;20,2;21,9;1,2;0,52;21,2;0;16,2;564;82;0;0;
3/01/2024 20:00;28,6;24,9;1,7;315;1,6;17,4;19;0,8;0,41;16,1;0;16,1;564;80;0;0;
3/01/2024 21:00;38,5;17,9;1,2;316;1,2;14,5;15,6;0,5;0,32;14,9;0;16,2;565;64;0;0;
3/01/2024 22:00;27,3;12,9;0,9;324;1,5;16,8;18,3;0,4;0,37;12;0;16;565;59;0;0;
3/01/2024 23:00;20,5;10,2;0,7;305;1,8;20,1;21,9;0,3;0,43;7,9;0;15,7;565;62;0;0;
4/01/2024 0:00;20,2;8,2;0,6;285;6,1;24,8;30,9;0,2;0,52;3,2;0;15,1;565;67;0;0;
4/01/2024 1:00;15,5;6;0,7;255;11,3;24,4;35,7;0,5;0,48;1,7;0;14,3;565;71;0;0;
4/01/2024 2:00;30,3;10,2;0,4;242;11,8;23,3;35;0,5;0,39;1,8;0;13,2;564;77;0;0;
4/01/2024 3:00;30,5;10,3;0,5;242;20,5;20,6;41,1;1;0,39;1,1;0;12,3;564;78;0;0;
4/01/2024 4:00;32,9;13,7;0,5;249;17,1;19,9;37;0,7;0,32;1,7;0;11,5;564;78;0;0;
4/01/2024 5:00;30,7;10;0,5;273;38,1;19,5;57,6;0,6;0,53;1,4;0;10,8;564;82;0;0;
4/01/2024 6:00;27,8;16,7;0,4;272;58,5;19,8;78,3;0,5;0,81;2,4;0;10,5;564;82;0;0;
4/01/2024 7:00;24;17;0,7;301;123,2;23,5;146,7;0,9;2,11;3,8;0;11;565;77;0;40;
4/01/2024 8:00;57,9;26,7;1;310;99,9;33,3;133,1;2,5;1,93;0,6;0;12,8;565;75;0;216;
4/01/2024 9:00;53,1;26,9;1;324;89,1;50,7;139,9;6,4;1,88;5,6;0;15;566;72;0;407;
4/01/2024 10:00;90;51,8;1,2;312;0;0;0;0;0;0;0;17,5;566;57;0;573;
4/01/2024 11:00;77,5;49,8;1,7;324;0;0;0;0;0;0;0;19,2;565;45;0;691;
4/01/2024 12:00;77,7;36,1;1,9;313;0;0;0;0;0;0;0;20,7;565;37;0;737;
4/01/2024 13:00;51,1;26,1;3,5;293;2,6;13,6;16,2;2,1;0,35;24,5;0;21,1;564;44;0;580;
4/01/2024 14:00;58;27,7;4,5;290;2,2;11,8;13,9;1,9;0,33;31,5;0;20,8;564;49;0;771;
4/01/2024 15:00;52,1;24,4;4,2;296;1,8;11;12,8;1,5;0,31;36,9;0;20,1;564;55;0;487;
4/01/2024 16:00;48,6;23,1;3,6;283;1,9;11,4;13,3;1,1;0,32;38,4;0;20,2;563;55;0;436;
4/01/2024 17:00;50,5;33,2;3,4;294;2,4;13;15,4;1,3;0,33;39;0;19,4;564;60;0;235;
4/01/2024 18:00;41,5;26,2;2,7;289;1,4;14;15,4;1,1;0,39;29,6;0;18,2;564;68;0;47;
4/01/2024 19:00;40,8;25,4;2;302;1,3;19,4;20,8;1;0,55;19,5;0;16,7;564;82;0;0;
4/01/2024 20:00;31,9;17,6;1,3;294;1,7;23,8;25,5;0;0,62;13,8;0;16,3;565;84;0;0;
4/01/2024 21:00;34,6;13,2;1,3;288;3,7;33,7;37,4;1,7;0,75;6,2;0;16,1;565;86;0;0;
4/01/2024 22:00;41,2;14,5;1,3;298;2,7;27,8;30,5;2,8;0,62;9,9;0;15,6;565;88;0;0;
4/01/2024 23:00;43,4;23,8;1,3;302;5;31,3;36,3;3,3;0,71;5;0;15,5;565;87;0;0;
5/01/2024 0:00;51;24,2;1,5;303;3,3;27;30,3;2,8;0,47;6,7;0;15,1;565;86;0;0;
5/01/2024 1:00;43,5;26,5;1;318;1,1;17,8;19;1,1;0,33;6,8;0;14,4;565;86;0;0;
5/01/2024 2:00;42,1;19,5;1;304;1,2;15,7;16,9;1,1;0,27;8,3;0;14,3;564;83;0;0;
5/01/2024 3:00;35,1;16;0,7;265;7;26,2;33,2;1,8;0,44;2,3;0;13,5;564;80;0;0;
5/01/2024 4:00;25,5;20,3;0,5;266;11;25,6;36,7;1,8;0,42;1,6;0;12,6;564;80;0;0;
5/01/2024 5:00;37,9;24;0,8;263;21,6;24,5;46,2;2,4;0,46;1,9;0;12,1;564;81;0;0;
5/01/2024 6:00;30,9;23;0,8;305;51,4;24,6;76;1,8;0,98;2,4;0;11,2;564;83;0;0;
5/01/2024 7:00;40,5;19,5;0,7;253;63,7;24,7;88,4;2,6;1,35;2,5;0;11,7;565;79;0;22;
5/01/2024 8:00;42,6;29,4;0,9;296;42,1;25,9;68;3,2;1,16;4,8;0;13,5;565;72;0;194;
5/01/2024 9:00;56,8;24,7;0,9;287;29,8;28;57,7;4,1;0,96;10,1;0;15,6;565;67;0;421;
5/01/2024 10:00;52,6;37,6;1,3;330;15,4;29,6;45;4,1;0,79;22,8;0;17,3;565;56;0;568;
5/01/2024 11:00;43,5;40,5;1,8;315;10,8;26,9;37,7;2,4;0,56;27,8;0;18,3;565;47;0;493;
5/01/2024 12:00;45,6;30;2,2;317;3,6;13,4;17;1,8;0,34;40,1;0;19,7;564;44;0;772;
5/01/2024 13:00;40,6;35,6;3,3;316;2,1;10,1;12,3;1,7;0,32;49,2;0;19,8;564;48;0;617;
5/01/2024 14:00;41,3;27,4;3,7;281;2,1;8,9;11;1,6;0,29;50,7;0;20,7;563;45;0;756;
5/01/2024 15:00;42,3;23,9;4,2;290;2,2;8,6;10,8;1,5;0,3;46,6;0;20;563;53;0;556;
5/01/2024 16:00;48,8;19;4;294;2,7;10;12,7;1,5;0,31;37,5;0;19,2;563;63;0;376;
5/01/2024 17:00;38,5;14,1;4;297;2,7;11;13,7;1,8;0,33;34,9;0;18,4;563;69;0;224;
5/01/2024 18:00;34,6;16,7;3,3;301;2,1;12,1;14,3;1,4;0,4;28,8;0;17,2;564;77;0;42;
5/01/2024 19:00;27,8;11,7;2,3;288;2,2;21,1;23,3;1,9;0,63;16,1;0;16,7;564;80;0;0;
5/01/2024 20:00;33,9;12,2;1,9;299;2,5;24,4;26,9;2;0,65;13,9;0;16,3;565;81;0;0;
5/01/2024 21:00;35,6;23,1;1,6;316;1,6;23,3;24,9;1,9;0,56;12,9;0;15,8;565;86;0;0;
5/01/2024 22:00;36,8;18;1,4;255;1,5;20,7;22,2;1,6;0,56;15,4;0;15,8;565;79;0;0;
5/01/2024 23:00;29,6;20,4;1;229;1;14,8;15,8;1,1;0,37;19,5;0;15,4;565;73;0;0;
6/01/2024 0:00;32,4;14,5;0,9;228;0,9;14;14,9;0,8;0,3;18,1;0;14,2;565;78;0;0;
6/01/2024 1:00;32,3;17,4;0,7;226;0,6;10,6;11,2;1;0,25;20,5;0;13,9;565;72;0;0;
6/01/2024 2:00;23,1;15,4;0,5;231;0,6;12,1;12,7;1,1;0,25;17,5;0;13;564;71;0;0;
6/01/2024 3:00;25;18,3;0,8;255;1,5;20,5;22,1;1,3;0,32;6,9;0;12,4;564;72;0;0;
6/01/2024 4:00;21,6;16,7;0,8;288;5,9;26,9;32,8;2,4;0,42;2,3;0;11,5;564;72;0;0;
6/01/2024 5:00;22,8;22;0,4;337;18,4;27,1;45,5;1,6;0,56;1,3;0;10,6;564;77;0;0;
6/01/2024 6:00;34,6;15,7;0,5;266;45,7;26,7;72,4;1,2;1,07;2,2;0;10,5;564;77;0;0;
6/01/2024 7:00;42,6;20,8;0,5;261;91,1;27;118,1;1,3;1,84;1,7;0;10,4;565;73;0;39;
6/01/2024 8:00;47;23,4;0,6;299;89,8;34;123,8;2,9;1,88;4,3;0;13;565;62;0;222;
6/01/2024 9:00;55,3;34,8;0,7;269;42;43,5;85,5;5,2;1,49;14,4;0;16,1;565;54;0;433;
6/01/2024 10:00;58,5;37,7;1,5;182;12;24,9;36,9;1,6;0,66;30,4;0;18,7;565;34;0;617;
6/01/2024 11:00;42,6;27;2,7;177;3,5;7,9;11,4;0,1;0,3;27,9;0;21,5;564;21;0;719;
6/01/2024 12:00;40,9;20,5;4,2;167;3,1;5,5;8,6;0;0,29;25,2;0;22,4;564;20;0;861;
6/01/2024 13:00;29,5;24,4;3,5;169;2,4;4,7;7,1;0;0,26;26;0;23,2;563;17;0;880;
6/01/2024 14:00;22,2;20,5;4,1;163;2,1;3,8;5,8;0;0,27;26,2;0;23,4;563;19;0;812;
6/01/2024 15:00;15,8;15,4;4,9;161;2;3,9;5,9;0;0,26;26;0;23;562;20;0;657;
6/01/2024 16:00;15,3;12,2;4,4;168;2,5;4,6;7,1;0;0,29;25,1;0;22,2;562;25;0;458;
6/01/2024 17:00;16,4;9,8;4;167;2,4;5;7,3;0;0,28;24,2;0;21;563;28;0;243;
6/01/2024 18:00;17;8,2;2,7;186;2,7;7,2;9,9;0;0,34;25,1;0;19,5;563;35;0;52;
6/01/2024 19:00;11,8;5,7;1,5;203;2,6;11,7;14,3;0,2;0,43;21,8;0;17,7;563;40;0;0;
6/01/2024 20:00;8,5;4;1,1;229;4,4;17,3;21,7;0,8;0,58;10,3;0;16,8;564;42;0;0;
6/01/2024 21:00;9,6;3;1;255;4,2;21,5;25,8;0,9;0,62;11,4;0;16,1;564;45;0;0;
6/01/2024 22:00;18,4;2,5;0,7;239;5,4;17,9;23,2;0,4;0,49;10,6;0;15,4;564;43;0;0;
6/01/2024 23:00;14,5;2,2;0,7;231;2,4;14,4;16,8;0,1;0,39;12,4;0;14,5;564;47;0;0;
7/01/2024 0:00;13,4;2,1;0,7;228;1,9;16,3;18,2;0,2;0,37;9,5;0;13,8;564;50;0;0;
7/01/2024 1:00;18;5;0,5;226;1,8;16,7;18,5;0,3;0,38;10,1;0;13,2;564;53;0;0;
7/01/2024 2:00;14,7;4,6;0,8;201;1,2;15,9;17,1;0,7;0,32;7,4;0;12,7;564;54;0;0;
7/01/2024 3:00;17,2;5,4;1,5;170;1;13,1;14,1;0,4;0,28;13,3;0;12,6;564;50;0;0;
7/01/2024 4:00;13,1;5,2;0,5;165;0,6;11,7;12,3;0,8;0,27;9,6;0;11,9;564;50;0;0;
7/01/2024 5:00;9,8;9,8;0,4;340;6,8;22;28,7;0,5;0,49;3,3;0;11,4;564;70;0;0;
7/01/2024 6:00;25,2;12,6;0,5;320;7,6;22,4;30,1;0,5;0,52;1,6;0;10,8;564;69;0;0;
7/01/2024 7:00;20,4;9,9;0,5;315;40,3;23,1;63,4;1;0,9;2,3;0;11,1;565;70;0;41;
7/01/2024 8:00;32;8;0,8;169;25,7;19,9;45,6;1,4;0,72;10,7;0;14,2;565;52;0;237;
7/01/2024 9:00;32,7;19,3;0,8;302;7;10,5;17,5;0,7;0,41;20,3;0;16,3;565;44;0;452;
7/01/2024 10:00;34,6;17,3;3,3;165;2,5;3,4;5,9;0,3;0,21;19,8;0;18,1;565;42;0;629;
7/01/2024 11:00;24,6;14,1;3,8;166;2,9;2,7;5,6;0,3;0,22;19,3;0;19,5;565;41;0;712;
7/01/2024 12:00;18,1;12,9;4,7;166;3,2;2,9;6,1;0,3;0,24;19,7;0;20,2;564;41;0;857;
7/01/2024 13:00;15,7;15,7;4,8;165;1,8;2,7;4,5;0,4;0,21;19,9;0;20,2;564;43;0;866;
7/01/2024 14:00;16,4;16,4;4;170;1,6;2,8;4,5;0,4;0,23;23,5;0;20,3;563;45;0;800;
7/01/2024 15:00;18,8;18,2;4,3;165;2,3;3,9;6,2;0,6;0,25;21,1;0;20,6;563;44;0;661;
7/01/2024 16:00;16,9;12,8;4;169;2,1;3,7;5,7;0,5;0,26;22,1;0;20,3;562;46;0;460;
7/01/2024 17:00;12,8;11,7;3,5;171;2,1;4,2;6,3;0,5;0,26;22,2;0;19,7;563;46;0;245;
7/01/2024 18:00;12,8;11,4;2,5;177;2,1;6;8,1;0,6;0,3;20;0;18,8;563;49;0;51;
7/01/2024 19:00;8,9;8,4;2,8;164;1,5;7,9;9,4;0,6;0,33;17,4;0;17,5;563;55;0;0;
7/01/2024 20:00;6,2;5,8;2,1;155;2,2;8,9;11,1;0,8;0,35;16,1;0;16,8;564;60;0;0;
7/01/2024 21:00;9,8;4,6;0,7;252;1,1;11,1;12,2;0,6;0,38;14,5;0;16,3;564;63;0;0;
7/01/2024 22:00;16;4,5;1,4;186;1,1;10;11,1;0,5;0,36;14,4;0;15,8;564;61;0;0;
7/01/2024 23:00;12,1;4,1;0,8;289;2,4;14,8;17,2;0,6;0,45;10,4;0;15;564;65;0;0;
8/01/2024 0:00;13,8;3,5;1,6;330;11,9;24,2;36,2;1;0,58;2,9;0;13,9;564;76;0;0;
8/01/2024 1:00;21,2;7,2;1,4;324;7,7;23,7;31,4;3,2;0,45;2,6;0;13,4;564;77;0;0;
8/01/2024 2:00;27,5;13,8;0,7;276;3,5;21,4;24,9;4,4;0,42;2,6;0;12,9;563;79;0;0;
8/01/2024 3:00;23,4;11,5;0,8;249;4,6;16,5;21,2;2,1;0,42;2;0;12,1;563;79;0;0;
8/01/2024 4:00;25,7;8,8;0,5;279;7,7;17,1;24,8;2,1;0,43;2;0;11,4;563;80;0;0;
8/01/2024 5:00;23,9;13,9;0,5;303;8,5;16,2;24,7;1,7;0,43;1,8;0;10,6;563;80;0;0;
8/01/2024 6:00;23;12,2;0,4;257;14,7;15,3;30;1,6;0,54;1,8;0;10,3;563;78;0;0;
8/01/2024 7:00;21,9;17,8;0,4;242;25,5;15,7;41,2;1,4;0,86;2,1;0;10,9;564;78;0;43;
8/01/2024 8:00;22,8;13,7;0,8;249;16,3;12,9;29,2;2,7;0,56;9,9;0;14,1;564;63;0;236;
8/01/2024 9:00;22,1;13,5;2,3;175;3,6;5,7;9,4;1,6;0,31;20,9;0;16,3;564;53;0;453;
8/01/2024 10:00;28,3;20,7;2,8;162;1,6;3,2;4,9;0,7;0,23;24;0;17,5;564;47;0;631;
8/01/2024 11:00;21;21;2,9;164;1,2;2,8;4;0,6;0,23;23,7;0;19,1;564;42;0;722;
8/01/2024 12:00;16,6;15,1;3;143;1,4;2,8;4,1;0,5;0,24;23,8;0;20,2;564;36;0;858;
8/01/2024 13:00;24,2;24,2;3,3;166;1,6;2,9;4,5;0,6;0,26;25,3;0;21,3;563;31;0;858;
8/01/2024 14:00;17,3;17,3;2,9;168;1,5;3,1;4,6;0,5;0,28;24;0;22,3;563;30;0;788;
8/01/2024 15:00;13;13;2,3;242;2,4;3,9;6,3;0,6;0,31;26,1;0;22,7;562;33;0;648;
8/01/2024 16:00;23,1;9,7;4,4;288;3,4;7,9;11,3;1,8;0,4;33,8;0;20,8;562;57;0;467;
8/01/2024 17:00;19,9;12,1;4,2;303;2,9;8,4;11,3;2,2;0,39;29;0;19,3;562;66;0;259;
8/01/2024 18:00;16,4;8,4;3,3;308;1,9;8,9;10,8;1,7;0,45;23,9;0;17,5;562;74;0;58;
8/01/2024 19:00;13,5;5,9;2,1;317;1,3;13,7;15;1,6;0,48;17,1;0;16,3;563;80;0;0;
8/01/2024 20:00;22,4;14,1;1;323;2,7;20,4;23,1;1,4;0,64;9,3;0;15,8;563;81;0;0;
8/01/2024 21:00;24,6;11,2;0,6;245;1,5;21,3;22,8;1,4;0,61;9,5;0;15,9;564;66;0;0;
8/01/2024 22:00;19,4;8,8;1;194;3,5;18,3;21,8;1,6;0,56;7,3;0;15,2;564;56;0;0;
8/01/2024 23:00;22,6;6,3;1;184;5,6;19,2;24,9;0,8;0,59;4,1;0;14,6;564;53;0;0;
9/01/2024 0:00;15,9;9,4;0,7;208;2,4;16,1;18,5;0,7;0,46;8,6;0;13,9;564;57;0;0;
9/01/2024 1:00;22,2;9,5;1;183;0,7;11,7;12,4;0,6;0,35;12,7;0;13,4;564;64;0;0;
9/01/2024 2:00;18,5;14,8;0,5;228;1,2;14,3;15,5;0,9;0,24;9,1;0;12,8;564;66;0;0;
9/01/2024 3:00;19,2;11,5;0,4;260;0,6;13,6;14,2;0,9;0,2;8,4;0;12;563;69;0;0;
9/01/2024 4:00;14,6;9,1;0,9;304;19,6;19,3;38,9;2,2;0,41;1,7;0;11,3;563;68;0;0;
9/01/2024 5:00;19,3;12,9;1,1;269;32,3;18,4;50,7;2,7;0,44;0,6;0;10,9;564;69;0;0;
9/01/2024 6:00;29,8;19,4;0,6;305;55,4;19,4;74,7;1,9;0,82;1,4;0;10,5;564;76;0;0;
9/01/2024 7:00;32,4;18,6;0,6;286;110,9;22,6;133,5;2,5;1,89;2;0;10,6;564;78;0;36;
9/01/2024 8:00;58;19,9;1,2;299;124,4;33,4;157,8;5,9;2,34;3,2;0;12,4;565;67;0;201;
9/01/2024 9:00;71,8;35,6;0,9;310;95,6;54;149,5;8,6;1,96;8;0;14,6;565;65;0;406;
9/01/2024 10:00;91;36,8;1,1;307;41;45,8;86,8;8,7;1,17;16,3;0;16,8;565;53;0;586;
9/01/2024 11:00;90,8;53,1;1,3;314;21,1;39,3;60,4;5,2;0,92;27,5;0;19,4;564;43;0;649;
9/01/2024 12:00;84,6;50,1;2,8;190;5,8;12,9;18,7;1,4;0,42;27,1;0;21,9;564;36;0;777;
9/01/2024 13:00;68,1;48,8;2,5;168;2,9;4,1;7;0,7;0,19;20,8;0;22,7;563;35;0;873;
9/01/2024 14:00;48,7;34,9;2,6;177;2,7;5;7,7;0,7;0,21;20,6;0;22,8;563;36;0;633;
9/01/2024 15:00;34,6;25,4;2,5;182;5,2;5,8;11,1;0,6;0,23;18,9;0;21,9;563;37;0;267;
9/01/2024 16:00;25,5;17,6;2,7;167;3;6,3;9,3;0,9;0,23;19,9;0;21,6;562;41;0;277;
9/01/2024 17:00;26,5;13,4;4,5;158;3,5;5,1;8,6;0,6;0,23;18,8;0;21;563;39;0;249;
9/01/2024 18:00;19,6;10,1;3,4;168;4,1;7,8;11,8;0,6;0,32;17,9;0;19,5;563;44;0;71;
9/01/2024 19:00;18,2;7,4;1,9;192;3,8;13;16,8;0,7;0,44;17,5;0;17,9;564;52;0;0;
9/01/2024 20:00;16,2;5,2;0,7;236;7,6;21,5;29,1;1;0,69;6,9;0;17,2;564;52;0;0;
9/01/2024 21:00;16,7;5,3;0,7;216;14,5;26,8;41,3;1,4;0,86;2;0;16,6;565;51;0;0;
9/01/2024 22:00;14,8;4,5;0,8;183;18,4;24,3;42,7;1,3;0,84;2,1;0;15,8;565;53;0;0;
9/01/2024 23:00;23,9;3,7;0,5;235;28,6;21,2;49,8;0,8;0,81;0;0;15;565;59;0;0;
10/01/2024 0:00;24,3;8,7;0,4;241;28;21;49,1;1,1;0,79;0;0;14,3;565;65;0;0;
10/01/2024 1:00;27,4;10,7;0,8;184;19,8;19,6;39,4;1,3;0,54;1,9;0;14;565;66;0;0;
10/01/2024 2:00;22,1;18,2;0,5;266;13,6;17,5;31,1;1;0,45;0,6;0;13,4;564;68;0;0;
10/01/2024 3:00;32,1;13,3;0,9;322;30,3;16,5;46,8;2,3;0,46;1,7;0;12,5;564;69;0;0;
10/01/2024 4:00;27,4;11,4;0,3;243;25,3;14,4;39,7;1,5;0,39;0,9;0;11,9;564;71;0;0;
10/01/2024 5:00;31,6;18,5;0,6;306;45,7;15;60,7;1,3;0,59;0,9;0;11,5;564;74;0;0;
10/01/2024 6:00;28,9;19;0,7;312;92,4;21,1;113,5;2,1;1,15;1,5;0;11,5;565;80;0;0;
10/01/2024 7:00;54,8;17,1;0,8;253;137,4;25,2;162,6;3,9;2,01;1,4;0;11,5;565;80;0;35;
10/01/2024 8:00;65,8;33,5;0,4;354;89,4;26,8;116,3;5,2;1,57;3,3;0;14,6;566;61;0;215;
