Fecha;PM10;PM2.5;Vel Viento 10M;Dir Viento 10M;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;Temperatura 8M;Temperatura 20M;HR;Precipitacion;Rad Solar
23/02/2024 6:00;34;20;0,8;338;11;16,4;27,4;0;0,35;0,1;0;9,2;563;8,6;10,3;77,36;0;0
23/02/2024 7:00;44;23;0,6;321;25,1;14,8;39,8;0;0,46;0,3;0;8,8;564;8,1;9,5;81,48;0;11
23/02/2024 8:00;66;27;1,4;342;34;13,9;47,9;0;0,61;3,6;0;14,1;564;11,7;11;74,36;0;196
23/02/2024 9:00;56;27;1,3;347;24,3;13,9;38,2;0;0,61;7,6;0;18,8;564;16,9;14;60,5;0;405
23/02/2024 10:00;31;14;1,2;314;5,9;8,1;14;0;0,37;15,5;0;21,1;564;21,1;17,1;48,45;0;611
23/02/2024 11:00;27;11;1,6;284;2,1;5,6;7,7;0;0,31;20,6;0;21,7;564;23,6;19,1;41,72;0;758
23/02/2024 12:00;62;15;2,1;276;3;9,4;12,4;0;0,41;28,2;0;22,8;563;24,8;20,3;36,42;0;735
23/02/2024 13:00;66;20;2,8;276;0,9;7,4;8,3;0;0,34;32,8;0;22,6;563;23,7;20,9;36,85;0;538
23/02/2024 14:00;74;24;3,3;255;0,1;4,1;4,2;0;0,26;26,8;0;22,4;562;22,5;20,6;42,78;0;678
23/02/2024 15:00;82;19;3,7;262;0,1;3,9;4;0;0,24;23,6;0;21,6;562;21,7;20;44,53;0;503
23/02/2024 16:00;75;18;3,9;267;0,1;4,2;4,3;0;0,25;21,7;0;20,4;562;20,5;19,1;49,74;0;294
23/02/2024 17:00;51;21;3,9;270;0;3,7;3,5;0;0,25;21,5;0;18,9;562;19,4;18,2;54,62;0;164
23/02/2024 18:00;48;14;2,3;278;0;3,8;3,8;0;0,25;18,6;0;17,6;563;17,9;17,2;58,98;0;45
23/02/2024 19:00;43;22;1,5;259;0;0;0;0;0,26;16,1;0;16;563;15,9;16,2;67,46;0;0
23/02/2024 20:00;43;16;0,9;281;0;0;0;0;0,31;12,9;0;15,2;564;14,9;15,6;71,6;0;0
23/02/2024 21:00;62;32;0,5;28;34,2;23,2;57,3;0;0,7;4,6;0;13,7;564;13,2;14,9;75,95;0;0
23/02/2024 22:00;66;27;0,4;312;45,8;30,3;76,1;0;0,9;0,2;0;13,3;564;12,6;14,7;79,39;0;0
23/02/2024 23:00;72;28;0,6;6;76,3;26,8;103,1;0;1,14;0,1;0;12,4;564;11,7;13,9;80,5;0;0
24/02/2024 0:00;66;30;0,4;304;85,1;23,3;108,4;0;1,15;0,2;0;12,7;564;12,3;14;82,09;0;0
24/02/2024 1:00;66;29;0,5;316;68,6;23,3;91,9;0;0,98;0,2;0;12,6;564;12,1;13,6;81,8;0;0
24/02/2024 2:00;53;23;0,3;292;59,9;20,3;80,2;0;0,82;0,4;0;11,9;564;11,2;13,1;81,48;0;0
24/02/2024 3:00;43;21;0,4;320;37,7;16,6;54,2;0;0,55;0,7;0;11;563;10,3;12,5;82,95;0;0
24/02/2024 4:00;43;22;0,6;339;79,5;15,2;94,8;0;0,67;0;0;10,2;563;9,5;11,6;83,32;0;0
24/02/2024 5:00;40;20;0,6;323;40,3;14,8;55,1;0;0,46;0,8;0;10,7;563;10,1;11,4;85,53;0;0
24/02/2024 6:00;59;25;0,7;313;99,8;18,9;118,7;0;0,76;0,3;0;11,1;564;10,6;11,7;85,79;0;0
24/02/2024 7:00;86;30;0,6;299;64,1;17,1;81,2;0;0,7;0,2;0;11,7;564;11,3;12,3;85,37;0;11
24/02/2024 8:00;60;24;0,8;329;32;17;49;0;0,67;2,4;0;14,3;564;13,5;13;82,11;0;128
24/02/2024 9:00;54;27;1,3;322;15,8;15,8;31,6;0;0,57;8,5;0;18,5;565;17,8;15,2;65,32;0;352
24/02/2024 10:00;52;20;1,4;256;3,3;8,9;12,2;0;0,37;18,9;0;20,4;565;20,4;17,2;49,48;0;453
24/02/2024 11:00;50;22;1,2;294;1,2;6,8;8;0;0,34;26,4;0;20,5;565;21,8;18,4;46,01;0;537
24/02/2024 12:00;46;17;1,3;314;0,4;6,2;6,6;0;0,35;33,5;0;22,2;564;24,1;19,6;37,18;0;524
24/02/2024 13:00;66;22;2,4;271;0;4,6;4,4;0;0,31;34,4;0;22,4;564;23,5;20,4;36,13;0;527
24/02/2024 14:00;57;18;3;249;0;3,4;3,1;0;0,27;27,8;0;22,9;563;22,8;20,4;42,35;0;728
24/02/2024 15:00;58;26;3,5;265;0;0;0;0;0,28;24,5;0;20;563;20,1;19,2;48,34;0;227
24/02/2024 16:00;51;20;3,5;264;0;0;0;0;0,27;22,1;0;20,2;563;20,1;19;52;0;347
24/02/2024 17:00;40;20;2,8;265;0;0;0;0;0,27;20,5;0;18;563;18,1;18;58,23;0;28
24/02/2024 18:00;50;22;1,2;280;0;0;0;0;0,25;17,1;0;16,5;564;16,3;16,8;66,5;0,1;0
24/02/2024 19:00;42;19;1,2;220;1;10,3;11,2;0;0,37;12,9;0;15,7;564;15,5;16;69,98;0;0
24/02/2024 20:00;37;15;0,9;216;0;0;0;0;0,31;12,1;0;15;564;14,8;15,4;73,48;0;0
24/02/2024 21:00;37;23;0,6;217;0;0;0;0;0,32;12;0;14,8;565;14,5;15,3;74,35;0;0
24/02/2024 22:00;51;27;0,6;159;4,2;20;24,2;0;0,6;4,2;0;14,8;565;14,5;15,4;75,27;0;0
24/02/2024 23:00;43;27;0,6;143;1,3;15;16,3;0;0,44;8,5;0;14,7;566;14,4;15,2;71,37;0;0
25/02/2024 0:00;34;19;0,6;288;1,2;14,4;15,6;0;0,41;5,9;0;14,2;566;13,9;14,8;73,52;0;0
25/02/2024 1:00;35;23;0,6;314;4;15,4;19,4;0;0,38;4,1;0;13,1;565;12,6;13,9;76,72;0;0
25/02/2024 2:00;45;30;0,7;333;8,5;17,1;25,6;0;0,48;3;0;12,6;565;12,3;13,4;77,46;0;0
25/02/2024 3:00;40;26;0,6;275;15,5;18,7;34,1;0;0,56;0,3;0;11,3;565;10,7;12,7;79;0;0
25/02/2024 4:00;38;25;0,6;293;39,4;15,4;54,8;0;0,61;0,1;0;10,1;565;9,5;11,5;81,78;0;0
25/02/2024 5:00;35;22;0,6;218;31,1;15,8;46,9;0;0,51;0,3;0;9,2;565;8,5;10,9;82,86;0;0
25/02/2024 6:00;43;29;0,4;285;53,4;15,2;68,6;0;0,63;0,3;0;8,6;565;7,9;10,5;83,56;0;0
25/02/2024 7:00;55;23;0,5;251;80,4;14,9;95,3;0;0,89;0,4;0;8,5;566;7,9;9,9;84,33;0;14
25/02/2024 8:00;54;27;0,8;327;22;15,8;37,8;0;0,48;4,2;0;14,8;566;12,7;12,2;81,97;0;177
25/02/2024 9:00;28;23;1,4;337;5,9;8,3;14,2;0;0,31;14;0;18,3;566;17;14,3;60,96;0;395
25/02/2024 10:00;34;11;1,2;317;1,4;4,7;6,1;0;0,24;18,9;0;21;566;20,7;17,2;49,53;0;555
25/02/2024 11:00;37;12;1,4;300;0,2;3,2;3,4;0;0,21;24,5;0;21,7;566;23,3;18,8;42,17;0;725
25/02/2024 12:00;32;16;1,6;299;0;0;0;0;0,19;28,3;0;22,8;565;25;20,2;34,23;0;676
25/02/2024 13:00;36;15;2,4;282;0;0;0;0;0,2;25,8;0;20,6;564;21;19,7;40,9;0;242
25/02/2024 14:00;44;19;3,1;256;0;0;0;0;0,19;21,4;0;20,9;564;21,1;19,5;46,42;0;414
25/02/2024 15:00;42;21;3,4;271;0;0;0;0;0,19;19,7;0;19,6;564;19,7;18,8;49,82;0;294
25/02/2024 16:00;35;15;2,6;252;0;0;0;0;0,18;18,8;0;20,1;564;20;18,5;51,87;0;306
25/02/2024 17:00;32;13;2,3;259;0;0;0;0;0,18;18,7;0;18,4;564;18,6;17,8;54,09;0;93
25/02/2024 18:00;31;16;1,5;244;0;0;0;0;0,19;16,9;0;17,6;564;18;17;58,85;0;40
25/02/2024 19:00;35;17;1,4;210;0;0;0;0;0,19;15;0;15,4;564;15,2;15,6;65,65;0;0
25/02/2024 20:00;34;16;0,6;241;0;9,6;9,5;0;0,33;10,2;0;14,3;565;13,9;15,1;70,96;0;0
25/02/2024 21:00;42;22;0,7;246;2,5;12,8;15,3;0;0,43;8,1;0;13,8;565;13,5;14,9;73,14;0;0
25/02/2024 22:00;43;27;0,6;300;0,7;14,2;14,8;0;0,46;5,9;0;13,7;565;13,3;14,3;74,64;0;0
25/02/2024 23:00;49;23;0,5;348;25,8;26;51,7;0;0,73;0,1;0;13,6;566;13,2;14,3;74,85;0;0
26/02/2024 0:00;50;28;0,5;271;17,5;23,4;40,9;0;0,6;0,2;0;13,5;565;13;14,2;74,54;0;0
26/02/2024 1:00;44;21;0,5;313;10,3;18;28,3;0;0,54;1,2;0;12,4;565;11,9;13,4;76,83;0;0
26/02/2024 2:00;42;19;0,6;301;20,3;16,9;37,2;0;0,5;0,6;0;11,2;565;10,6;12,2;80,16;0;0
26/02/2024 3:00;41;23;0,5;330;41,7;15;56,7;0;0,49;0,2;0;10,2;565;9,4;11,6;81,61;0;0
26/02/2024 4:00;48;25;0,7;288;58,7;17,5;76,2;0;0,49;0,1;0;10,3;565;9,7;11,4;83,94;0;0
26/02/2024 5:00;46;32;0,5;309;49,2;18,3;67,5;0;0,49;0,8;0;9,2;565;8,6;10,4;83,27;0;0
26/02/2024 6:00;51;37;0,3;309;47,5;18,5;65,9;0;0,53;0,1;0;8,3;565;7,6;9,8;83,69;0;0
26/02/2024 7:00;66;38;0,6;341;96,2;17,3;113,5;0;1;0,2;0;7,9;565;7,2;9,2;84,23;0;7
26/02/2024 8:00;101;51;1,4;349;84,3;21,7;106;0;1,14;2;0;12;566;10,4;10,3;85,82;0;162
26/02/2024 9:00;71;36;1,3;330;30,2;18,7;48,9;0;0,7;8,4;0;17,1;566;15,6;13,8;68,13;0;376
26/02/2024 10:00;64;32;1,1;288;0;0;0;0;0;0;0;20,4;566;20,1;17,1;52,53;0;560
26/02/2024 11:00;51;28;1,6;347;0;0;0;0;0;0;0;22,2;566;24,5;18,6;43,6;1;682
26/02/2024 12:00;50;20;0,9;278;1,6;0;1,3;0;0,27;25,7;0;20,8;565;22;19,1;39,87;0;219
26/02/2024 13:00;52;23;1,1;216;0;0;0;0;0,34;32,6;0;22,5;564;23,3;20,1;38,08;0;313
26/02/2024 14:00;99;37;2,9;265;0;0;0;0;0,34;29,4;0;19,5;564;19,7;18,6;50,04;0;165
26/02/2024 15:00;66;24;2,7;262;0;0;0;0;0,25;25,5;0;18,5;564;18,8;17,8;55,39;0;200
26/02/2024 16:00;86;36;2,2;279;0;0;0;0;0,23;25,6;0;19,9;564;19,8;18,3;50,5;0;326
26/02/2024 17:00;54;28;1,4;268;0;0;0;0;0,24;25,3;0;18,8;564;19,4;18,1;52,75;0;107
26/02/2024 18:00;49;29;1,4;267;0;0;0;0;0,24;23,2;0;17,7;563;18,1;17,3;57,57;0;46
26/02/2024 19:00;42;25;0,5;264;0;5,8;5,8;0;0,29;17;0;15,2;564;14,8;16,2;66;0;0
26/02/2024 20:00;80;37;0,6;191;36,6;29,6;66,2;0;0,81;2,5;0;14,3;564;13,8;15,6;72,57;0;0
26/02/2024 21:00;54;29;0,6;240;8,7;20,1;28,7;0;0,45;8,7;0;14,1;565;13,7;15,4;74,63;0;0
26/02/2024 22:00;55;31;0,5;265;41,8;24,7;66,5;0;0,69;3,7;0;13,3;565;12,8;14,6;76,66;0;0
26/02/2024 23:00;40;27;0,6;303;3,5;17;20,6;0;0,42;4,5;0;12,1;565;11,5;13,5;79,58;0;0
27/02/2024 0:00;59;28;0,7;274;52,4;18,4;70,9;0;0,64;2,3;0;11,3;565;10,8;12,5;82,71;0;0
27/02/2024 1:00;56;34;0,5;269;85,1;22,9;108,1;0;0,91;0;0;11,4;565;10,9;12,8;83,79;0;0
27/02/2024 2:00;43;30;0,5;283;55,2;17,9;73,1;0;0,62;0;0;10,4;564;9,8;12;82,84;0;0
27/02/2024 3:00;46;22;0,5;298;47,8;17,9;65,7;0;0,54;0;0;11,1;564;10,7;11,7;85,35;0;0
27/02/2024 4:00;51;34;0,5;309;75,5;18,1;93,6;0;0,57;0;0;11,4;563;11,1;12;84,23;0;0
27/02/2024 5:00;77;47;0,6;250;165,1;24,5;189,7;0;0,79;0;0;11,4;563;11;12,3;83,21;0;0
27/02/2024 6:00;57;40;0,6;283;56,5;21,7;78,3;0;0,67;0,1;0;12;564;11,7;12,7;83,23;0;0
27/02/2024 7:00;61;41;0,5;305;63,3;22,4;85,8;0;0,81;0,4;0;12,5;564;12,2;12,9;81,95;0;5
27/02/2024 8:00;62;39;1,2;338;17,1;20,7;37,9;0;0,54;3,4;0;13,9;565;13,8;13,6;76,34;0;68
27/02/2024 9:00;60;39;1,3;332;6,6;13,5;20,1;0;0,44;10,6;0;16,6;565;16,7;14,9;67,37;0;224
27/02/2024 10:00;55;34;1,3;320;3,8;10,2;14;0;0,41;16;0;19,1;565;19,5;16,9;57,92;0;343
27/02/2024 11:00;50;28;1,1;242;0;6,1;5,9;0;0,33;25,7;0;21,5;565;23;19,1;48,17;0;549
27/02/2024 12:00;44;22;1,2;203;0;0;0;0;0,33;31;0;23,8;564;27,2;20,6;38,74;0;693
27/02/2024 13:00;40;27;1,9;268;0;0;0;0;0,41;41,5;0;24,1;564;25,6;21,5;34,38;0;631
27/02/2024 14:00;90;43;3,2;258;0;0;0;0;0,41;42,6;0;22;563;22,2;20,9;42,51;0;271
27/02/2024 15:00;82;38;2,4;253;0;0;0;0;0,32;29,1;0;19,3;563;19,4;18,8;62,82;0,6;187
27/02/2024 16:00;66;31;2,6;226;0;0;0;0;0,29;27,9;0;22,5;563;22,4;20,1;50,33;0;437
27/02/2024 17:00;60;30;3,4;263;0;0;0;0;0,27;25,3;0;21,5;563;22,8;19,9;49,29;0;331
27/02/2024 18:00;47;24;2,6;263;0;0;0;0;0,31;20,1;0;19;563;19,5;18,2;56,66;0;125
27/02/2024 19:00;30;25;2,1;135;0;0;0;0;0,39;18,3;0;15,2;563;15,1;15,5;65,63;0;0
27/02/2024 20:00;32;24;1,2;348;0,9;26,2;27;0;0,52;8,7;0;14,6;564;14,3;15,2;70,38;0;0
27/02/2024 21:00;46;25;0,8;9;14,6;28,7;43,3;0;0,63;3,4;0;13,5;564;13;14,4;75,68;0;0
27/02/2024 22:00;33;24;1;148;0;0;0;0;0,35;13,5;0;14,3;564;13,9;15;75,3;0;0
27/02/2024 23:00;44;29;1,1;8;12,1;23;35,1;0;0,52;6,3;0;13,9;565;13,6;14,4;75,33;0;0
28/02/2024 0:00;43;24;0,7;298;0;0;0;0;0,44;6,3;0;13,9;565;13,7;14,5;75,44;0;0
28/02/2024 1:00;34;28;1;319;0;0;0;0;0,44;5;0;13,1;564;12,7;14;77,43;0;0
28/02/2024 2:00;38;24;0,9;346;10,2;23,4;33,6;0;0,42;1,1;0;12,2;564;11,8;13,1;81,16;0;0
28/02/2024 3:00;35;27;0,9;299;0;0;0;0;0,32;8,4;0;13,1;563;12,8;13,8;79,73;0;0
28/02/2024 4:00;36;27;1;245;0;0;0;0;0,32;8,4;0;13,5;563;13,2;13,9;77,39;0;0
28/02/2024 5:00;33;26;1,1;166;3,7;14;17,7;0;0,33;7,8;0;13,2;563;13;13,9;74,93;0;0
28/02/2024 6:00;30;25;1,1;64;1,7;13,6;15,3;0;0,37;7,9;0;12,7;563;12,3;13,6;76,29;0;0
28/02/2024 7:00;51;30;0,7;307;23,2;23,2;46,4;0;0,58;1,1;0;11,8;564;11,4;12,4;80,89;0;12
28/02/2024 8:00;37;23;1,4;201;1,9;9,3;11,2;0;0,41;13,9;0;16,1;564;15,4;14,5;77,07;0;186
28/02/2024 9:00;35;18;1,6;112;2,8;7,3;10,1;0;0,39;15;0;18,1;565;18,6;16;61,19;0;286
28/02/2024 10:00;36;19;1,7;130;0,6;4,2;4,8;0;0,34;18,1;0;21,1;565;22,2;17,8;53,21;0;563
28/02/2024 11:00;22;18;2;91;0;3,2;3,1;0;0,32;19,9;0;22,5;564;25,4;19,2;46,06;0;723
28/02/2024 12:00;24;13;1,8;93;0,7;6;6,7;0;0,36;19,2;0;21,5;564;23,2;19,9;45,66;0;280
28/02/2024 13:00;39;17;1,7;134;0;5,2;5,1;0;0,35;25,4;0;24,2;563;26,2;21,4;40,71;0;733
28/02/2024 14:00;49;22;1,8;245;0;0;0;0;0,42;35,4;0;23,5;563;23,8;21,8;39,99;0;345
28/02/2024 15:00;79;33;3,7;266;0;0;0;0;0,33;33,6;0;21,9;562;22,1;20,9;50,71;0;383
28/02/2024 16:00;69;32;2,9;243;0;0;0;0;0,31;25,8;0;22,4;562;22,5;20,4;52,11;0;372
28/02/2024 17:00;59;29;2,7;262;0;0;0;0;0,32;23,2;0;20,1;563;20,4;19,4;55,27;0;107
28/02/2024 18:00;50;29;1,4;257;0;0;0;0;0,4;17,6;0;18;563;18;18,3;63,44;0;12
28/02/2024 19:00;55;33;0,9;190;0,6;32,1;32,7;0;0,7;7,4;0;17;563;16,8;17,7;67,94;0;0
28/02/2024 20:00;46;29;0,8;254;0;0;0;0;0,53;10;0;16,2;564;15,9;16,9;71,73;0;0
28/02/2024 21:00;48;26;1,5;267;0;0;0;0;0,35;12,9;0;15,7;564;15,5;16;76,44;0;0
28/02/2024 22:00;43;28;0,9;271;0;0;0;0;0,34;12,5;0;15,4;565;15,2;15,8;77,62;0;0
28/02/2024 23:00;46;28;1;335;0;0;0;0;0,46;7,3;0;15,1;565;15;15,6;76,27;0;0
29/02/2024 0:00;48;35;0,4;317;0,3;26,9;27,2;0;0,61;1,3;0;14,3;565;14;14,9;78,13;0;0
29/02/2024 1:00;50;30;0,4;324;31,5;25,4;57;0;0,67;0,1;0;13,3;565;12,7;14,1;80,7;0;0
29/02/2024 2:00;42;31;0,6;316;44,6;21,5;66,1;0;0,61;0;0;12,2;564;11,7;13,4;83,09;0;0
29/02/2024 3:00;39;22;0,7;323;37,3;19,5;56,8;0;0,5;0,2;0;12;564;11,5;12,7;85,11;0;0
29/02/2024 4:00;52;34;0,9;333;3,1;21,9;25;0;0,42;0,3;0;12,7;564;12,4;13,1;86,01;0;0
29/02/2024 5:00;37;30;1;303;1,7;18,2;19,9;0;0,37;4,3;0;13;564;12,8;13,8;84,11;0;0
29/02/2024 6:00;43;32;1,5;91;17,2;21,3;38,5;0;0,5;5,6;0;13,6;564;13,4;14,3;79,55;0;0
29/02/2024 7:00;53;35;1,3;58;16,4;20,2;36,6;0;0,62;5,6;0;13,7;564;13,4;14,1;77,14;0;12
29/02/2024 8:00;53;27;1,5;114;14,3;15,7;30;0;0,59;11;0;16,4;565;15,7;15,3;71,62;0;167
29/02/2024 9:00;39;23;1,9;126;3,1;7,1;10,2;0;0,37;17,4;0;20,3;565;19,8;17;56,42;0;433
29/02/2024 10:00;37;18;2,2;136;0,9;4,5;5,4;0;0,34;20,2;0;21,1;565;21,7;18;48,97;0;612
29/02/2024 11:00;38;17;2,2;124;0,8;4,6;5,4;0;0,33;22,1;0;22;565;24,4;19,5;43,02;0;741
29/02/2024 12:00;31;13;1,8;199;0;0;0;0;0,3;26,7;0;23,1;564;25,8;20,5;34,9;0;664
29/02/2024 13:00;29;18;1,7;161;0;0;0;0;0,29;27,6;0;24;564;25,4;21,5;33;0;715
29/02/2024 14:00;29;9;1,4;289;0;0;0;0;0,27;30,4;0;25;563;25,2;22,1;29,22;0;528
29/02/2024 15:00;80;36;3,1;262;0;0;0;0;0,35;35,1;0;22,9;563;23,2;21,4;43,96;0;361
29/02/2024 16:00;76;36;3,6;263;0;0;0;0;0,36;34,6;0;22,1;562;22,2;20,6;49,09;0;360
29/02/2024 17:00;76;39;2,4;249;0;0;0;0;0,39;31,1;0;20,8;563;21,4;19,6;54,11;0;146
29/02/2024 18:00;64;27;2,1;258;0;0;0;0;0,38;27,8;0;18,6;563;19;18,2;56,8;0;44
29/02/2024 19:00;55;34;1;264;0;0;0;0;0,4;21,3;0;16,6;563;16,3;17,1;67,77;0;0
29/02/2024 20:00;56;33;0,8;294;0;0;0;0;0,45;17,4;0;15,5;564;15,2;16,1;72,14;0;0
29/02/2024 21:00;51;32;0,8;195;0;0;0;0;0,45;15;0;15,3;564;15;16;75,23;0;0
29/02/2024 22:00;53;34;0,8;249;0;0;0;0;0,38;17,5;0;15,1;565;14,8;15,6;77,44;0;0
29/02/2024 23:00;50;35;0,5;197;0;0;0;0;0,46;9,9;0;14,9;565;14,6;15,6;74,49;0;0
1/03/2024 0:00;47;34;1,3;100;0;0;0;0;0,37;12,7;0;14,8;565;14,6;15,3;70,53;0;0
1/03/2024 1:00;48;31;1,1;107;0;0;0;0;0,36;13,3;0;14,5;564;14,2;15;71,64;0;0
1/03/2024 2:00;46;27;1,1;135;0;0;0;0;0,35;12,1;0;14,1;564;13,8;14,8;72,03;0;0
1/03/2024 3:00;46;34;0,6;291;0;0;0;0;0,41;6,3;0;13;564;12,6;13,8;76,34;0;0
1/03/2024 4:00;42;24;0,9;133;0;0;0;0;0,32;13,6;0;12,9;564;12,5;13,9;76,92;0;0
1/03/2024 5:00;45;29;0,9;205;0;0;0;0;0,32;13,8;0;12,8;564;12,3;13,6;75,06;0;0
1/03/2024 6:00;58;38;0,7;272;0;0;0;0;0,48;9,9;0;11,8;564;11,2;13,1;75,12;0;0
1/03/2024 7:00;42;24;1,1;300;0;0;0;0;0,41;14,2;0;11,8;564;11,3;12,9;77,92;0;18
1/03/2024 8:00;51;25;1,2;84;0;0;0;0;0,47;14,9;0;16,8;565;15;14,2;67,59;0;195
1/03/2024 9:00;48;29;1,8;19;0;0;0;0;0,34;21,6;0;18,5;566;17,9;15,4;53,41;0;401
1/03/2024 10:00;48;27;1,3;268;0;0;0;0;0,31;26,8;0;20,8;566;20,4;17,6;45,11;0;593
1/03/2024 11:00;38;19;1,4;235;0;0;0;0;0,3;30,8;0;22,6;565;24,6;19,5;37,24;0;759
1/03/2024 12:00;37;26;1,7;239;0;0;0;0;0,31;41,3;0;24,4;565;27,1;21,1;28,66;0;764
1/03/2024 13:00;45;21;1,4;312;0;0;0;0;0,37;53;0;23,3;564;24;21,2;29,08;0;487
1/03/2024 14:00;88;34;2,7;251;0;0;0;0;0,39;42,8;0;22,6;564;23;21,1;39,09;0;388
1/03/2024 15:00;93;37;3,9;263;0;0;0;0;0,34;31,1;0;20,5;563;20,7;19,8;49,09;0;256
1/03/2024 16:00;78;28;3,3;278;0;0;0;0;0,33;29,8;0;20,7;563;20,8;19,8;49,49;0;273
1/03/2024 17:00;83;29;2,4;276;0;0;0;0;0,33;27,5;0;18,3;563;18,4;18,1;56,14;0;72
1/03/2024 18:00;61;33;1,2;256;0;0;0;0;0,36;23,1;0;16,8;564;16,8;16,9;65;0;18
1/03/2024 19:00;56;31;1,1;232;0;0;0;0;0,32;21,9;0;15,7;564;15,5;16,3;67,88;0;0
1/03/2024 20:00;49;27;0,7;194;0;0;0;0;0,36;17,7;0;15;564;14,6;15,9;73,41;0;0
1/03/2024 21:00;46;28;0,7;208;0;0;0;0;0,36;15,9;0;14,4;565;14,1;15,3;75,32;0;0
1/03/2024 22:00;58;35;0,4;265;0;0;0;0;0,6;4,7;0;13,9;565;13,4;14,9;78,56;0;0
1/03/2024 23:00;58;29;0,5;293;0;0;0;0;0,49;5,5;0;13,9;565;13,4;14,7;77,57;0;0
2/03/2024 0:00;51;31;0,5;304;17,1;23;40,1;0;0,57;2,5;0;12,6;565;12;13,7;79,62;0;0
2/03/2024 1:00;54;32;0,5;311;14,6;23,8;38,4;0;0,58;1,1;0;12,6;565;12,1;13,4;81,86;0;0
2/03/2024 2:00;60;33;0,4;332;72,2;21,8;94;0;0,83;0;0;12,2;565;11,8;13,1;79,97;0;0
2/03/2024 3:00;57;37;0,5;304;28,2;23;51,1;0;0,65;1,8;0;11,8;564;11,2;12,8;81,37;0;0
2/03/2024 4:00;52;37;0,7;283;0,3;15,4;15,7;0;0,42;6,3;0;11,5;564;11,1;12,3;82,69;0;0
2/03/2024 5:00;67;43;0,6;265;49,4;23,6;73;0;0,62;0,7;0;11,3;564;11;12;82,1;0;0
2/03/2024 6:00;65;48;1;327;26,7;22,3;49;0;0,61;3;0;11,1;565;10,7;11,9;79,89;0;0
2/03/2024 7:00;71;46;0,9;323;69,5;30;99,5;0;0,95;1;0;10,8;565;10,3;11,7;82,86;0;22
2/03/2024 8:00;68;43;0,8;320;15;19,7;34,7;0;0,58;7,7;0;15,6;566;14,1;13,4;75,77;0;177
2/03/2024 9:00;61;31;0,9;337;8,1;11,3;19,3;0;0,49;17,2;0;19,7;566;18,4;15,8;59,32;0;395
2/03/2024 10:00;65;36;1,2;297;0;4,3;4,3;0;0,35;24,6;0;21,4;566;21,5;17,9;50,13;0;606
2/03/2024 11:00;42;27;1,5;299;0;0;0;0;0,33;30,8;0;21,4;565;22,6;19,2;42,56;0;520
2/03/2024 12:00;51;23;1,2;306;0;0;0;0;0,33;35,4;0;23,5;565;26,1;20,7;37,19;0;625
2/03/2024 13:00;48;24;2;271;0;0;0;0;0,31;41,1;0;23;564;23,9;21,5;34,46;0;447
2/03/2024 14:00;64;30;4,2;263;0;0;0;0;0,3;31,1;0;22,6;563;22,8;21,2;39,85;0;654
2/03/2024 15:00;53;24;4,3;263;0;0;0;0;0,3;30,1;0;22,4;563;22,4;21;40,95;0;573
2/03/2024 16:00;57;28;3,7;264;0;0;0;0;0,31;28,1;0;22;563;22,1;20,7;44,96;0;356
2/03/2024 17:00;48;27;2,9;272;0;0;0;0;0,32;27;0;20,4;563;21;19,7;49,23;0;162
2/03/2024 18:00;37;17;1,8;284;0;0;0;0;0,3;27,7;0;18,8;563;19,1;18,5;50,53;0;48
2/03/2024 19:00;40;27;0,9;278;0;0;0;0;0,31;25,1;0;16,7;564;16,4;17,2;57,09;0;0
2/03/2024 20:00;40;28;0,6;225;0;0;0;0;0,33;22,8;0;15,7;564;15,4;16,5;65,23;0;0
2/03/2024 21:00;52;30;0,6;265;0;0;0;0;0,36;19,8;0;15,4;565;15;16,2;69,3;0;0
2/03/2024 22:00;50;35;0,6;267;0;0;0;0;0,44;16,2;0;15,6;565;15,3;16;70,37;0;0
2/03/2024 23:00;54;28;1;240;0;0;0;0;0,46;13,1;0;14,9;565;14,5;15,2;72,64;1,4;0
3/03/2024 0:00;42;29;0,9;140;0;0;0;0;0,45;10,5;0;13,9;565;13;14,4;79,12;1,9;0
3/03/2024 1:00;36;34;0,8;222;0;0;0;0;0,44;10,9;0;13,7;565;12,8;14,3;80,04;0;0
3/03/2024 2:00;33;33;0,8;249;0;0;0;0;0,4;11,4;0;13,3;564;12,7;13,5;81,53;0,1;0
3/03/2024 3:00;36;24;0,7;331;0;0;0;0;0,43;7,2;0;13,1;564;12,7;13,6;82,82;0;0
3/03/2024 4:00;36;24;0,9;346;0;0;0;0;0,41;9,1;0;13,1;564;12,9;13,6;83,62;0;0
3/03/2024 5:00;38;28;0,7;320;0;0;0;0;0,42;9,4;0;13,2;564;13;13,5;82,89;0;0
3/03/2024 6:00;30;25;0,7;322;0;0;0;0;0,42;9,4;0;12,5;564;12,2;13,1;82,13;0;0
3/03/2024 7:00;32;28;1;301;0;0;0;0;0,44;9,5;0;12,6;565;12,4;13,2;83,43;0;20
3/03/2024 8:00;39;25;1,4;310;0;0;0;0;0,48;14,1;0;16,5;565;15,6;14,3;74,06;0;193
3/03/2024 9:00;36;17;1,8;98;0;0;0;0;0,4;18,8;0;18,2;565;18,3;15,9;61,22;0;341
3/03/2024 10:00;34;17;1,9;135;0;0;0;0;0,39;20,7;0;20,6;565;21;17,8;51,09;0;577
