Fecha;PM10;PM2.5;Vel Viento 10M;Dir Viento 10M;NO;NO2;NOX;SO2;CO;OZONO;BC;Temperatura;Presion Baro;Temperatura 8M;Temperatura 20M;HR;Precipitacion;Rad Solar
1/01/2024 1:00;36;22;0,4;296;13,2;13;26,2;0;0,65;0,2;0;13,6;565;10,5;14,1;86,36;0;0
1/01/2024 2:00;31;26;0,5;357;15,6;12;27,7;0;0,7;0,2;0;13,1;564;10,3;13,8;85,75;0;0
1/01/2024 3:00;37;25;0,3;346;27,4;12,7;40,1;0;0,81;0,2;0;12,6;564;10,2;13,5;85,6;0;0
1/01/2024 4:00;33;24;0,4;294;21,2;11,2;32,4;0;0,72;0,1;0;13,1;564;10,7;13,6;86,46;0;0
1/01/2024 5:00;43;29;0,6;145;18,1;9,9;28;0;0,63;0,7;0;12,7;564;10,5;13,3;86,36;0;0
1/01/2024 6:00;34;24;0,8;336;9,1;8,1;17,2;0;0,53;0,6;0;12,2;564;10;13,2;85,68;0;0
1/01/2024 7:00;42;27;0,8;212;15,3;9,2;24,5;0;0,55;1,2;0;12;565;9,9;12,8;85,92;0;19
1/01/2024 8:00;26;14;1,1;0;8;3,6;11,6;0;0,36;5,3;0;16,8;565;13,3;14,2;83,04;0;192
1/01/2024 9:00;20;14;1,1;330;4,3;0,4;4,7;0;0,28;11,1;0;19,6;565;18;15,7;64,24;0;370
1/01/2024 10:00;23;9;1,3;153;0;0;0;0;0,22;13,6;0;20,4;566;21,4;17,6;53,46;0;420
1/01/2024 11:00;11;9;1,8;109;0;0;0;0;0,21;12,7;0;19,2;565;20,1;17,5;52,42;0;268
1/01/2024 12:00;13;8;1,9;109;0;0;0;0;0,22;13,6;0;21;565;22,4;18,6;49,36;0;539
1/01/2024 13:00;13;6;1,3;147;0;0;0;0;0,21;16,3;0;22,5;565;23,4;20,2;40,51;0;591
1/01/2024 14:00;11;4;1,3;318;0;0;0;0;0,22;16,5;0;23,3;564;23,1;20,9;39,22;0;538
1/01/2024 15:00;9;4;1,3;280;0;0;0;0;0,22;17,5;0;23,4;563;23,7;21,6;37,16;0;320
1/01/2024 16:00;21;16;1,7;256;0;0;0;0;0,24;20,2;0;22,4;563;22,7;20,8;47,61;0;268
1/01/2024 17:00;26;16;2,5;256;0;0;0;0;0,27;22,7;0;20,7;563;21,7;19,2;54,66;0;190
1/01/2024 18:00;22;14;1,9;254;2,2;2,1;4,3;0;0,26;20,3;0;17,2;563;17,2;17,3;63,29;0;15
1/01/2024 19:00;22;18;1;213;2,1;0,9;3;0;0,28;15,7;0;15,6;564;15,4;16,2;73,19;0;0
1/01/2024 20:00;24;14;0,6;227;2,1;3,9;6;0;0,33;10,2;0;14,8;564;14,4;15,7;77,97;0;0
1/01/2024 21:00;26;16;0,5;223;2,1;4,6;6,7;0;0,31;9,1;0;14,5;565;14;15,5;80,92;0;0
1/01/2024 22:00;27;14;0,4;291;2,3;4,9;7,2;0;0,31;6,7;0;14;565;13,6;15,1;81,21;0;0
1/01/2024 23:00;27;17;0,5;294;15,7;16,5;32,2;0;0,58;2,4;0;13,3;565;12,7;14,5;83,01;0;0
2/01/2024 0:00;35;22;0,4;345;68,4;30,1;98,5;0;1,06;0,1;0;13,3;565;12,9;14,5;84,67;0;0
2/01/2024 1:00;30;13;0,5;300;22,6;17,4;40;0;0,58;0,6;0;13,3;564;12,9;14;84,09;0;0
2/01/2024 2:00;26;14;0,6;304;9,1;13,7;22,8;0;0,42;1;0;13;564;12,7;13,6;84,27;0;0
2/01/2024 3:00;24;13;0,5;289;4,4;10,9;15,3;0;0,36;0,6;0;12,2;564;11,8;13,3;84,27;0;0
2/01/2024 4:00;29;15;0,6;298;32,6;16,9;49,5;0;0,47;0,1;0;12,1;564;11,6;13;85,21;0;0
2/01/2024 5:00;21;15;0,5;344;46,7;19,8;66,5;0;0,52;0,1;0;11,8;564;11,4;12,5;85,49;0;0
2/01/2024 6:00;28;11;0,5;300;68,2;23;91,1;0;0,7;0,1;0;12;564;11,6;12,6;85,91;0;0
2/01/2024 7:00;41;26;0,4;27;152,9;41,8;194,8;0;1,48;0,1;0;12;565;11,7;12,6;85,46;0;13
2/01/2024 8:00;32;22;0,7;20;50,5;19,9;70,5;0;0,74;3,7;0;14,2;565;14,3;13,8;81,95;0;90
2/01/2024 9:00;25;15;1,3;160;4,2;0,8;5;0;0,24;11,7;0;17,7;565;18,3;15,4;61,72;0;284
2/01/2024 10:00;25;12;1,8;331;5,5;2,8;8,3;0;0,29;12,2;0;18,7;565;19;16,2;56,88;0;448
2/01/2024 11:00;23;10;1,5;316;4,2;0,9;5;0;0,25;17;0;20,9;565;22;17,8;49,7;0;572
2/01/2024 12:00;27;9;1,5;317;3,2;0,5;3,6;0;0,24;21,4;0;21,9;564;23,1;19,3;45,05;0;676
2/01/2024 13:00;26;11;1,7;334;3,2;0,8;4;0;0,25;23,4;0;22,7;564;22,9;20,1;41,17;0;507
2/01/2024 14:00;24;4;1,4;286;0;0;0;0;0,21;18,1;0;24,8;563;25,3;21,9;35,55;0;660
2/01/2024 15:00;31;8;2,9;257;3;0,7;3,8;0;0,26;23,1;0;22;563;22,7;20,6;43,65;0;281
2/01/2024 16:00;30;19;3;260;2,5;1,7;4,2;0;0,26;25,1;0;19,3;563;19,7;18,9;58,14;0;159
2/01/2024 17:00;33;14;2,1;252;2,5;3,5;6;0;0,27;24,7;0;18,3;563;18,5;18;63,23;0;89
2/01/2024 18:00;30;10;1,1;246;2,2;2,4;4,6;0;0,24;18,7;0;16,7;563;16,7;16,8;68,58;0;13
2/01/2024 19:00;24;11;1;195;2;0,2;2,2;0;0,22;16,4;0;15,3;564;15,1;15,8;71,74;0;0
2/01/2024 20:00;27;19;1;197;2,3;9,7;12;0;0,35;11,5;0;15;564;14,7;15,8;75;0;0
2/01/2024 21:00;26;21;0,6;268;2,4;10,6;13;0;0,36;12,1;0;14,4;564;14;15,3;72,35;0;0
2/01/2024 22:00;34;26;0,4;336;33,3;33,8;67,1;0;0,77;2;0;13,2;565;12,8;14,6;74,37;0;0
2/01/2024 23:00;38;25;0,5;312;51,7;39,3;91,1;0;0,92;0,7;0;12,4;565;11,9;13,8;78,83;0;0
3/01/2024 0:00;35;24;0,4;326;17,2;24,3;41,5;0;0,55;1,7;0;12,1;565;11,6;13,3;79,39;0;0
3/01/2024 1:00;33;20;0,5;310;13,8;19,3;33,1;0;0,42;2,3;0;11,5;564;11,1;12,7;81,59;0;0
3/01/2024 2:00;34;16;0,7;347;19,1;20,3;39,5;0;0,45;0,5;0;11,1;564;10,5;12,2;82,33;0;0
3/01/2024 3:00;25;16;0,6;287;23;21,7;44,7;0;0,44;0,1;0;10,9;564;10,5;11,8;82,78;0;0
3/01/2024 4:00;26;17;0,4;302;42,4;23;65,4;0;0,47;0,1;0;10,3;564;9,8;11,3;82,85;0;0
3/01/2024 5:00;42;23;0,4;339;110;37;146,9;0;0,63;0,1;0;9,6;564;8,9;10,9;82,45;0;0
3/01/2024 6:00;28;16;0,4;290;63,6;24,4;88;0;0,51;0,1;0;8,8;564;8,1;10,3;83,6;0;0
3/01/2024 7:00;56;37;0,3;330;0;0;0;0;1,35;0,2;0;9;565;7,9;9,9;84,17;0;23
3/01/2024 8:00;53;27;0,6;339;79,5;31,8;111,3;0;0,73;1,7;0;15,1;565;12,6;12;84,17;0;173
3/01/2024 9:00;32;25;1,1;326;27,9;17,1;45;0;0,43;7,5;0;18,8;566;17,3;14,7;65;0;394
3/01/2024 10:00;29;23;1,4;328;12;9,9;21,9;0;0,35;13,3;0;20,7;565;20,9;16,7;55,57;0;596
3/01/2024 11:00;19;15;2;339;6;3,9;9,9;0;0,26;18,5;0;21,7;565;23;18,2;46,98;0;735
3/01/2024 12:00;23;7;1,8;345;3,9;1,5;5,3;0;0,23;22,3;0;22,7;564;23,4;19,3;40,96;0;748
3/01/2024 13:00;23;9;1,2;308;3,4;0,9;4,3;0;0,23;25,2;0;24;564;24,5;21;37,96;0;764
3/01/2024 14:00;19;7;1,7;289;2,5;0,6;3,1;0;0,24;26,9;0;23;563;23,2;20,9;38,47;0;358
3/01/2024 15:00;27;10;3,3;260;2,3;0;2,3;0;0,22;23,6;0;19,8;563;20,1;19,5;51,59;0;130
3/01/2024 16:00;27;18;2,3;255;2,4;0,2;2,6;0;0,21;22,2;0;19,3;563;19,5;19;56,21;0;124
3/01/2024 17:00;27;10;1,5;248;2,5;0,9;3,4;0;0,2;18,9;0;18,3;563;18,4;18,3;58,72;0;25
3/01/2024 18:00;26;11;1,3;251;2,1;0,6;2,7;0;0,19;16,9;0;17,2;563;17,1;17,4;61,72;0;13
3/01/2024 19:00;23;8;0,9;203;2,2;2,7;4,9;0;0,2;13,3;0;15,4;564;15,1;15,9;67,59;0;0
3/01/2024 20:00;30;21;0,5;162;20;27;46,9;0;0,5;2;0;13,6;564;13,1;15,2;73,03;0;0
3/01/2024 21:00;44;22;0,5;150;75,8;41,9;117,7;0;0,91;0,1;0;13;565;12,4;14,7;78,35;0;0
3/01/2024 22:00;29;21;0,5;329;75,1;38;113,1;0;0,91;0,1;0;12,3;565;11,8;13,8;78,09;0;0
3/01/2024 23:00;32;15;0,3;328;77,4;33,8;111,2;0;0,88;0;0;11;565;10,4;12,6;79,76;0;0
4/01/2024 0:00;39;13;0,3;321;138,5;43,7;182,2;0;1,09;0,1;0;9,7;565;9,1;11,6;82,06;0;0
4/01/2024 1:00;22;15;0,3;311;71;24,9;95,9;0;0,74;0,1;0;8,8;565;8,2;10,8;82,97;0;0
4/01/2024 2:00;26;13;0,4;285;141,6;41,3;182,9;0;0,86;0,2;0;7,9;564;7,3;10,2;83,42;0;0
4/01/2024 3:00;25;20;0,3;303;170,5;43,9;214,4;0;0,89;0,2;0;7,2;564;6,7;9,5;83,76;0;0
4/01/2024 4:00;31;17;0,3;339;222,7;56,1;278,8;0;0,94;0;0;6,6;564;6;9;83,98;0;0
4/01/2024 5:00;28;20;0,3;315;199,4;51,9;251,3;0;0,82;0,2;0;6,1;564;5,5;8,5;84,1;0;0
4/01/2024 6:00;30;25;0,3;263;0;0;0;0;1,11;0,1;0;5,8;564;5,2;8;84,34;0;0
4/01/2024 7:00;33;23;0,7;338;0;0;0;0;1,03;0,4;0;6,9;565;5,9;7,9;85,3;0;18
4/01/2024 8:00;33;21;0,9;342;77,2;29,7;106,9;0;0,73;1,5;0;12,6;565;9,5;9,7;86,63;0;186
4/01/2024 9:00;55;27;0,7;261;48,6;27,8;76,4;0;0,62;5,2;0;17,8;566;16,5;14,5;65,54;0;393
4/01/2024 10:00;36;14;1,1;274;11,3;10,2;21,6;0;0,35;15,6;0;20;566;20,8;16,8;50,5;0;574
4/01/2024 11:00;21;9;1,2;284;5,9;5,2;11,1;0;0,29;21,8;0;21,5;565;24,1;18,8;43,41;0;703
4/01/2024 12:00;26;8;1,5;312;3,9;2,1;6;0;0,26;28;0;22,4;565;24;19,9;36,83;0;788
4/01/2024 13:00;20;9;1,6;308;3,4;1,5;4,8;0;0,25;32,9;0;23,7;564;24,2;21,3;31,28;0;753
4/01/2024 14:00;35;13;2,3;261;2,8;0,4;3,2;0;0,24;31,6;0;23,5;564;24,2;21,8;34,29;0;573
4/01/2024 15:00;27;10;3,2;259;0;0;0;0;0,22;25,3;0;21,6;563;22,2;20,7;43,68;0;295
4/01/2024 16:00;32;9;2,3;264;0;0;0;0;0,21;22,8;0;19,2;563;19,3;19,2;52,25;0;69
4/01/2024 17:00;32;10;2,2;255;0;0;0;0;0,2;21,7;0;20,2;564;21,1;19,1;52,92;0;157
4/01/2024 18:00;24;15;1,6;253;2,1;1;3,1;0;0,2;20,4;0;17,8;564;17,7;18,1;56,72;0;22
4/01/2024 19:00;18;10;0,9;221;2,3;4,5;6,8;0;0,21;16,8;0;15,6;564;15,2;16,4;66,41;0;0
4/01/2024 20:00;30;15;0,8;208;10,1;12,7;22,8;0;0,34;10,4;0;14,5;565;14;15,6;73,02;0;0
4/01/2024 21:00;50;21;0,6;188;78,1;43,6;121,7;0;0,92;1,3;0;12,8;565;12,2;14,8;76,62;0;0
4/01/2024 22:00;49;31;0,4;265;113;51,2;164,2;0;1,13;0,1;0;12;565;11,3;14,2;81,54;0;0
4/01/2024 23:00;46;31;0,4;329;112,1;49,6;161,7;0;1,15;0,1;0;12;565;11,4;13,8;83,27;0;0
5/01/2024 0:00;37;16;0,6;259;63;38,1;101;0;0,82;0;0;12,5;565;12;13,6;84,27;0;0
5/01/2024 1:00;40;24;0,5;327;94,4;39,6;134,1;0;0,86;0,1;0;11,6;565;11;12,6;83,06;0;0
5/01/2024 2:00;38;20;0,5;330;49;27,9;76,8;0;0,59;0,1;0;11,4;564;10,9;12,2;83,73;0;0
5/01/2024 3:00;31;17;0,5;293;84;31,5;115,5;0;0,64;0,1;0;10,9;564;10,2;11,9;84,07;0;0
5/01/2024 4:00;27;18;0,4;290;72,8;27,7;100,6;0;0,51;0;0;10,4;564;9,8;11,2;84,53;0;0
5/01/2024 5:00;42;26;0,5;304;184,9;52,6;237,5;0;0,73;0,1;0;9,5;564;8,9;11,1;84,22;0;0
5/01/2024 6:00;50;38;0,6;272;254,3;70,4;324,8;0;1,08;0,1;0;9,9;564;9,4;10,9;85,4;0;0
5/01/2024 7:00;33;23;0,5;315;99,9;33,7;133,6;0;0,9;0,2;0;10,4;565;10;10,8;85,93;0;5
5/01/2024 8:00;47;27;0,6;295;0;0;0;0;0,99;0,5;0;13,4;565;12,6;12,3;84,97;0;122
5/01/2024 9:00;37;19;1;301;0;0;0;0;0,47;2;0;17,8;565;17,1;14,6;66,61;0;372
5/01/2024 10:00;43;28;1,2;294;0;0;0;0;0,36;2,8;0;18,9;565;19,7;16,4;55,04;0;536
5/01/2024 11:00;30;10;1,4;286;0;0;0;0;0,28;4,5;0;20,6;565;22,3;18,1;43,21;0;607
5/01/2024 12:00;15;10;1,5;282;0;0;0;0;0,24;20,8;0;21,9;564;23,6;19,4;33,88;0;788
5/01/2024 13:00;39;21;2;273;0,6;4,8;5,4;0;0,27;40,6;0;22,2;564;23,1;20,5;34,23;0;683
5/01/2024 14:00;46;19;2,8;272;0,1;2,9;3;0;0,26;35,4;0;21,8;563;22,5;20,5;40,75;0;515
5/01/2024 15:00;37;16;3,2;264;0,2;2,1;2,3;0;0,25;32,9;0;20,9;563;21,5;20;45;0;302
5/01/2024 16:00;33;8;3;262;0,2;2,8;3;0;0,26;31,1;0;20,1;563;20,4;19,3;51,87;0;228
5/01/2024 17:00;42;20;3,5;265;0;3,7;3,6;0;0,26;31,5;0;18,8;563;19,1;18,4;55,05;0;129
5/01/2024 18:00;27;21;1,4;288;0;2,7;2,6;0;0,24;21,7;0;16,9;564;16,9;17,1;63,74;0;19
5/01/2024 19:00;27;14;0,9;227;0;2,5;2,3;0;0,23;18,5;0;15,7;564;15,4;16,2;69,6;0;0
5/01/2024 20:00;27;14;0,7;273;0,2;7,6;7,8;0;0,27;14,7;0;15,1;565;14,8;15,6;72,85;0;0
5/01/2024 21:00;34;14;0,5;279;0;9;9;0;0,29;13,4;0;14,6;565;14,2;15,4;75,07;0;0
5/01/2024 22:00;30;19;0,6;315;4,5;17,3;21,8;0;0,38;8,9;0;14;565;13,7;14,7;76,21;0;0
5/01/2024 23:00;35;10;0,7;305;1,4;14,5;15,9;0;0,33;9,2;0;14;565;13,7;14,6;74,63;0;0
6/01/2024 0:00;29;19;0,7;273;0,8;17,8;18,6;0;0,35;8,5;0;13,1;565;12,8;13,7;72,38;0;0
6/01/2024 1:00;28;15;1,1;233;0,4;7,3;7,7;0;0,21;12,9;0;12,3;565;11,9;13;76,78;0;0
6/01/2024 2:00;26;22;1;342;0,1;13,9;14;0;0,24;9,5;0;10,7;564;10,3;11,5;76,72;0;0
6/01/2024 3:00;28;16;0,6;324;8,8;26,1;34,8;0;0,31;4,1;0;9,6;564;8,9;10,6;80,65;0;0
6/01/2024 4:00;36;18;0,5;342;87,6;40,6;128,2;0;0,51;1,8;0;8,5;564;7,9;9,9;82,65;0;0
6/01/2024 5:00;36;25;0,5;338;145,4;51,9;197,3;0;0,77;0,1;0;7,4;564;6,7;9;82,68;0;0
6/01/2024 6:00;33;18;0,5;314;29,2;31;60,1;0;0,39;0,1;0;7,3;564;6,6;8,7;84,62;0;0
6/01/2024 7:00;39;28;0,5;310;91,6;41,7;133,5;0;0,97;0,8;0;7,3;565;6,2;8,4;84,94;0;15
6/01/2024 8:00;49;27;1,1;348;88,6;43,2;131,8;0;1,08;2,9;0;13,4;565;10,2;10,1;84,27;0;190
6/01/2024 9:00;47;18;1,4;334;20,9;21,2;42;0;0,46;10,6;0;16,9;565;15,4;13;62,89;0;395
6/01/2024 10:00;30;15;1,8;338;8,7;11,4;20,1;0;0,3;19;0;19,4;565;19,3;15,8;47,41;0;569
6/01/2024 11:00;20;10;1,8;328;2,6;4,3;6,8;0;0,23;24,8;0;21,4;564;23;18,4;37,44;0;702
6/01/2024 12:00;28;12;1,9;305;2,1;3,3;5,4;0;0,21;26,3;0;22,2;564;24;20,4;32,55;0;763
6/01/2024 13:00;19;9;2;97;2,5;2,4;4,9;0;0,22;21,4;0;23,8;563;24,8;21,7;27,93;0;744
6/01/2024 14:00;24;5;2,2;150;2,3;2,2;4,4;0;0,22;20;0;24,7;563;25,5;22,8;24,35;0;669
6/01/2024 15:00;22;2;2,5;171;1,7;1,4;3,1;0;0,22;20,1;0;25;562;26,2;22,7;26,27;0;561
6/01/2024 16:00;22;4;2,5;161;3,5;4,6;8,1;0;0,24;17,9;0;24,6;562;25,9;22,4;30,32;0;423
6/01/2024 17:00;27;6;2;152;3,1;5,3;8,4;0;0,26;17,2;0;22,6;562;24,5;21,1;35,48;0;189
6/01/2024 18:00;26;16;1,7;186;1,8;7;8,8;0;0,27;15,7;0;18,9;563;18,8;19,1;44,14;0;8
6/01/2024 19:00;28;10;1,4;134;3,9;12,5;16,5;0;0,31;12,9;0;16;563;15,6;17;55,02;0;0
6/01/2024 20:00;24;14;1,5;43;2,9;11,6;14,5;0;0,3;13,6;0;14,6;564;14,1;16;60,96;0;0
6/01/2024 21:00;28;14;1,3;77;8;21,1;29,1;0;0,38;8,3;0;13,9;564;13,2;15,3;61,16;0;0
6/01/2024 22:00;17;12;0,8;287;0,5;10,9;11,4;0;0,25;11,2;0;12,1;564;11,4;13,9;64,7;0;0
6/01/2024 23:00;37;13;0,5;316;30,9;31,9;62,8;0;0,6;1,1;0;10,2;564;9,5;12,4;69,53;0;0
7/01/2024 0:00;33;17;0,4;320;23,3;26,4;49,7;0;0,49;0,5;0;8,4;564;7,7;11,1;73,45;0;0
7/01/2024 1:00;27;16;0,4;284;46,3;32;78,3;0;0,61;0,2;0;7,7;564;6,9;10,1;77,17;0;0
7/01/2024 2:00;32;16;0,5;322;63,4;33;96,4;0;0,68;0,2;0;6,7;564;6;8,8;77,25;0;0
7/01/2024 3:00;31;20;0,5;334;91,1;38,4;129,5;0;0,72;0,1;0;6,2;564;5,5;8,4;80,67;0;0
7/01/2024 4:00;26;15;0,8;347;46,1;29,7;75,7;0;0,48;0,3;0;6,3;564;5,7;7,9;83,32;0;0
7/01/2024 5:00;28;19;0,7;349;42,7;29,8;72,6;0;0,47;0,2;0;6,2;564;5,5;7,7;83,93;0;0
7/01/2024 6:00;29;28;0,7;4;70,8;35,8;106,6;0;0,66;0,2;0;6;564;5,2;7,4;83,77;0;0
7/01/2024 7:00;35;27;0,6;313;87,8;36,4;124,2;0;0,87;0,5;0;6,1;565;5;7,3;83,77;0;15
7/01/2024 8:00;39;28;0,6;343;81;37,4;118,3;0;0,86;3,1;0;14,7;565;10,9;11,2;79,41;0;197
7/01/2024 9:00;29;16;1,3;337;13,5;12,6;26,1;0;0,35;11,2;0;18,3;565;16,5;13,8;54,97;0;403
7/01/2024 10:00;13;10;1,2;194;2,8;2,6;5,4;0;0,22;15,8;0;20,6;565;21,7;16,9;43,73;0;579
7/01/2024 11:00;19;7;2;79;2,1;1,4;3,5;0;0,21;15,4;0;21,1;565;23,7;18,2;40,62;0;698
7/01/2024 12:00;15;4;2,5;95;2,6;1,5;4,1;0;0,23;13,1;0;21;564;22,9;19;40,65;0;613
7/01/2024 13:00;21;7;2,8;166;2;1,7;3,8;0;0,23;13,5;0;20,9;564;21,6;19,8;42,4;0;451
7/01/2024 14:00;19;9;3,9;175;1,9;1,5;3,4;0;0,23;13,7;0;21,2;563;21,7;20,1;43,46;0;500
7/01/2024 15:00;27;11;4,1;171;1,7;1,2;3;0;0,23;14,4;0;22,2;563;23,3;20,4;40,7;0;597
7/01/2024 16:00;18;7;2;147;1,7;1,2;2,8;0;0,24;14,4;0;23,7;562;24,8;20,4;38,16;0;477
7/01/2024 17:00;22;14;2,9;65;7,9;8,3;16,2;0;0,33;10,9;0;20,3;563;20,9;18,8;41,84;0;159
7/01/2024 18:00;25;8;2,3;69;5,9;9,5;15,4;0;0,33;10,4;0;17,5;563;17,2;17,8;49,33;0;12
7/01/2024 19:00;12;7;1,5;121;3,1;9,4;12,5;0;0,33;9,8;0;15,3;563;14,9;16,2;58,29;0;0
7/01/2024 20:00;22;17;2;121;2,6;7,8;10,4;0;0,28;11,7;0;14,3;564;13,9;15,1;65,79;0;0
7/01/2024 21:00;19;15;1,7;194;0,5;3,7;4,2;0;0,23;13;0;14;564;13,6;15,1;67,72;0;0
7/01/2024 22:00;25;17;1;283;7,1;18,2;25,3;0;0,42;5,4;0;12,6;564;12,1;14;68,35;0;0
7/01/2024 23:00;32;18;0,6;311;67,6;38,8;106,3;0;0,94;0,2;0;10,4;564;9,7;12,3;74,47;0;0
8/01/2024 0:00;36;15;0,5;308;65,1;32,8;97,9;0;0,86;0;0;8,8;564;8;10,7;78,44;0;0
8/01/2024 1:00;26;14;0,9;347;73,3;32,4;105,7;0;0,83;0,1;0;8;564;7,2;10,2;81,61;0;0
8/01/2024 2:00;20;12;0,8;240;11,3;15,7;27;0;0,36;2,5;0;8,7;563;8;10,2;84,82;0;0
8/01/2024 3:00;30;30;0,8;301;24,1;23,1;47,2;0;0,53;0,2;0;7,7;563;7;9,4;83,31;0;0
8/01/2024 4:00;34;23;0,7;269;38,6;25,4;63,9;0;0,48;0,1;0;7,3;563;6,6;8,8;84,2;0;0
8/01/2024 5:00;25;18;0,5;307;77,1;30,9;108,1;0;0,6;0,1;0;6,3;563;5,6;8,2;83,67;0;0
8/01/2024 6:00;38;22;0,4;343;157,2;45,8;203,1;0;0,95;0,1;0;5,3;563;4,7;7,5;83,5;0;0
8/01/2024 7:00;43;29;0,6;336;153,5;45,6;199,1;0;1,17;0,4;0;5,9;564;4,9;7,5;84,24;0;15
8/01/2024 8:00;34;17;1,3;343;21,8;13,2;35,1;0;0,41;3,8;0;12,2;564;9,6;9;85,67;0;190
8/01/2024 9:00;34;19;1,7;341;16,3;12,3;28,6;0;0,34;8;0;14,4;565;13;11;69,42;0;311
8/01/2024 10:00;28;14;1,1;274;7,6;8,5;16,1;0;0,26;12,1;0;16,3;565;16,4;14,6;60,57;0;225
8/01/2024 11:00;17;10;1;313;1,2;1,7;2,9;0;0,21;15,7;0;17,7;564;18;16,4;52,27;0;265
8/01/2024 12:00;15;8;1,8;138;1,3;0,6;1,9;0;0,21;15,5;0;21,4;564;23,2;18,7;43,69;0;731
8/01/2024 13:00;14;8;1,6;187;0,9;0;0,9;0;0,21;16;0;21,8;563;22,6;19,8;38,98;0;489
8/01/2024 14:00;20;8;1,4;213;0,8;0,6;1,4;0;0,23;16;0;21,5;563;21,8;20,4;40,59;0;318
8/01/2024 15:00;26;8;2,6;192;0,4;0;0,3;0;0,22;17,3;0;24,2;562;25,3;21,4;34,84;0;572
8/01/2024 16:00;17;8;2,6;234;0,5;0,6;1,1;0;0,25;21,4;0;23,5;562;24,5;21,4;37,21;0;389
8/01/2024 17:00;38;17;3,4;270;0,3;0,6;0,9;0;0,26;21,8;0;20,3;562;21,4;19,3;49,72;0;226
8/01/2024 18:00;26;13;1,7;256;0;1;1;0;0,23;18;0;17,6;563;17,4;17,8;54,49;0;17
8/01/2024 19:00;29;0;0,6;282;8,9;19,5;28,4;0;0,49;8,6;0;14,7;563;14,3;16,1;59,9;0;0
8/01/2024 20:00;30;18;0,7;38;52;39,7;91,6;0;1,18;0,2;0;12,1;563;11,5;14,4;68,8;0;0
8/01/2024 21:00;30;20;0,5;209;49,1;34,7;83,8;0;1,01;0,3;0;11,1;564;10,3;13,4;75,37;0;0
8/01/2024 22:00;37;25;0,5;341;80,5;40;120,5;0;1,27;0,1;0;10;564;9,2;12,3;77,56;0;0
8/01/2024 23:00;40;22;0,5;311;131,9;49,2;181,1;0;1,9;0,1;0;8,9;565;8,3;11,7;80,7;0;0
9/01/2024 0:00;41;27;0,4;355;182;59;240,9;0;1,84;0;0;8;564;7,3;10,8;81,57;0;0
9/01/2024 1:00;32;23;0,6;15;140,5;50,1;190,6;0;1,24;0;0;7,9;564;7,2;11,1;83,88;0;0
9/01/2024 2:00;30;18;1;347;75,7;39,1;114,7;0;0,66;0,1;0;8,4;564;7,8;10;85,35;0;0
9/01/2024 3:00;32;21;1,4;348;60,9;34,8;95,7;0;0,51;0,2;0;8,1;563;7,6;9,2;85,57;0;0
9/01/2024 4:00;29;25;1;346;17,1;23,7;40,8;0;0,32;0,2;0;7,5;563;7;8,4;85,15;0;0
9/01/2024 5:00;33;26;0,6;329;55,3;32;87,2;0;0,42;0,1;0;6,8;564;6,2;8;84,72;0;0
9/01/2024 6:00;32;30;0,5;334;36,4;25,4;61,8;0;0,35;0,1;0;6;564;5,4;7,4;84,38;0;0
9/01/2024 7:00;46;27;0,7;339;55,7;29,7;85,4;0;0,47;0,6;0;6,5;564;5,6;7,2;85,16;0;12
9/01/2024 8:00;44;25;1,3;345;48;28,3;76,3;0;0,56;3,3;0;12,3;565;9,7;9,3;84,38;0;188
9/01/2024 9:00;38;21;1,1;329;39,6;27,4;67;0;0,6;6,6;0;16,9;565;15,3;12,8;63,91;0;396
9/01/2024 10:00;39;22;1,1;310;13,6;14,1;27,8;0;0,34;13,1;0;19,9;565;20,2;16,2;50,58;0;571
9/01/2024 11:00;27;16;1,4;293;4,6;6,4;11;0;0,24;18,3;0;21;564;23,3;18,6;43,42;0;668
9/01/2024 12:00;31;12;1,5;238;6,9;9,5;16,3;0;0,27;16,7;0;22,8;564;24,7;20,9;38,78;0;687
9/01/2024 13:00;26;7;2,7;146;6,4;4,6;11;0;0,21;11,6;0;23,9;563;25,3;22,2;33,07;0;692
9/01/2024 14:00;38;7;3,1;161;4,8;3,5;8,3;0;0,2;12,6;0;24,5;563;25,7;22,5;30,54;0;712
9/01/2024 15:00;41;13;2,1;199;5,5;7,3;12,8;0;0,26;16,2;0;22,8;563;23,5;21,7;36,57;0;293
9/01/2024 16:00;45;8;3,1;164;8,1;8,5;16,5;0;0,25;10,7;0;22,2;562;22,9;21,4;36,05;0;226
9/01/2024 17:00;38;16;2,3;170;10,4;14,8;25,2;0;0,32;8,7;0;19,9;563;20,1;20,2;44,93;0;56
9/01/2024 18:00;39;14;1,6;237;4,2;11,7;15,8;0;0,26;11,8;0;18,4;563;18,3;18,9;53,52;0;11
9/01/2024 19:00;36;13;0,7;214;1,5;15,2;16,6;0;0,28;9,8;0;16;564;15,6;17,3;62,95;0;0
9/01/2024 20:00;29;17;1;143;5,6;20,7;26,3;0;0,31;7,3;0;14,8;564;14,4;16;65,81;0;0
9/01/2024 21:00;39;21;0,7;101;31,7;35,3;66,9;0;0,51;3,7;0;13,4;565;12,9;14,7;69,08;0;0
9/01/2024 22:00;53;28;0,3;336;78,2;45,8;124;0;0,88;0,2;0;11,3;565;10,6;13,4;74,81;0;0
